,time,price,change,volume,amount,type
44,13:49:56,33.68,--,1,3368,买盘
45,13:48:47,33.68,--,5,16840,买盘
46,13:48:29,33.68,--,6,20208,买盘
47,13:48:20,33.68,--,3,10104,买盘
48,13:47:44,33.68,--,6,20208,买盘
49,13:46:59,33.68,--,4,13472,买盘
50,13:46:47,33.68,--,5,16840,买盘
51,13:46:41,33.68,--,3,10104,买盘
52,13:46:05,33.68,--,4,13472,买盘
53,13:45:56,33.68,--,2,6736,买盘
54,13:45:35,33.68,--,4,13472,买盘
55,13:44:56,33.68,--,26,87568,买盘
56,13:44:47,33.68,--,3,10104,买盘
57,13:44:35,33.68,--,10,33680,买盘
58,13:44:05,33.68,--,1,3368,买盘
59,13:43:32,33.68,--,3,10104,买盘
60,13:43:29,33.68,--,1,3368,买盘
61,13:43:11,33.68,--,8,26944,买盘
62,13:42:14,33.68,--,1,3368,买盘
63,13:41:37,33.68,--,2,6736,买盘
64,13:40:22,33.68,--,2,6736,买盘
65,13:40:13,33.68,--,2,6736,买盘
66,13:39:52,33.68,--,2,6736,买盘
67,13:39:37,33.68,--,10,33680,买盘
68,13:38:58,33.68,--,3,10104,买盘
69,13:38:34,33.68,--,6,20208,买盘
70,13:37:22,33.68,--,10,33680,买盘
71,13:37:07,33.68,--,1,3368,买盘
72,13:36:25,33.68,--,2,6736,买盘
73,13:36:10,33.68,--,1,3368,买盘
74,13:35:40,33.68,--,10,33680,买盘
75,13:34:13,33.68,--,1,3368,买盘
76,13:32:46,33.68,--,1,3368,买盘
77,13:31:58,33.68,--,2,6736,买盘
78,13:31:49,33.68,--,3,10104,买盘
79,13:29:55,33.68,--,9,30312,买盘
80,13:27:46,33.68,--,1,3368,买盘
81,13:23:46,33.68,--,10,33680,买盘
82,13:22:19,33.68,--,5,16840,买盘
83,13:20:30,33.68,--,1,3368,买盘
84,13:17:21,33.68,--,2,6736,买盘
85,13:16:57,33.68,--,10,33680,买盘
86,13:14:57,33.68,--,5,16840,买盘
87,13:14:12,33.68,--,1,3368,买盘
88,13:13:09,33.68,--,1,3368,买盘
89,13:12:33,33.68,--,3,10104,买盘
90,13:11:36,33.68,--,1,3368,买盘
91,13:11:24,33.68,--,10,33680,买盘
92,13:08:30,33.68,--,1,3368,买盘
93,13:06:27,33.68,--,8,26944,买盘
94,13:04:54,33.68,--,10,33680,买盘
95,13:00:44,33.68,--,6,20208,买盘
96,13:00:08,33.68,--,34,114512,买盘
97,13:00:02,33.68,--,51,171768,买盘
98,11:29:58,33.68,--,5,16840,买盘
99,11:29:04,33.68,--,12,40416,买盘
100,11:27:40,33.68,--,1,3368,买盘
101,11:27:34,33.68,--,2,6736,买盘
102,11:25:46,33.68,--,1,3368,买盘
103,11:24:55,33.68,--,5,16840,买盘
104,11:24:31,33.68,--,3,10104,买盘
105,11:23:10,33.68,--,1,3368,买盘
106,11:17:09,33.68,--,1,3368,买盘
107,11:15:57,33.68,--,1,3368,买盘
108,11:14:30,33.68,--,3,10104,买盘
109,11:13:18,33.68,--,1,3368,买盘
110,11:05:51,33.68,--,2,6736,买盘
111,11:05:27,33.68,--,3,10104,买盘
112,10:57:11,33.68,--,2,6736,买盘
113,10:53:26,33.68,--,1,3368,买盘
114,10:49:50,33.68,--,1,3368,买盘
115,10:49:05,33.68,--,1,3368,买盘
116,10:48:02,33.68,--,1,3368,买盘
117,10:44:53,33.68,--,1,3368,买盘
118,10:42:38,33.68,--,2,6736,买盘
119,10:38:43,33.68,--,1,3368,买盘
120,10:38:19,33.68,--,5,16840,买盘
121,10:38:07,33.68,--,10,33680,买盘
122,10:36:16,33.68,--,1,3368,买盘
123,10:34:52,33.68,--,4,13472,买盘
124,10:32:49,33.68,--,1,3368,买盘
125,10:31:25,33.68,--,5,16840,买盘
126,10:31:19,33.68,--,2,6736,买盘
127,10:29:04,33.68,--,1,3368,买盘
128,10:27:40,33.68,--,1,3368,买盘
129,10:24:55,33.68,--,1,3368,买盘
130,10:24:25,33.68,--,2,6736,买盘
131,10:23:49,33.68,--,2,6736,买盘
132,10:22:19,33.68,--,10,33680,买盘
133,10:22:07,33.68,--,1,3368,买盘
134,10:21:52,33.68,--,3,10104,买盘
135,10:21:49,33.68,--,10,33680,买盘
136,10:20:52,33.68,--,10,33680,买盘
137,10:20:40,33.68,--,1,3368,买盘
138,10:20:04,33.68,--,1,3368,买盘
139,10:19:39,33.68,--,3,10104,买盘
140,10:18:21,33.68,--,5,16840,买盘
141,10:18:06,33.68,--,1,3368,买盘
142,10:17:33,33.68,--,1,3368,买盘
143,10:16:36,33.68,--,1,3368,买盘
144,10:16:12,33.68,--,1,3368,买盘
145,10:16:06,33.68,--,10,33680,买盘
146,10:15:06,33.68,--,24,80832,买盘
147,10:14:48,33.68,--,1,3368,买盘
148,10:14:18,33.68,--,3,10104,买盘
149,10:08:12,33.68,--,5,16840,买盘
150,10:05:36,33.68,--,5,16840,买盘
151,10:05:06,33.68,--,1,3368,买盘
152,10:04:48,33.68,--,2,6736,买盘
153,10:01:57,33.68,--,1,3368,买盘
154,10:00:48,33.68,--,1,3368,买盘
155,10:00:06,33.68,--,1,3368,买盘
156,09:59:06,33.68,--,2,6736,买盘
157,09:58:38,33.68,--,10,33680,买盘
158,09:58:05,33.68,--,4,13472,买盘
159,09:57:53,33.68,--,1,3368,买盘
160,09:57:38,33.68,--,2,6736,买盘
161,09:57:29,33.68,--,170,572560,买盘
162,09:56:14,33.68,--,7,23576,买盘
163,09:55:05,33.68,--,1,3368,买盘
164,09:54:35,33.68,--,24,80832,买盘
165,09:54:14,33.68,--,4,13472,买盘
166,09:54:11,33.68,--,3,10104,买盘
167,09:53:32,33.68,--,16,53888,买盘
168,09:53:26,33.68,--,1,3368,买盘
169,09:53:11,33.68,--,2,6736,买盘
170,09:52:56,33.68,--,4,13472,买盘
171,09:52:11,33.68,--,40,134720,买盘
172,09:52:05,33.68,--,3,10104,买盘
173,09:51:59,33.68,--,1,3368,买盘
174,09:51:44,33.68,--,3,10104,买盘
175,09:51:35,33.68,--,2,6736,买盘
176,09:51:32,33.68,--,2,6736,买盘
177,09:51:20,33.68,--,3,10104,买盘
178,09:51:05,33.68,--,5,16840,买盘
179,09:50:44,33.68,--,3,10104,买盘
180,09:50:38,33.68,--,10,33680,买盘
181,09:50:26,33.68,--,3,10104,买盘
182,09:50:23,33.68,--,10,33680,买盘
183,09:50:14,33.68,--,2,6736,买盘
184,09:50:02,33.68,--,1,3368,买盘
185,09:49:53,33.68,--,1,3368,买盘
186,09:49:47,33.68,--,3,10104,买盘
187,09:49:44,33.68,--,32,107776,买盘
188,09:49:32,33.68,--,1,3368,买盘
189,09:49:23,33.68,--,5,16840,买盘
190,09:49:20,33.68,--,11,37048,买盘
191,09:48:56,33.68,--,9,30312,买盘
192,09:48:35,33.68,--,1,3368,买盘
193,09:48:20,33.68,--,5,16840,买盘
194,09:48:11,33.68,--,3,10104,买盘
195,09:48:08,33.68,--,50,168400,买盘
196,09:47:44,33.68,--,66,222288,买盘
197,09:47:26,33.68,--,3,10104,买盘
198,09:46:53,33.68,--,2,6736,买盘
199,09:46:41,33.68,--,1,3368,买盘
200,09:46:23,33.68,--,1,3368,买盘
201,09:46:11,33.68,--,6,20208,买盘
202,09:46:05,33.68,--,1,3368,买盘
203,09:45:32,33.68,--,1,3368,买盘
204,09:45:08,33.68,--,31,104408,买盘
205,09:45:02,33.68,--,2,6736,买盘
206,09:44:59,33.68,--,5,16840,买盘
207,09:44:53,33.68,--,3,10104,买盘
208,09:44:50,33.68,--,1,3368,买盘
209,09:44:20,33.68,--,4,13472,买盘
210,09:44:05,33.68,--,1,3368,买盘
211,09:43:59,33.68,--,1,3368,买盘
212,09:43:56,33.68,--,1,3368,买盘
213,09:43:47,33.68,--,4,13472,买盘
214,09:43:41,33.68,--,1,3368,买盘
215,09:43:35,33.68,--,1,3368,买盘
216,09:43:17,33.68,--,10,33680,买盘
217,09:43:11,33.68,--,20,67360,买盘
218,09:42:47,33.68,--,2,6736,买盘
219,09:42:02,33.68,--,1,3368,买盘
220,09:41:59,33.68,--,9,30312,买盘
221,09:41:47,33.68,--,3,10104,买盘
222,09:41:41,33.68,--,12,40416,买盘
223,09:41:38,33.68,--,1,3368,买盘
224,09:41:26,33.68,--,4,13472,买盘
225,09:41:20,33.68,--,3,10104,买盘
226,09:41:14,33.68,--,9,30312,买盘
227,09:41:05,33.68,--,4,13472,买盘
228,09:40:20,33.68,--,1,3368,买盘
229,09:39:41,33.68,--,1,3368,买盘
230,09:38:58,33.68,--,1,3368,买盘
231,09:38:52,33.68,--,1,3368,买盘
232,09:38:37,33.68,--,1,3368,买盘
233,09:38:19,33.68,--,1,3368,买盘
234,09:38:16,33.68,--,1,3368,买盘
235,09:38:10,33.68,--,8,26944,买盘
236,09:37:49,33.68,--,1,3368,买盘
237,09:37:28,33.68,--,1,3368,买盘
238,09:37:04,33.68,--,1,3368,买盘
239,09:37:01,33.68,--,5,16840,买盘
240,09:36:43,33.68,--,1,3368,买盘
241,09:36:37,33.68,--,3,10104,买盘
242,09:36:28,33.68,--,1,3368,买盘
243,09:35:40,33.68,--,4,13472,买盘
244,09:35:19,33.68,--,10,33680,买盘
245,09:35:16,33.68,--,16,53888,买盘
246,09:35:13,33.68,--,2,6736,买盘
247,09:34:43,33.68,--,1,3368,买盘
248,09:34:40,33.68,--,3,10104,买盘
249,09:34:22,33.68,--,47,158296,买盘
250,09:33:49,33.68,--,1,3368,买盘
251,09:33:37,33.68,--,7,23576,买盘
252,09:33:22,33.68,--,8,26944,买盘
253,09:33:10,33.68,--,4,13472,买盘
254,09:33:07,33.68,--,10,33680,买盘
255,09:33:01,33.68,--,2,6736,买盘
256,09:32:40,33.68,--,6,20208,买盘
257,09:32:28,33.68,--,1,3368,买盘
258,09:32:10,33.68,--,1,3368,买盘
259,09:32:04,33.68,--,6,20208,买盘
260,09:31:52,33.68,--,10,33680,买盘
261,09:31:49,33.68,--,11,37048,买盘
262,09:31:37,33.68,--,2,6736,买盘
263,09:31:34,33.68,--,1,3368,买盘
264,09:31:25,33.68,--,49,165032,买盘
265,09:31:16,33.68,--,1,3368,买盘
266,09:30:58,33.68,--,62,208816,买盘
267,09:30:55,33.68,--,3,10104,买盘
268,09:30:52,33.68,--,24,80832,买盘
269,09:30:43,33.68,--,11,37048,买盘
270,09:30:31,33.68,--,7,23576,买盘
271,09:30:28,33.68,--,3,10104,买盘
272,09:30:25,33.68,--,12,40416,买盘
273,09:30:19,33.68,--,120,404160,买盘
274,09:30:16,33.68,--,1,3368,买盘
275,09:30:07,33.68,--,625,2105000,买盘
276,09:25:46,33.68,--,0,0,买盘
277,09:25:04,33.68,33.68,342,1151856,买盘
