date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2016-10-13 15:00:00,2212.68,2216.04,2208.41,2206.56,2332340.0,-4.27,-0.19,2207.6,2207.64,2193.78,2262780.0,2246790.0,2177690.0
2016-10-13 14:00:00,2206.49,2215.29,2212.81,2205.41,1906260.0,6.32,0.29,2207.14,2207.54,2190.68,2107460.0,2184570.0,2150800.0
2016-10-13 11:30:00,2200.98,2208.56,2206.48,2200.9,1554140.0,5.5,0.25,2206.04,2206.77,2187.4,2075550.0,2304880.0,2104640.0
2016-10-13 10:30:00,2211.75,2215.53,2200.97,2200.59,3198490.0,-10.78,-0.49,2207.08,2206.85,2184.7,2562300.0,2387100.0,2100870.0
2016-10-12 15:00:00,2206.03,2209.34,2209.34,2200.33,2322650.0,3.31,0.15,2208.91,2207.09,2182.26,2339430.0,2284060.0,2037180.0
2016-10-12 14:00:00,2207.51,2212.33,2206.11,2205.38,1555750.0,-1.4,-0.06,2207.68,2206.64,2178.75,2230800.0,2349680.0,2010950.0
2016-10-12 11:30:00,2211.71,2212.1,2207.28,2205.21,1746710.0,-4.43,-0.2,2207.95,2203.55,2175.37,2261690.0,2517030.0,1989600.0
2016-10-12 10:30:00,2202.36,2216.52,2211.71,2198.89,3987890.0,9.35,0.42,2207.5,2197.83,2171.71,2534200.0,2513580.0,1964450.0
2016-10-11 15:00:00,2203.06,2210.18,2210.11,2202.73,2084130.0,7.05,0.32,2206.61,2191.55,2168.02,2211910.0,2209230.0,1877660.0
2016-10-11 14:00:00,2207.33,2207.57,2203.2,2201.62,1779530.0,-4.13,-0.19,2205.27,2184.98,2164.53,2228700.0,2118430.0,1882890.0
2016-10-11 11:30:00,2205.0,2209.15,2207.44,2202.77,1710170.0,2.44,0.11,2205.6,2179.93,2160.27,2468560.0,2108590.0,1850540.0
2016-10-11 10:30:00,2207.43,2207.94,2205.02,2201.31,3109300.0,-2.41,-0.11,2199.16,2173.81,2155.7,2772370.0,2117020.0,1827640.0
2016-10-10 15:00:00,2203.44,2208.01,2207.29,2202.11,2376410.0,3.85,0.17,2188.16,2168.04,2151.64,2492960.0,1904400.0,1800930.0
2016-10-10 14:00:00,2205.16,2207.74,2203.38,2202.31,2168100.0,-1.78,-0.08,2176.5,2162.55,2147.45,2206560.0,1814640.0,1819360.0
2016-10-10 11:30:00,2175.06,2205.08,2204.89,2174.96,2978840.0,29.83,1.37,2164.7,2157.44,2144.74,2008150.0,1790300.0,1778200.0
2016-10-10 10:30:00,2165.85,2178.76,2175.22,2163.57,3229190.0,9.37,0.43,2154.25,2150.87,2142.22,1748620.0,1672210.0,1704720.0
2016-09-30 15:00:00,2148.63,2154.1,2150.01,2147.24,1712240.0,1.38,0.06,2148.46,2147.19,2140.83,1461680.0,1462170.0,1688980.0
2016-09-30 14:00:00,2144.69,2150.14,2148.98,2144.69,944406.0,4.29,0.2,2147.93,2145.59,2141.15,1315840.0,1415320.0,1697290.0
2016-09-30 11:30:00,2152.64,2153.14,2144.38,2143.55,1176070.0,-8.26,-0.38,2148.61,2144.5,2141.9,1422730.0,1546090.0,1713460.0
2016-09-30 10:30:00,2144.47,2154.26,2152.64,2143.62,1681220.0,8.17,0.38,2150.19,2144.08,2142.88,1572450.0,1647360.0,1731120.0
2016-09-29 15:00:00,2147.36,2152.67,2146.28,2145.84,1794450.0,-1.08,-0.05,2147.49,2140.62,2143.51,1595790.0,1592490.0,1764210.0
2016-09-29 14:00:00,2152.27,2152.91,2147.36,2147.36,983034.0,-4.91,-0.23,2145.93,2137.6,2144.6,1462670.0,1538260.0,1770850.0
2016-09-29 11:30:00,2152.32,2155.28,2152.38,2149.76,1478850.0,0.06,0.0,2143.24,2135.23,2145.71,1514810.0,1697460.0,1785880.0
2016-09-29 10:30:00,2141.34,2152.59,2152.27,2141.04,1924690.0,10.93,0.51,2140.38,2132.36,2146.78,1669450.0,1824080.0,1788110.0
2016-09-28 15:00:00,2138.7,2142.09,2139.14,2135.38,1797940.0,0.44,0.02,2137.98,2132.04,2147.81,1722260.0,1766100.0,1819930.0
2016-09-28 14:00:00,2134.2,2141.0,2138.5,2132.78,1128850.0,4.3,0.2,2133.75,2133.57,2148.95,1589180.0,1737240.0,1816570.0
2016-09-28 11:30:00,2137.98,2138.99,2133.93,2132.55,1243740.0,-4.05,-0.19,2129.27,2134.46,2150.51,1613850.0,1915780.0,1839440.0
2016-09-28 10:30:00,2143.72,2143.72,2138.08,2133.42,2252030.0,-5.64,-0.26,2127.21,2136.72,2151.81,1880110.0,1979250.0,1839420.0
2016-09-27 15:00:00,2118.05,2140.24,2140.24,2112.73,2188750.0,22.19,1.05,2124.33,2139.31,2152.9,1978720.0,1880840.0,1835860.0
2016-09-27 14:00:00,2116.16,2123.38,2118.01,2114.7,1132530.0,1.85,0.09,2126.11,2141.69,2153.77,1809940.0,1814880.0,1804730.0
2016-09-27 11:30:00,2123.88,2128.16,2116.09,2115.29,1252190.0,-7.79,-0.37,2133.4,2146.39,2155.76,1885290.0,1935930.0,1802900.0
