股票代码,股票名称,交易日期,新浪行业,新浪概念,新浪地域,开盘价,最高价,最低价,收盘价,后复权价,前复权价,涨跌幅,成交量,成交额,换手率,流通市值,总市值,是否涨停,是否跌停,市盈率TTM,市销率TTM,市现率TTM,市净率,MA_5,MA_10,MA_20,MA_30,MA_60,MA金叉死叉,MACD_DIF,MACD_DEA,MACD_MACD,MACD_金叉死叉,KDJ_K,KDJ_D,KDJ_J,KDJ_金叉死叉,布林线中轨,布林线上轨,布林线下轨,psy,psyma,rsi1,rsi2,rsi3,振幅,量比
sz300430,诚益通,2016-12-14,仪器仪表,次新股,北京,45.950000,46.770000,45.500000,46.200000,74.097583,46.200000,0.005441,590786.000000,27254025.040000,0.014297,1909057873.800000,4494336000.000000,0.000000,0.000000,132.033952,,-104.682621,7.055913,47.526000,48.746000,51.266000,51.831333,50.053667,,-1.305572,-0.522544,-1.566056,,18.848068,20.743250,15.057705,,51.613500,57.669216,45.557784,50.000000,45.833333,23.698308,31.575228,40.104067,0.027639,0.688794
sz300430,诚益通,2016-12-13,仪器仪表,次新股,北京,46.000000,46.700000,44.860000,45.950000,73.696622,45.950000,0.001962,634236.000000,29071808.850000,0.015349,1898727474.050000,4470016000.000000,0.000000,0.000000,131.319482,,-104.116157,7.017731,48.442000,49.263000,51.613500,52.010333,50.023500,,-1.124134,-0.326787,-1.594693,,17.517688,21.690841,9.171384,,52.020000,57.653936,46.386064,41.666667,45.833333,20.360272,30.096254,39.403399,0.040122,0.681948
sz300430,诚益通,2016-12-12,仪器仪表,次新股,北京,49.880000,49.880000,45.610000,45.860000,73.552276,45.860000,-0.076706,1358841.000000,64570557.960000,0.032885,1895008530.140000,4461260800.000000,0.000000,0.000000,131.062273,,-103.912230,7.003986,49.212000,49.756000,52.020000,52.185333,50.028667,10日、60日均线死叉；20日、30日均线死叉；,-0.850747,-0.127451,-1.446592,,18.578792,23.777417,8.181543,,52.404500,57.434676,47.374324,41.666667,47.222222,19.301151,29.594061,39.157849,0.085967,1.394497
sz300430,诚益通,2016-12-09,仪器仪表,次新股,北京,49.600000,50.070000,49.200000,49.670000,79.662921,49.670000,-0.005606,709137.000000,35268331.890000,0.017161,2052443822.330000,4831897600.000000,0.000000,0.000000,141.950787,,-112.545147,7.585870,49.920000,50.542000,52.404500,52.325000,50.052500,1日、5日均线死叉；,-0.480267,0.053373,-1.067281,,25.918110,26.376729,25.000873,,52.602500,57.631104,47.573896,41.666667,47.222222,36.359338,41.033417,46.861695,0.017417,0.755878
sz300430,诚益通,2016-12-08,仪器仪表,次新股,北京,50.650000,50.650000,49.030000,49.950000,80.111997,49.950000,-0.016345,995555.000000,49597977.410000,0.024093,2064013870.050000,4859136000.000000,0.000000,0.000000,142.750993,,-113.179587,7.628633,49.738000,51.119000,52.602500,52.327000,50.010333,1日、60日均线死叉；,-0.388342,0.186783,-1.150251,,25.203360,26.606038,22.398004,,52.720000,57.659609,47.780391,50.000000,47.222222,38.439916,42.130497,47.520135,0.031902,0.943721
sz300430,诚益通,2016-12-07,仪器仪表,次新股,北京,49.450000,50.780000,49.450000,50.780000,81.443188,50.780000,0.019679,952413.000000,47886185.450000,0.023049,2098310797.220000,4939878400.000000,0.000000,0.000000,145.123032,,-115.060249,7.755395,49.966000,51.641000,52.720000,52.315333,49.970333,1日、5日均线金叉；1日、60日均线金叉；5日、60日均线死叉；,-0.293873,0.330565,-1.248875,,25.479754,27.307377,21.824508,,52.763500,57.650624,47.876376,50.000000,47.222222,44.768037,45.431033,49.495752,0.026707,0.932602
sz300430,诚益通,2016-12-06,仪器仪表,次新股,北京,50.380000,50.380000,49.080000,49.800000,79.871421,49.800000,0.008097,856210.000000,42620328.450000,0.020721,2057815630.200000,4844544000.000000,0.000000,0.000000,142.322311,,-112.839709,7.605724,50.084000,52.193000,52.763500,52.295667,49.899000,10日、30日均线死叉；,-0.253530,0.486674,-1.480409,,20.621156,28.221189,5.421090,,52.908000,57.713094,48.102906,50.000000,45.833333,34.092376,40.375435,47.002628,0.026316,0.803552
sz300430,诚益通,2016-12-05,仪器仪表,次新股,北京,48.310000,49.670000,48.080000,49.400000,79.229883,49.400000,0.013126,1177501.000000,57811236.950000,0.028496,2041286990.600000,4805632000.000000,0.000000,0.000000,141.179160,,-111.933366,7.544634,50.300000,52.672000,52.908000,52.293667,49.834833,10日、20日均线死叉；,-0.098569,0.671725,-1.540589,,20.512642,32.021206,-2.504485,,53.039500,57.639899,48.439101,50.000000,45.833333,29.454419,38.234425,45.959136,0.032609,0.957286
sz300430,诚益通,2016-12-02,仪器仪表,次新股,北京,51.090000,51.090000,48.010000,48.760000,78.203423,48.760000,-0.045606,1292947.000000,64395348.070000,0.031290,2014841167.240000,4743372800.000000,0.000000,0.000000,139.350119,,-110.483217,7.446890,51.164000,53.212000,53.039500,52.300333,49.782000,1日、60日均线死叉；5日、30日均线死叉；,0.141379,0.864299,-1.445841,,22.678160,37.775487,-7.516495,,53.263500,57.649794,48.877206,41.666667,47.222222,22.149948,34.800680,44.276823,0.060286,1.040007
sz300430,诚益通,2016-12-01,仪器仪表,次新股,北京,51.660000,51.940000,50.910000,51.090000,81.940379,51.090000,-0.005451,827141.000000,42473093.280000,0.020017,2111120492.910000,4970035200.000000,0.000000,0.000000,146.008974,,-115.762665,7.802740,52.500000,53.655000,53.263500,52.319000,49.744667,,0.510747,1.045029,-1.068565,,29.651699,45.324151,-1.693206,,53.374000,57.900875,48.847125,41.666667,48.611111,32.294818,42.727889,49.671765,0.020051,0.582616
