股票代码,股票名称,交易日期,新浪行业,新浪概念,新浪地域,开盘价,最高价,最低价,收盘价,后复权价,前复权价,涨跌幅,成交量,成交额,换手率,流通市值,总市值,是否涨停,是否跌停,市盈率TTM,市销率TTM,市现率TTM,市净率,MA_5,MA_10,MA_20,MA_30,MA_60,MA金叉死叉,MACD_DIF,MACD_DEA,MACD_MACD,MACD_金叉死叉,KDJ_K,KDJ_D,KDJ_J,KDJ_金叉死叉,布林线中轨,布林线上轨,布林线下轨,psy,psyma,rsi1,rsi2,rsi3,振幅,量比
sz300426,唐德影视,2016-12-14,传媒娱乐,次新股,浙江,27.460000,27.750000,27.280000,27.600000,138.269297,27.600000,0.006565,1670600.000000,46035838.500000,0.012216,3774412442.400000,11040000000.000000,0.000000,0.000000,66.440224,,-32.790469,4.578101,28.084000,28.950000,30.101000,31.006333,29.547867,,-0.821860,-0.420836,-0.802047,,16.541949,22.549311,4.527225,,30.360000,33.801607,26.918393,33.333333,26.388889,26.576382,33.369289,41.759616,0.017141,0.718024
sz300426,唐德影视,2016-12-13,传媒娱乐,次新股,浙江,27.270000,27.940000,27.000000,27.420000,137.367541,27.420000,0.001461,1899588.000000,52225218.970000,0.013891,3749796709.080000,10968000000.000000,0.000000,0.000000,66.006918,,-32.576618,4.548244,28.508000,29.252000,30.360000,31.214667,29.540533,,-0.741719,-0.320580,-0.842277,,18.086466,25.552992,3.153413,,30.636000,33.886436,27.385564,25.000000,26.388889,22.453253,31.640608,41.027354,0.034332,0.794895
sz300426,唐德影视,2016-12-12,传媒娱乐,次新股,浙江,29.000000,29.000000,27.370000,27.380000,137.167150,27.380000,-0.056188,3921335.000000,109267097.390000,0.028674,3744326546.120000,10952000000.000000,0.000000,0.000000,65.910628,,-32.529096,4.541609,29.036000,29.539000,30.636000,31.402000,29.552267,5日、60日均线死叉；10日、60日均线死叉；,-0.610314,-0.215296,-0.790036,,22.421179,29.286255,8.691025,死叉,30.896500,33.875079,27.917921,16.666667,27.777778,21.638360,31.277413,40.869024,0.056188,1.496238
sz300426,唐德影视,2016-12-09,传媒娱乐,次新股,浙江,29.010000,29.550000,28.880000,29.010000,145.333054,29.010000,0.000000,2104551.000000,61460697.740000,0.015389,3967235686.740000,11604000000.000000,0.000000,0.000000,69.834453,,-34.465634,4.811983,29.674000,29.871000,30.896500,31.582667,29.562067,,-0.429643,-0.116541,-0.626204,,33.509519,32.718793,35.090969,,31.075000,34.036218,28.113782,25.000000,29.166667,33.644255,39.021801,45.655901,0.023095,0.676323
sz300426,唐德影视,2016-12-08,传媒娱乐,次新股,浙江,29.590000,29.630000,28.900000,29.010000,145.333054,29.010000,-0.023890,2037248.000000,59620789.260000,0.014897,3967235686.740000,11604000000.000000,0.000000,0.000000,69.834453,,-34.465634,4.811983,29.592000,30.060000,31.075000,31.736000,29.543900,1日、60日均线死叉；,-0.358756,-0.038266,-0.640981,,35.771524,32.323431,42.667711,,31.235500,34.145497,28.325503,25.000000,29.166667,33.644255,39.021801,45.655901,0.024563,0.608514
sz300426,唐德影视,2016-12-07,传媒娱乐,次新股,浙江,29.700000,30.060000,29.000000,29.720000,148.889982,29.720000,-0.011311,1985948.000000,58695869.960000,0.014522,4064331079.280000,11888000000.000000,0.000000,0.000000,71.543604,,-35.309157,4.929753,29.816000,30.326000,31.235500,31.787333,29.530933,1日、5日均线死叉；,-0.263060,0.041857,-0.609835,,39.164533,30.599384,56.294829,,31.348000,34.273100,28.422900,33.333333,30.555556,40.429712,42.910590,47.900301,0.035263,0.582037
sz300426,唐德影视,2016-12-06,传媒娱乐,次新股,浙江,30.800000,30.800000,29.750000,30.060000,150.593299,30.060000,-0.016683,3054900.000000,92005076.100000,0.022339,4110827464.440000,12024000000.000000,0.000000,0.000000,72.362070,,-35.713098,4.986150,29.996000,30.494000,31.348000,31.722333,29.497933,,-0.209382,0.118086,-0.654937,,35.322141,26.316810,53.332804,,31.500000,34.671425,28.328575,33.333333,30.555556,43.968452,44.873635,49.005877,0.034347,0.845797
sz300426,唐德影视,2016-12-05,传媒娱乐,次新股,浙江,28.650000,31.460000,28.010000,30.570000,153.148276,30.570000,0.068881,6376132.000000,193386387.670000,0.046625,4180572042.180000,12228000000.000000,0.000000,0.000000,73.589770,,-36.319008,5.070745,30.042000,30.643000,31.500000,31.673000,29.457267,1日、5日均线金叉；1日、60日均线金叉；,-0.172442,0.199953,-0.744791,,29.634693,21.814145,45.275789,金叉,31.598000,34.978397,28.217603,33.333333,31.944444,49.370042,47.885774,50.687622,0.120629,1.719096
sz300426,唐德影视,2016-12-02,传媒娱乐,次新股,浙江,30.120000,30.390000,28.280000,28.600000,143.279054,28.600000,-0.050780,3285308.000000,97007139.800000,0.024023,3911166516.400000,11440000000.000000,0.000000,0.000000,68.847479,,-33.978529,4.743975,30.068000,30.711000,31.598000,31.601667,29.417767,1日、60日均线死叉；20日、30日均线死叉；,-0.174712,0.293052,-0.935528,,15.294864,17.903871,10.076850,,31.797000,35.198434,28.395566,25.000000,34.722222,16.251372,31.637403,43.511598,0.070030,0.975149
sz300426,唐德影视,2016-12-01,传媒娱乐,次新股,浙江,30.480000,30.580000,30.020000,30.130000,150.943982,30.130000,-0.016003,2358050.000000,71144055.900000,0.017243,4120400249.620000,12052000000.000000,0.000000,0.000000,72.530578,,-35.796262,4.997761,30.528000,31.040000,31.797000,31.598333,29.417767,,0.025514,0.409993,-0.768959,,19.058800,19.208374,18.759652,死叉,32.034500,36.231164,27.837836,25.000000,38.888889,28.182847,40.663365,48.796793,0.018289,0.664859
