股票代码,股票名称,交易日期,新浪行业,新浪概念,新浪地域,开盘价,最高价,最低价,收盘价,后复权价,前复权价,涨跌幅,成交量,成交额,换手率,流通市值,总市值,是否涨停,是否跌停,市盈率TTM,市销率TTM,市现率TTM,市净率,MA_5,MA_10,MA_20,MA_30,MA_60,MA金叉死叉,MACD_DIF,MACD_DEA,MACD_MACD,MACD_金叉死叉,KDJ_K,KDJ_D,KDJ_J,KDJ_金叉死叉,布林线中轨,布林线上轨,布林线下轨,psy,psyma,rsi1,rsi2,rsi3,振幅,量比
sz300431,暴风集团,2016-12-14,电子信息,次新股,北京,50.490000,50.700000,49.200000,49.310000,108.484279,49.310000,-0.019877,8459344.000000,421628367.780000,0.044054,9468590668.030001,13646181895.969999,0.000000,0.000000,80.430747,,766.159105,17.230414,53.128000,56.001000,57.658500,57.751000,58.811500,20日、30日均线死叉；,-1.843100,-0.749907,-2.186385,,6.070552,11.742057,-5.272456,,58.134000,63.792297,52.475703,33.333333,47.222222,11.048558,22.443625,32.255609,0.029815,0.710525
sz300431,暴风集团,2016-12-13,电子信息,次新股,北京,51.000000,51.280000,49.180000,50.310000,110.684325,50.310000,-0.025378,12390955.000000,623381833.380000,0.064529,9660612381.030001,13922924582.969999,0.000000,0.000000,82.061872,,781.696706,17.579845,54.746000,57.242000,58.134000,58.045333,58.961333,,-1.383604,-0.476609,-1.813990,,8.588313,14.577809,-3.390679,,58.612000,63.078233,54.145767,41.666667,50.000000,12.467922,24.052229,33.518674,0.040682,1.040266
sz300431,暴风集团,2016-12-12,电子信息,次新股,北京,57.000000,57.570000,51.620000,51.620000,113.566386,51.620000,-0.099913,19361344.000000,1048235278.370000,0.100829,9912160825.059999,14285457502.940001,0.000000,1.000000,84.198645,,802.050963,18.037599,56.110000,58.328000,58.612000,58.353333,59.168333,10日、20日均线死叉；10日、30日均线死叉；,-0.878814,-0.249860,-1.257907,,8.536315,17.572557,-9.536167,,58.937000,62.147463,55.726537,50.000000,51.388889,14.501665,26.317291,35.251630,0.103749,1.515881
sz300431,暴风集团,2016-12-09,电子信息,次新股,北京,57.000000,58.200000,56.710000,57.350000,126.172651,57.350000,0.005259,10561076.000000,606951813.570000,0.054999,11012445240.549999,15871193099.450001,0.000000,0.000000,93.544988,,891.081417,20.039835,57.614000,59.246000,58.937000,58.606000,59.374500,,-0.355117,-0.092622,-0.524990,,12.804473,22.090677,-5.767935,,58.967000,62.132651,55.801349,50.000000,51.388889,35.768729,42.282826,45.005193,0.026117,0.957711
sz300431,暴风集团,2016-12-08,电子信息,次新股,北京,57.450000,57.880000,56.950000,57.050000,125.512637,57.050000,-0.006098,8756075.000000,501518525.600000,0.045599,10954838726.650000,15788170293.350000,0.000000,0.000000,93.055651,,886.420137,19.935006,58.044000,59.421000,58.967000,58.658333,59.487500,5日、30日均线死叉；,-0.264942,-0.026998,-0.475888,,14.493897,26.733779,-9.985869,,58.962000,62.162258,55.761742,50.000000,51.388889,31.377980,40.551983,44.230980,0.016202,0.723881
sz300431,暴风集团,2016-12-07,电子信息,次新股,北京,57.480000,57.680000,56.850000,57.400000,126.282653,57.400000,0.004726,8487214.000000,485859307.000000,0.044199,11022046326.200001,15885030233.799999,0.000000,0.000000,93.626544,,891.858297,20.057307,58.874000,59.540000,58.962000,58.760333,59.626333,5日、20日均线死叉；10日、60日均线死叉；,-0.115447,0.032488,-0.295870,,20.237085,32.853721,-4.996185,,58.921500,62.284195,55.558805,58.333333,52.777778,33.611807,41.895612,44.938305,0.014528,0.640831
sz300431,暴风集团,2016-12-06,电子信息,次新股,北京,59.020000,59.720000,57.060000,57.130000,125.688640,57.130000,-0.033987,16695973.000000,970528817.830000,0.086948,10970200463.690001,15810309708.309999,0.000000,0.000000,93.186141,,887.663145,19.962960,59.738000,59.875000,58.921500,58.843000,59.754667,20日、30日均线金叉；1日、20日均线死叉；1日、30日均线死叉；5日、10日均线死叉；5日、60日均线死叉；,0.041406,0.069472,-0.056132,死叉,26.220290,39.162039,0.336792,,58.945000,62.332009,55.557991,50.000000,52.777778,30.427795,40.501556,44.279557,0.044978,0.983200
sz300431,暴风集团,2016-12-05,电子信息,次新股,北京,58.200000,60.970000,58.000000,59.140000,130.110733,59.140000,-0.006050,10636740.000000,632441602.610000,0.055393,11356164106.820000,16366562509.180000,0.000000,0.000000,96.464701,,918.893723,20.665316,60.546000,59.982000,58.945000,58.985000,59.885833,10日、60日均线金叉；,0.268496,0.076488,0.384015,,38.786956,45.632913,25.095044,,58.845000,62.430384,55.259616,50.000000,54.166667,43.315611,48.430905,48.411630,0.049916,0.549941
sz300431,暴风集团,2016-12-02,电子信息,次新股,北京,61.250000,61.740000,59.500000,59.500000,130.902750,59.500000,-0.027778,15904053.000000,963278027.750000,0.082824,11425291923.500000,16466189876.500000,0.000000,0.000000,97.051906,,924.487259,20.791110,60.878000,59.811000,58.845000,59.030333,59.970333,1日、5日均线死叉；1日、10日均线死叉；1日、60日均线死叉；,0.349785,0.028486,0.642598,,47.919848,49.055891,45.647763,死叉,58.779000,62.443080,55.114920,50.000000,55.555556,46.238684,50.039308,49.199673,0.036601,0.714836
sz300431,暴风集团,2016-12-01,电子信息,次新股,北京,61.600000,62.180000,60.900000,61.200000,134.642829,61.200000,-0.008425,14496401.000000,889014902.620000,0.075494,11751728835.600000,16936652444.400000,0.000000,0.000000,99.824817,,950.901181,21.385142,60.798000,59.621000,58.779000,59.036667,60.062167,,0.411798,-0.051838,0.927273,,55.510725,49.623912,67.284350,,58.626000,62.232862,55.019138,50.000000,55.555556,62.957616,58.440574,53.112202,0.020739,0.633108
