股票代码,股票名称,交易日期,新浪行业,新浪概念,新浪地域,开盘价,最高价,最低价,收盘价,后复权价,前复权价,涨跌幅,成交量,成交额,换手率,流通市值,总市值,是否涨停,是否跌停,市盈率TTM,市销率TTM,市现率TTM,市净率,MA_5,MA_10,MA_20,MA_30,MA_60,MA金叉死叉,MACD_DIF,MACD_DEA,MACD_MACD,MACD_金叉死叉,KDJ_K,KDJ_D,KDJ_J,KDJ_金叉死叉,布林线中轨,布林线上轨,布林线下轨,psy,psyma,rsi1,rsi2,rsi3,振幅,量比
sz300425,环能科技,2016-12-14,机械行业,次新股；污水处理,四川,31.110000,31.290000,30.500000,31.010000,68.716776,31.010000,-0.003855,1045855.000000,32284467.590000,0.014690,2207758903.630000,5477025551.690000,0.000000,0.000000,-9112.547752,17.832067,60.469325,4.974574,30.910000,31.126000,32.354500,32.604667,33.284333,,-0.678712,-0.534015,-0.289393,,28.074117,20.643491,42.935368,,32.499500,35.246096,29.752904,50.000000,47.222222,42.607079,40.903693,43.431332,0.025377,0.659933
sz300425,环能科技,2016-12-13,机械行业,次新股；污水处理,四川,30.250000,31.430000,30.010000,31.130000,68.982690,31.130000,0.026715,1659927.000000,51248744.120000,0.023315,2216302311.190000,5498220103.970000,0.000000,0.000000,-9147.810755,17.901072,60.703324,4.993824,31.048000,31.305000,32.499500,32.651000,33.350833,1日、5日均线金叉；,-0.684801,-0.497841,-0.373919,,21.102772,16.928178,29.451959,金叉,32.629000,35.322077,29.935923,50.000000,45.833333,44.222681,41.701698,43.857532,0.046834,0.975920
sz300425,环能科技,2016-12-12,机械行业,次新股；污水处理,四川,31.270000,31.860000,30.100000,30.320000,67.187767,30.320000,-0.030070,2643761.000000,82085298.370000,0.037134,2158634310.160000,5355156876.080000,0.000000,0.000000,-8909.785483,17.435288,59.123829,4.863885,31.022000,31.452000,32.629000,32.713333,33.396000,1日、5日均线死叉；,-0.694829,-0.451101,-0.487456,,12.606539,14.840882,8.137852,,32.782000,35.271937,30.292063,50.000000,44.444444,29.100325,33.698123,40.052095,0.056302,1.664386
sz300425,环能科技,2016-12-09,机械行业,次新股；污水处理,四川,30.930000,31.480000,30.800000,31.260000,69.270765,31.260000,0.013947,1238080.000000,38588797.600000,0.017390,2225557669.380000,5521180868.940000,0.000000,0.000000,-9186.012342,17.975828,60.956823,5.014678,31.152000,31.766000,32.782000,32.786667,33.472167,1日、5日均线金叉；20日、30日均线死叉；,-0.615050,-0.390170,-0.449761,,15.674514,15.958053,15.107435,,32.899000,35.301984,30.496016,50.000000,41.666667,39.441724,39.461173,43.317490,0.022056,0.933946
sz300425,环能科技,2016-12-08,机械行业,次新股；污水处理,四川,31.760000,31.780000,30.800000,30.830000,68.317904,30.830000,-0.027445,1336326.000000,41860371.640000,0.018770,2194943792.290000,5445233723.270000,0.000000,0.000000,-9059.653247,17.728559,60.118326,4.945698,31.078000,32.029000,32.899000,32.818000,33.533667,1日、5日均线死叉；,-0.599985,-0.333949,-0.532072,,13.102214,16.099823,7.106997,,33.012500,35.230913,30.794087,41.666667,40.277778,29.952431,34.784355,41.216504,0.030915,0.838308
sz300425,环能科技,2016-12-07,机械行业,次新股；污水处理,四川,31.050000,31.850000,30.900000,31.700000,70.245785,31.700000,0.022581,1626324.000000,51011385.280000,0.022843,2256883497.100000,5598894227.300000,0.000000,0.000000,-9315.310021,18.228846,61.814821,5.085262,31.342000,32.288000,33.012500,32.898667,33.591167,1日、5日均线金叉；,-0.528249,-0.267440,-0.521617,,17.074525,17.598627,16.026320,,33.053500,35.223752,30.883248,41.666667,41.666667,40.707202,40.601670,44.408066,0.030645,0.909390
sz300425,环能科技,2016-12-06,机械行业,次新股；污水处理,四川,30.970000,31.120000,30.930000,31.000000,68.694616,31.000000,0.000969,1097662.000000,34046834.440000,0.015418,2207046953.000000,5475259339.000000,0.000000,0.000000,-9109.609168,17.826316,60.449825,4.972970,31.562000,32.534000,33.053500,32.940000,33.610167,,-0.517585,-0.202238,-0.630694,,10.568807,17.860678,-4.014935,,33.152000,35.126252,31.177748,41.666667,41.666667,21.906074,32.244188,40.878054,0.006135,0.596968
sz300425,环能科技,2016-12-05,机械行业,次新股；污水处理,四川,30.920000,31.200000,30.650000,30.970000,68.628138,30.970000,0.002590,1329827.000000,41179918.330000,0.018679,2204911101.110000,5469960700.930000,0.000000,0.000000,-9100.793418,17.809065,60.391325,4.968157,31.882000,32.869000,33.152000,33.020333,33.639167,10日、30日均线死叉；,-0.425173,-0.123402,-0.603543,,11.058690,21.506614,-9.837156,,33.249500,34.979354,31.519646,41.666667,43.055556,21.011559,31.867580,40.723462,0.017805,0.649772
sz300425,环能科技,2016-12-02,机械行业,次新股；污水处理,四川,32.250000,32.390000,30.880000,30.890000,68.450861,30.890000,-0.039191,2580234.000000,81160946.830000,0.038281,2082062576.310000,5455830999.410000,0.000000,0.000000,-9077.284749,17.763062,60.235325,4.955323,32.380000,33.211000,33.249500,33.098000,33.676667,10日、20日均线死叉；,-0.297983,-0.047959,-0.500048,,13.016607,26.730576,-14.411330,,33.326000,34.773719,31.878281,33.333333,45.833333,18.948466,30.929115,40.324696,0.046967,1.180572
sz300425,环能科技,2016-12-01,机械行业,次新股；污水处理,四川,32.790000,32.950000,32.000000,32.150000,71.242965,32.150000,-0.019817,2307793.000000,74820795.710000,0.034239,2166989699.850000,5678373798.350000,0.000000,0.000000,-9447.546283,18.487615,62.692318,5.157451,32.980000,33.472000,33.326000,33.176667,33.715500,5日、30日均线死叉；,-0.123162,0.014547,-0.275418,,19.407264,33.587560,-8.953328,,33.344000,34.762783,31.925217,41.666667,48.611111,28.832596,38.606579,44.881963,0.028963,1.026368
sz300425,环能科技,2016-11-30,机械行业,次新股；污水处理,四川,32.400000,33.500000,32.330000,32.800000,72.683336,32.800000,0.006135,1878131.000000,62016632.350000,0.027864,2210801311.200000,5793177623.200000,0.000000,0.000000,-9638.554217,18.861393,63.959815,5.261723,33.234000,33.583000,33.344000,33.232667,33.734667,5日、20日均线死叉；,-0.026526,0.048974,-0.151001,,26.714729,40.677708,-1.211227,,33.324000,34.807525,31.840475,50.000000,51.388889,37.167221,43.741024,47.537997,0.035890,0.794209
sz300425,环能科技,2016-11-29,机械行业,次新股；污水处理,四川,33.580000,33.580000,32.600000,32.600000,72.240145,32.600000,-0.025702,2137049.000000,70539861.320000,0.031706,2197320815.400000,5757853369.400000,0.000000,0.000000,-9579.782545,18.746384,63.569816,5.229639,33.506000,33.694000,33.324000,33.279333,33.764667,20日、30日均线金叉；1日、20日均线死叉；1日、30日均线死叉；5日、10日均线死叉；5日、60日均线死叉；10日、60日均线死叉；,0.031020,0.067849,-0.073659,死叉,31.679237,47.659197,-0.280683,,33.344000,34.811252,31.876748,41.666667,54.166667,32.137204,41.548439,46.606277,0.029289,0.785731
