股票代码,股票名称,交易日期,新浪行业,新浪概念,新浪地域,开盘价,最高价,最低价,收盘价,后复权价,前复权价,涨跌幅,成交量,成交额,换手率,流通市值,总市值,是否涨停,是否跌停,市盈率TTM,市销率TTM,市现率TTM,市净率,MA_5,MA_10,MA_20,MA_30,MA_60,MA金叉死叉,MACD_DIF,MACD_DEA,MACD_MACD,MACD_金叉死叉,KDJ_K,KDJ_D,KDJ_J,KDJ_金叉死叉,布林线中轨,布林线上轨,布林线下轨,psy,psyma,rsi1,rsi2,rsi3,振幅,量比
sz300428,四通新材,2016-12-14,,次新股,河北,24.300000,24.690000,23.810000,23.910000,73.302179,23.910000,-0.028444,2498557.000000,60462028.470000,0.040041,1491984000.000000,5795784000.000000,0.000000,0.000000,63.464341,,29.473762,9.617473,25.546000,27.255000,28.433000,30.008000,29.479542,,-1.510114,-0.959614,-1.100998,,13.751217,18.808060,3.637531,,28.866000,34.265476,23.466524,25.000000,20.833333,15.547949,25.231373,36.360335,0.035758,0.661664
sz300428,四通新材,2016-12-13,,次新股,河北,24.330000,24.990000,23.300000,24.610000,75.448206,24.610000,0.010678,3656154.000000,88220654.020000,0.058592,1535664000.000000,5965464000.000000,0.000000,0.000000,65.322352,,30.336649,9.899039,26.506000,27.672000,28.866000,30.345667,29.565876,,-1.317150,-0.821990,-0.990320,,16.187233,21.336482,5.888736,,29.274000,34.328452,24.219548,25.000000,20.833333,18.044945,27.204761,37.674402,0.069405,0.907561
sz300428,四通新材,2016-12-12,,次新股,河北,26.600000,26.830000,24.200000,24.350000,74.651110,24.350000,-0.093110,4844183.000000,123187902.090000,0.077631,1519440000.000000,5902440000.000000,0.000000,0.000000,64.632233,,30.016148,9.794457,27.380000,28.027000,29.274000,30.630333,29.647820,5日、10日均线死叉；,-1.122972,-0.698200,-0.849545,,14.746643,23.911106,-3.582283,,29.686000,34.239651,25.132349,16.666667,20.833333,13.757899,25.213248,36.862187,0.097952,1.075946
sz300428,四通新材,2016-12-09,,次新股,河北,27.900000,28.160000,26.850000,26.850000,82.315495,26.850000,-0.041414,4529098.000000,124080364.560000,0.072582,1675440000.000000,6508440000.000000,0.000000,0.000000,71.267986,,33.097888,10.800048,28.488000,28.437000,29.686000,30.856000,29.729708,20日、60日均线死叉；,-0.832323,-0.592006,-0.480634,,20.863683,28.493337,5.604374,,30.028500,34.485670,25.571330,16.666667,20.833333,23.685738,33.224893,41.892883,0.046769,0.903658
sz300428,四通新材,2016-12-08,,次新股,河北,28.700000,28.830000,28.000000,28.010000,85.871770,28.010000,-0.024382,3352874.000000,94843291.280000,0.053732,1747824000.000000,6789624000.000000,0.000000,0.000000,74.346976,,34.527816,11.266643,28.970000,28.607000,30.028500,31.054333,29.782485,1日、10日均线死叉；,-0.703789,-0.531927,-0.343724,,31.295524,32.308164,29.270244,死叉,30.246000,34.634620,25.857380,16.666667,19.444444,32.852261,38.417028,44.599399,0.028910,0.581734
sz300428,四通新材,2016-12-07,,次新股,河北,28.780000,29.090000,28.210000,28.710000,88.017798,28.710000,-0.009317,3760444.000000,107239827.160000,0.060264,1791504000.000000,6959304000.000000,0.000000,0.000000,76.204986,,35.390703,11.548208,28.964000,28.699000,30.246000,31.165000,29.835925,1日、5日均线死叉；,-0.647605,-0.488962,-0.317287,,41.024919,32.814485,57.445787,,30.411500,34.771172,26.051828,25.000000,19.444444,40.790758,42.052179,46.330382,0.030366,0.662070
sz300428,四通新材,2016-12-06,,次新股,河北,30.000000,30.170000,28.700000,28.980000,88.845551,28.980000,-0.030445,6024668.000000,176795275.880000,0.096549,1808352000.000000,7024752000.000000,0.000000,0.000000,76.921648,,35.723531,11.656812,28.838000,28.822000,30.411500,31.253667,29.876144,5日、10日均线金叉；,-0.637747,-0.449301,-0.376892,,41.333297,28.709268,66.581355,,30.615000,35.061578,26.168422,25.000000,18.055556,44.225810,43.507782,47.004736,0.049180,1.092085
sz300428,四通新材,2016-12-05,,次新股,河北,28.810000,30.000000,28.550000,29.890000,91.635388,29.890000,0.021531,7392705.000000,218094535.980000,0.118473,1865136000.000000,7245336000.000000,0.000000,0.000000,79.337062,,36.845284,12.022847,28.674000,29.045000,30.615000,31.348333,29.893087,,-0.643379,-0.402189,-0.482379,,36.285659,22.397253,64.062472,,30.763000,35.347470,26.178530,25.000000,18.055556,57.926614,48.717689,49.323575,0.049556,1.472556
sz300428,四通新材,2016-12-02,,次新股,河北,27.980000,29.770000,27.920000,29.260000,89.703963,29.260000,0.045747,8287252.000000,239388708.310000,0.132809,1825824000.000000,7092624000.000000,0.000000,0.000000,77.664852,,36.068686,11.769438,28.386000,29.114000,30.763000,31.452667,29.908584,1日、5日均线金叉；1日、10日均线金叉；,-0.733863,-0.341892,-0.783942,,20.093046,15.453050,29.373038,金叉,30.974000,35.789306,26.158694,16.666667,19.444444,48.770574,44.500083,47.608816,0.066119,1.951866
sz300428,四通新材,2016-12-01,,次新股,河北,28.020000,28.240000,27.720000,27.980000,85.779797,27.980000,-0.003561,2934053.000000,82122666.100000,0.047020,1745952000.000000,6782352000.000000,0.000000,0.000000,74.267347,,34.490835,11.254575,28.244000,29.278000,30.974000,31.533667,29.956300,,-0.774534,-0.243899,-1.061270,,9.660846,13.133052,2.716433,,31.384500,36.917108,25.851892,8.333333,22.222222,18.881958,34.461408,43.913593,0.018519,0.839282
