股票代码,股票名称,交易日期,新浪行业,新浪概念,新浪地域,开盘价,最高价,最低价,收盘价,后复权价,前复权价,涨跌幅,成交量,成交额,换手率,流通市值,总市值,是否涨停,是否跌停,市盈率TTM,市销率TTM,市现率TTM,市净率,MA_5,MA_10,MA_20,MA_30,MA_60,MA金叉死叉,MACD_DIF,MACD_DEA,MACD_MACD,MACD_金叉死叉,KDJ_K,KDJ_D,KDJ_J,KDJ_金叉死叉,布林线中轨,布林线上轨,布林线下轨,psy,psyma,rsi1,rsi2,rsi3,振幅,量比
sz300424,航新科技,2016-12-14,飞机制造,次新股,广东,50.300000,50.890000,49.380000,50.580000,50.889581,50.580000,0.003571,770260.000000,38690759.640000,0.011236,3467553881.400000,6730680600.000000,0.000000,0.000000,113.445463,,-232.986633,7.901273,52.498000,54.461000,56.971500,57.359333,57.211333,20日、60日均线死叉；,-1.740013,-0.841407,-1.797212,,8.512753,7.986465,9.565329,金叉,57.383500,63.503681,51.263319,41.666667,34.722222,15.506782,23.738193,33.246536,0.029960,1.129409
sz300424,航新科技,2016-12-13,飞机制造,次新股,广东,49.710000,50.640000,49.710000,50.400000,50.708480,50.400000,0.005587,558910.000000,28112351.500000,0.008153,3455213832.000000,6706728000.000000,0.000000,0.000000,113.041742,,-232.157499,7.873155,53.602000,55.182000,57.383500,57.552667,57.314667,20日、30日均线死叉；,-1.493913,-0.616756,-1.754315,,5.784264,7.723321,1.906149,,57.812000,63.105205,52.518795,33.333333,34.722222,12.969656,22.470895,32.638767,0.018555,0.857554
sz300424,航新科技,2016-12-12,飞机制造,次新股,广东,55.680000,55.680000,50.120000,50.120000,50.426766,50.120000,-0.100018,1187856.000000,62484835.540000,0.017327,3436018199.600000,6669468400.000000,0.000000,1.000000,112.413733,,-230.867735,7.829415,54.642000,55.860000,57.812000,57.782000,57.454500,,-1.139744,-0.397466,-1.484555,,4.583869,8.692850,-3.634094,,58.264000,62.347058,54.180942,25.000000,37.500000,9.444831,20.589204,31.711911,0.099838,1.652255
sz300424,航新科技,2016-12-09,飞机制造,次新股,广东,55.900000,56.280000,55.460000,55.690000,56.030858,55.690000,-0.000180,487884.000000,27252863.690000,0.007117,3817874172.700000,7410668300.000000,0.000000,0.000000,124.906640,,-256.524823,8.699524,55.902000,56.751000,58.264000,57.971333,57.593500,,-0.642608,-0.211897,-0.861422,,6.875803,10.747340,-0.867272,,58.427500,62.402141,54.452859,33.333333,40.277778,28.742839,36.936634,42.988160,0.014722,0.809492
sz300424,航新科技,2016-12-08,飞机制造,次新股,广东,56.300000,56.310000,55.700000,55.700000,56.040919,55.700000,-0.007130,405105.000000,22708898.590000,0.005909,3818559731.000000,7411999000.000000,0.000000,0.000000,124.929069,,-256.570886,8.701086,56.024000,57.158000,58.427500,58.003667,57.635000,,-0.565862,-0.104219,-0.923285,,7.717767,12.683109,-2.212915,,58.561500,62.371964,54.751036,33.333333,41.666667,28.830972,36.984961,43.014476,0.010873,0.607390
sz300424,航新科技,2016-12-07,飞机制造,次新股,广东,55.860000,56.200000,55.510000,56.100000,56.443367,56.100000,0.008993,618990.000000,34568426.570000,0.009029,3845982063.000000,7465227000.000000,0.000000,0.000000,125.826225,,-258.413406,8.763571,56.424000,57.648000,58.561500,58.033333,57.674667,10日、30日均线死叉；10日、60日均线死叉；,-0.460693,0.011192,-0.943769,,9.470221,15.165780,-1.920896,,58.615500,62.263850,54.967150,41.666667,43.055556,32.113243,38.848686,44.048126,0.012410,0.853006
sz300424,航新科技,2016-12-06,飞机制造,次新股,广东,56.780000,56.930000,55.550000,55.600000,55.940307,55.600000,-0.014534,894815.000000,50213917.740000,0.013052,3811704148.000000,7398692000.000000,0.000000,0.000000,124.704779,,-256.110256,8.685464,56.762000,58.097000,58.615500,58.084333,57.700667,,-0.360486,0.129163,-0.979297,,8.046668,18.013559,-11.887115,,58.730500,62.132016,55.328984,41.666667,43.055556,22.979466,35.101431,42.389742,0.024459,1.220125
sz300424,航新科技,2016-12-05,飞机制造,次新股,广东,56.300000,57.220000,56.050000,56.420000,56.765326,56.420000,0.002131,606725.000000,34440452.890000,0.008850,3867919928.600000,7507809400.000000,0.000000,0.000000,126.543951,,-259.887422,8.813559,57.078000,58.726000,58.730500,58.199667,57.735167,10日、20日均线死叉；,-0.176433,0.251575,-0.856015,,11.632939,22.997004,-11.095193,,58.754500,61.998136,55.510864,50.000000,44.444444,28.156874,38.663153,44.460880,0.020782,0.777226
sz300424,航新科技,2016-12-02,飞机制造,次新股,广东,57.970000,57.970000,56.300000,56.300000,56.644591,56.300000,-0.024263,809168.000000,46057909.520000,0.011803,3859693229.000000,7491841000.000000,0.000000,0.000000,126.274804,,-259.334666,8.794814,57.600000,59.063000,58.754500,58.281667,57.776500,5日、60日均线死叉；,-0.022438,0.358577,-0.762031,,14.203794,28.679037,-14.746693,,58.834500,61.903365,55.765635,41.666667,45.833333,26.127119,37.816730,44.077687,0.028943,1.019767
sz300424,航新科技,2016-12-01,飞机制造,次新股,广东,57.700000,58.140000,57.200000,57.700000,58.053160,57.700000,-0.001557,698588.000000,40235224.510000,0.010190,3955671391.000000,7678139000.000000,0.000000,0.000000,129.414852,,-265.783485,9.013512,58.292000,59.383000,58.834500,58.376667,57.821333,5日、20日均线死叉；5日、30日均线死叉；,0.186659,0.453831,-0.534344,,21.305691,35.916659,-7.916246,,58.808500,61.835728,55.781272,41.666667,48.611111,36.021409,44.363906,47.762072,0.016266,0.831661
