,code,name,c_name
329,000558,莱茵体育,振兴沈阳
330,000597,东北制药,振兴沈阳
331,000818,方大化工,振兴沈阳
332,000820,金城股份,振兴沈阳
333,000881,大连国际,振兴沈阳
334,002220,天宝股份,振兴沈阳
335,002231,奥维通信,振兴沈阳
336,600354,敦煌种业,生物育种
337,600371,万向德农,生物育种
338,000713,丰乐种业,生物育种
339,000860,顺鑫农业,生物育种
340,000998,隆平高科,生物育种
341,002041,登海种业,生物育种
342,002069,*ST獐岛,生物育种
343,002086,东方海洋,生物育种
344,002157,正邦科技,生物育种
345,002385,大北农,生物育种
346,002447,壹桥股份,生物育种
347,300087,荃银高科,生物育种
348,300094,国联水产,生物育种
349,300106,西部牧业,生物育种
350,300189,神农基因,生物育种
351,600058,五矿发展,稀土永磁
352,600110,诺德股份,稀土永磁
353,600111,北方稀土,稀土永磁
354,600193,创兴资源,稀土永磁
355,600206,有研新材,稀土永磁
356,600259,广晟有色,稀土永磁
357,600330,天通股份,稀土永磁
358,600362,江西铜业,稀土永磁
359,600366,宁波韵升,稀土永磁
360,600392,盛和资源,稀土永磁
361,600478,科力远,稀土永磁
362,600549,厦门钨业,稀土永磁
363,600614,鼎立股份,稀土永磁
364,600980,北矿科技,稀土永磁
365,601600,中国铝业,稀土永磁
366,000511,*ST烯碳,稀土永磁
367,000636,风华高科,稀土永磁
368,000752,西藏发展,稀土永磁
369,000758,中色股份,稀土永磁
370,000795,英洛华,稀土永磁
371,000831,*ST五稀,稀土永磁
372,000969,安泰科技,稀土永磁
373,000970,中科三环,稀土永磁
374,000993,闽东电力,稀土永磁
375,002056,横店东磁,稀土永磁
376,002057,中钢天源,稀土永磁
377,002352,鼎泰新材,稀土永磁
378,002600,江粉磁材,稀土永磁
379,300127,银河磁体,稀土永磁
380,300224,正海磁材,稀土永磁
381,600187,国中水务,空气治理
382,600292,远达环保,空气治理
383,600388,龙净环保,空气治理
384,600405,动力源,空气治理
385,600459,贵研铂业,空气治理
386,600499,科达洁能,空气治理
387,600526,菲达环保,空气治理
388,600630,龙头股份,空气治理
389,601908,京运通,空气治理
390,000551,创元科技,空气治理
391,000581,威孚高科,空气治理
392,000586,汇源通信,空气治理
393,000652,泰达股份,空气治理
394,000915,山大华特,空气治理
395,000925,众合科技,空气治理
396,002076,雪 莱 特,空气治理
397,002126,银轮股份,空气治理
398,002145,中核钛白,空气治理
399,002203,海亮股份,空气治理
400,002341,新纶科技,空气治理
401,002499,科林环保,空气治理
402,002549,凯美特气,空气治理
403,002573,清新环境,空气治理
404,002658,雪迪龙,空气治理
405,300007,汉威电子,空气治理
406,300012,华测检测,空气治理
407,300056,三维丝,空气治理
408,300072,三聚环保,空气治理
409,300090,盛运环保,空气治理
410,300105,龙源技术,空气治理
411,300137,先河环保,空气治理
412,300152,科融环境,空气治理
413,300156,神雾环保,空气治理
414,300165,天瑞仪器,空气治理
415,300172,中电环保,空气治理
416,300187,永清环保,空气治理
417,300203,聚光科技,空气治理
418,300385,雪浪环境,空气治理
419,600135,乐凯胶片,京津冀
420,600149,廊坊发展,京津冀
421,600155,宝硕股份,京津冀
422,600158,中体产业,京津冀
423,600159,大龙地产,京津冀
424,600225,天津松江,京津冀
425,600230,*ST沧大,京津冀
426,600240,华业资本,京津冀
427,600246,万通地产,京津冀
428,600266,北京城建,京津冀
429,600322,天房发展,京津冀
430,600340,华夏幸福,京津冀
431,600376,首开股份,京津冀
432,600463,空港股份,京津冀
433,600480,凌云股份,京津冀
434,600482,中国动力,京津冀
435,600657,信达地产,京津冀
436,600717,天津港,京津冀
437,600722,金牛化工,京津冀
438,600743,华远地产,京津冀
439,600751,天海投资,京津冀
440,600787,中储股份,京津冀
441,601000,唐山港,京津冀
442,601633,长城汽车,京津冀
443,601992,金隅股份,京津冀
444,000401,冀东水泥,京津冀
445,000537,广宇发展,京津冀
446,000638,万方发展,京津冀
447,000687,华讯方舟,京津冀
448,000797,中国武夷,京津冀
449,000848,承德露露,京津冀
450,000856,*ST冀装,京津冀
451,000897,津滨发展,京津冀
452,000923,河北宣工,京津冀
453,000965,天保基建,京津冀
454,002108,沧州明珠,京津冀
455,002146,荣盛发展,京津冀
456,002282,博深工具,京津冀
457,002342,巨力索具,京津冀
458,002442,龙星化工,京津冀
459,002691,冀凯股份,京津冀
460,300034,钢研高纳,京津冀
461,300107,建新股份,京津冀
462,300137,先河环保,京津冀
463,300371,汇中股份,京津冀
464,600243,青海华鼎,机器人概念
465,600560,金自天正,机器人概念
466,600592,龙溪股份,机器人概念
467,600701,*ST工新,机器人概念
468,600775,南京熊猫,机器人概念
469,600806,*ST昆机,机器人概念
470,600835,上海机电,机器人概念
471,600862,中航高科,机器人概念
472,000410,沈阳机床,机器人概念
473,000837,秦川机床,机器人概念
474,000913,*ST钱江,机器人概念
475,000938,紫光股份,机器人概念
476,002009,天奇股份,机器人概念
477,002031,巨轮智能,机器人概念
478,002073,软控股份,机器人概念
479,002147,新光圆成,机器人概念
480,002158,汉钟精机,机器人概念
481,002248,华东数控,机器人概念
482,002270,华明装备,机器人概念
483,002334,英威腾,机器人概念
484,002380,科远股份,机器人概念
485,002436,兴森科技,机器人概念
486,002520,日发精机,机器人概念
487,002527,新时达,机器人概念
488,002559,亚威股份,机器人概念
489,002595,豪迈科技,机器人概念
490,002698,博实股份,机器人概念
491,300023,宝德股份,机器人概念
492,300024,机器人,机器人概念
493,300076,GQY视讯,机器人概念
494,300097,智云股份,机器人概念
495,300111,向日葵,机器人概念
496,300112,万讯自控,机器人概念
497,300124,汇川技术,机器人概念
498,300154,瑞凌股份,机器人概念
499,300161,华中数控,机器人概念
500,300193,佳士科技,机器人概念
501,300195,长荣股份,机器人概念
502,300201,海伦哲,机器人概念
503,300220,金运激光,机器人概念
504,300222,科大智能,机器人概念
505,300276,三丰智能,机器人概念
506,300293,蓝英装备,机器人概念
507,300307,慈星股份,机器人概念
508,300327,中颖电子,机器人概念
509,600100,同方股份,建筑节能
510,600309,万华化学,建筑节能
511,600586,金晶科技,建筑节能
512,600590,泰豪科技,建筑节能
513,600819,耀皮玻璃,建筑节能
514,000012,南 玻Ａ,建筑节能
515,000055,方大集团,建筑节能
516,000619,海螺型材,建筑节能
517,000786,北新建材,建筑节能
518,002082,栋梁新材,建筑节能
519,002088,鲁阳节能,建筑节能
520,002163,中航三鑫,建筑节能
521,002165,红 宝 丽,建筑节能
522,002169,智光电气,建筑节能
523,002178,延华智能,建筑节能
524,002372,伟星新材,建筑节能
525,002421,达实智能,建筑节能
526,002652,扬子新材,建筑节能
527,300117,嘉寓股份,建筑节能
528,300163,先锋新材,建筑节能
529,300169,天晟新材,建筑节能
530,300300,汉鼎宇佑,建筑节能
531,300343,联创互联,建筑节能
532,600161,天坛生物,抗流感
533,600195,中牧股份,抗流感
534,600201,生物股份,抗流感
535,600216,浙江医药,抗流感
536,600222,太龙药业,抗流感
537,600226,升华拜克,抗流感
538,600267,海正药业,抗流感
539,600332,白云山,抗流感
540,600513,联环药业,抗流感
541,600557,康缘药业,抗流感
542,600673,东阳光科,抗流感
543,600789,鲁抗医药,抗流感
544,601607,上海医药,抗流感
545,000702,正虹科技,抗流感
546,000739,普洛药业,抗流感
547,000999,华润三九,抗流感
548,002007,华兰生物,抗流感
549,002022,科华生物,抗流感
550,002030,达安基因,抗流感
551,002107,沃华医药,抗流感
552,002166,莱茵生物,抗流感
553,002603,以岭药业,抗流感
554,300039,上海凯宝,抗流感
555,300147,香雪制药,抗流感
556,600198,大唐电信,宽带提速
557,600345,长江通信,宽带提速
558,600487,亨通光电,宽带提速
559,600498,烽火通信,宽带提速
560,600522,中天科技,宽带提速
561,000063,中兴通讯,宽带提速
562,000070,特发信息,宽带提速
563,000890,法 尔 胜,宽带提速
564,002089,新 海 宜,宽带提速
565,002194,武汉凡谷,宽带提速
566,002231,奥维通信,宽带提速
567,002281,光迅科技,宽带提速
568,002313,日海通讯,宽带提速
569,002396,星网锐捷,宽带提速
570,002417,三元达,宽带提速
571,002491,通鼎互联,宽带提速
572,300079,数码视讯,宽带提速
573,300250,初灵信息,宽带提速
574,601567,三星医疗,智能家居
575,000521,美菱电器,智能家居
576,002084,海鸥卫浴,智能家居
577,002121,科陆电子,智能家居
578,002139,拓邦股份,智能家居
579,002402,和而泰,智能家居
580,002468,艾迪西,智能家居
581,300028,金亚科技,智能家居
582,300131,英唐智控,智能家居
583,300155,安居宝,智能家居
584,300183,东软载波,智能家居
585,300247,乐金健康,智能家居
586,300279,和晶科技,智能家居
587,300310,宜通世纪,智能家居
588,300312,邦讯技术,智能家居
589,300342,天银机电,智能家居
590,600000,浦发银行,融资融券
591,600005,武钢股份,融资融券
592,600009,上海机场,融资融券
593,600010,包钢股份,融资融券
594,600011,华能国际,融资融券
595,600015,华夏银行,融资融券
596,600016,民生银行,融资融券
597,600019,宝钢股份,融资融券
598,600022,山东钢铁,融资融券
599,600027,华电国际,融资融券
600,600028,中国石化,融资融券
601,600029,南方航空,融资融券
602,600030,中信证券,融资融券
603,600031,三一重工,融资融券
604,600036,招商银行,融资融券
605,600038,中直股份,融资融券
606,600039,四川路桥,融资融券
607,600048,保利地产,融资融券
608,600050,中国联通,融资融券
609,600058,五矿发展,融资融券
610,600059,古越龙山,融资融券
611,600060,海信电器,融资融券
612,600062,华润双鹤,融资融券
613,600063,皖维高新,融资融券
614,600066,宇通客车,融资融券
615,600067,冠城大通,融资融券
616,600068,葛洲坝,融资融券
617,600074,保千里,融资融券
618,600077,宋都股份,融资融券
619,600078,澄星股份,融资融券
620,600079,人福医药,融资融券
621,600085,同仁堂,融资融券
622,600086,东方金钰,融资融券
623,600089,特变电工,融资融券
624,600094,大名城,融资融券
625,600096,云天化,融资融券
626,600100,同方股份,融资融券
627,600104,上汽集团,融资融券
628,600107,美尔雅,融资融券
629,600108,亚盛集团,融资融券
630,600109,国金证券,融资融券
631,600111,北方稀土,融资融券
632,600113,浙江东日,融资融券
633,600115,东方航空,融资融券
634,600116,三峡水利,融资融券
635,600118,中国卫星,融资融券
636,600120,浙江东方,融资融券
637,600123,兰花科创,融资融券
638,600125,铁龙物流,融资融券
639,600132,重庆啤酒,融资融券
640,600139,西部资源,融资融券
641,600141,兴发集团,融资融券
642,600143,金发科技,融资融券
643,600145,*ST新亿,融资融券
644,600146,商赢环球,融资融券
645,600149,廊坊发展,融资融券
646,600150,中国船舶,融资融券
647,600153,建发股份,融资融券
648,600157,永泰能源,融资融券
649,600158,中体产业,融资融券
650,600160,巨化股份,融资融券
651,600163,中闽能源,融资融券
652,600166,福田汽车,融资融券
653,600169,太原重工,融资融券
654,600170,上海建工,融资融券
655,600177,雅戈尔,融资融券
656,600179,安通控股,融资融券
657,600185,格力地产,融资融券
658,600186,莲花健康,融资融券
659,600188,兖州煤业,融资融券
660,600193,创兴资源,融资融券
661,600196,复星医药,融资融券
662,600197,伊力特,融资融券
663,600199,金种子酒,融资融券
664,600208,新湖中宝,融资融券
665,600209,罗顿发展,融资融券
666,600216,浙江医药,融资融券
667,600218,全柴动力,融资融券
668,600219,南山铝业,融资融券
669,600221,海南航空,融资融券
670,600223,鲁商置业,融资融券
671,600225,天津松江,融资融券
672,600229,城市传媒,融资融券
673,600230,*ST沧大,融资融券
674,600239,云南城投,融资融券
675,600240,华业资本,融资融券
676,600252,中恒集团,融资融券
677,600256,广汇能源,融资融券
678,600257,大湖股份,融资融券
679,600259,广晟有色,融资融券
680,600260,凯乐科技,融资融券
681,600266,北京城建,融资融券
682,600267,海正药业,融资融券
683,600271,航天信息,融资融券
684,600276,恒瑞医药,融资融券
685,600277,亿利洁能,融资融券
686,600288,大恒科技,融资融券
687,600293,三峡新材,融资融券
688,600298,安琪酵母,融资融券
689,600300,维维股份,融资融券
690,600301,*ST南化,融资融券
691,600309,万华化学,融资融券
692,600311,荣华实业,融资融券
693,600312,平高电气,融资融券
694,600315,上海家化,融资融券
695,600316,洪都航空,融资融券
696,600321,国栋建设,融资融券
697,600325,华发股份,融资融券
698,600332,白云山,融资融券
699,600333,长春燃气,融资融券
700,600340,华夏幸福,融资融券
701,600348,阳泉煤业,融资融券
702,600354,敦煌种业,融资融券
703,600362,江西铜业,融资融券
704,600366,宁波韵升,融资融券
705,600369,西南证券,融资融券
706,600372,中航电子,融资融券
707,600376,首开股份,融资融券
708,600383,金地集团,融资融券
709,600395,盘江股份,融资融券
710,600406,国电南瑞,融资融券
711,600408,安泰集团,融资融券
712,600415,小商品城,融资融券
713,600418,江淮汽车,融资融券
714,600425,青松建化,融资融券
715,600426,华鲁恒升,融资融券
716,600433,冠豪高新,融资融券
717,600435,北方导航,融资融券
718,600436,片仔癀,融资融券
719,600449,宁夏建材,融资融券
720,600456,宝钛股份,融资融券
721,600458,时代新材,融资融券
722,600467,好当家,融资融券
723,600470,六国化工,融资融券
724,600478,科力远,融资融券
725,600483,福能股份,融资融券
726,600489,中金黄金,融资融券
727,600490,鹏欣资源,融资融券
728,600491,龙元建设,融资融券
729,600495,晋西车轴,融资融券
730,600497,驰宏锌锗,融资融券
731,600498,烽火通信,融资融券
732,600502,安徽水利,融资融券
733,600503,华丽家族,融资融券
734,600515,海航基础,融资融券
735,600516,方大炭素,融资融券
736,600518,康美药业,融资融券
737,600519,贵州茅台,融资融券
738,600528,中铁二局,融资融券
739,600535,天士力,融资融券
740,600543,莫高股份,融资融券
741,600545,新疆城建,融资融券
742,600546,*ST山煤,融资融券
743,600547,山东黄金,融资融券
744,600549,厦门钨业,融资融券
745,600557,康缘药业,融资融券
746,600559,老白干酒,融资融券
747,600568,中珠医疗,融资融券
748,600582,天地科技,融资融券
749,600583,海油工程,融资融券
750,600585,海螺水泥,融资融券
751,600588,用友网络,融资融券
752,600598,北大荒,融资融券
753,600600,青岛啤酒,融资融券
754,600606,绿地控股,融资融券
755,600609,金杯汽车,融资融券
756,600614,鼎立股份,融资融券
757,600616,金枫酒业,融资融券
758,600636,三爱富,融资融券
759,600637,东方明珠,融资融券
760,600642,申能股份,融资融券
761,600644,乐山电力,融资融券
762,600645,中源协和,融资融券
763,600649,城投控股,融资融券
764,600655,豫园商城,融资融券
765,600660,福耀玻璃,融资融券
766,600664,哈药股份,融资融券
767,600667,太极实业,融资融券
768,600668,尖峰集团,融资融券
769,600674,川投能源,融资融券
770,600675,*ST中企,融资融券
771,600690,青岛海尔,融资融券
772,600692,亚通股份,融资融券
773,600694,大商股份,融资融券
774,600696,匹凸匹,融资融券
775,600702,沱牌舍得,融资融券
776,600703,三安光电,融资融券
777,600711,盛屯矿业,融资融券
778,600720,祁连山,融资融券
779,600739,辽宁成大,融资融券
780,600740,山西焦化,融资融券
781,600741,华域汽车,融资融券
782,600742,一汽富维,融资融券
783,600743,华远地产,融资融券
784,600744,华银电力,融资融券
785,600747,大连控股,融资融券
786,600748,上实发展,融资融券
787,600750,江中药业,融资融券
788,600759,洲际油气,融资融券
789,600770,综艺股份,融资融券
790,600779,水井坊,融资融券
791,600787,中储股份,融资融券
792,600795,国电电力,融资融券
793,600800,天津磁卡,融资融券
794,600801,华新水泥,融资融券
795,600804,鹏博士,融资融券
796,600805,悦达投资,融资融券
797,600807,天业股份,融资融券
798,600809,山西汾酒,融资融券
799,600815,厦工股份,融资融券
800,600816,安信信托,融资融券
801,600820,隧道股份,融资融券
802,600823,世茂股份,融资融券
803,600825,新华传媒,融资融券
804,600827,百联股份,融资融券
805,600837,海通证券,融资融券
806,600839,四川长虹,融资融券
807,600844,丹化科技,融资融券
808,600868,梅雁吉祥,融资融券
809,600875,东方电气,融资融券
810,600880,博瑞传播,融资融券
811,600881,亚泰集团,融资融券
812,600886,国投电力,融资融券
813,600887,伊利股份,融资融券
814,600893,中航动力,融资融券
815,600900,长江电力,融资融券
816,600970,中材国际,融资融券
817,600971,恒源煤电,融资融券
818,600987,航民股份,融资融券
819,600999,招商证券,融资融券
820,601001,大同煤业,融资融券
821,601002,晋亿实业,融资融券
822,601005,重庆钢铁,融资融券
823,601006,大秦铁路,融资融券
824,601009,南京银行,融资融券
825,601038,一拖股份,融资融券
826,601088,中国神华,融资融券
827,601099,太平洋,融资融券
828,601101,昊华能源,融资融券
829,601111,中国国航,融资融券
830,601117,中国化学,融资融券
831,601118,海南橡胶,融资融券
832,601139,深圳燃气,融资融券
833,601166,兴业银行,融资融券
834,601168,西部矿业,融资融券
835,601169,北京银行,融资融券
836,601186,中国铁建,融资融券
837,601288,农业银行,融资融券
838,601311,骆驼股份,融资融券
839,601318,中国平安,融资融券
840,601328,交通银行,融资融券
841,601333,广深铁路,融资融券
842,601336,新华保险,融资融券
843,601377,兴业证券,融资融券
844,601388,怡球资源,融资融券
845,601390,中国中铁,融资融券
846,601398,工商银行,融资融券
847,601555,东吴证券,融资融券
848,601600,中国铝业,融资融券
849,601601,中国太保,融资融券
850,601607,上海医药,融资融券
851,601608,中信重工,融资融券
852,601618,中国中冶,融资融券
853,601628,中国人寿,融资融券
854,601633,长城汽车,融资融券
855,601666,平煤股份,融资融券
856,601668,中国建筑,融资融券
857,601669,中国电建,融资融券
