,code,name,area
995,300121,阳谷华泰,山东
996,000423,东阿阿胶,山东
997,000409,山东地矿,山东
998,002458,益生股份,山东
999,002374,丽鹏股份,山东
1000,600532,宏达矿业,山东
1001,000506,中润资源,山东
1002,000957,中通客车,山东
1003,002270,华明装备,山东
1004,600760,*ST黑豹,山东
1005,002286,保龄宝,山东
1006,600784,鲁银投资,山东
1007,002193,山东如意,山东
1008,300233,金城医药,山东
1009,600766,园城黄金,山东
1010,600789,鲁抗医药,山东
1011,600735,新华锦,山东
1012,002746,仙坛股份,山东
1013,000720,新能泰山,山东
1014,002481,双塔食品,山东
1015,603021,山东华鹏,山东
1016,600188,兖州煤业,山东
1017,002588,史丹利,山东
1018,300243,瑞丰高材,山东
1019,002254,泰和新材,山东
1020,600022,山东钢铁,山东
1021,002117,东港股份,山东
1022,300237,美晨科技,山东
1023,002078,太阳纸业,山东
1024,002545,东方铁塔,山东
1025,000677,恒天海龙,山东
1026,002382,蓝帆医疗,山东
1027,600756,浪潮软件,山东
1028,601678,滨化股份,山东
1029,300208,恒顺众昇,山东
1030,002726,龙大肉食,山东
1031,300099,尤洛卡,山东
1032,002643,万润股份,山东
1033,600017,日照港,山东
1034,601163,三角轮胎,山东
1035,300224,正海磁材,山东
1036,603167,渤海轮渡,山东
1037,600966,博汇纸业,山东
1038,000407,胜利股份,山东
1039,000983,西山煤电,山西
1040,000755,山西三维,山西
1041,300486,东杰智能,山西
1042,600617,国新能源,山西
1043,002640,跨境通,山西
1044,000795,英洛华,山西
1045,601006,大秦铁路,山西
1046,600809,山西汾酒,山西
1047,600348,阳泉煤业,山西
1048,000831,*ST五稀,山西
1049,000403,ST生化,山西
1050,601001,大同煤业,山西
1051,600169,太原重工,山西
1052,300254,仟源医药,山西
1053,601699,潞安环能,山西
1054,600408,安泰集团,山西
1055,000673,当代东方,山西
1056,600392,盛和资源,山西
1057,600691,阳煤化工,山西
1058,000723,美锦能源,山西
1059,000968,*ST煤气,山西
1060,600546,*ST山煤,山西
1061,002500,山西证券,山西
1062,002753,永东股份,山西
1063,600123,兰花科创,山西
1064,600234,*ST山水,山西
1065,600539,ST狮头,山西
1066,000825,太钢不锈,山西
1067,300158,振东制药,山西
1068,600157,永泰能源,山西
1069,000767,漳泽电力,山西
1070,000737,南风化工,山西
1071,600495,晋西车轴,山西
1072,002360,同德化工,山西
1073,600740,山西焦化,山西
1074,600351,亚宝药业,山西
1075,600281,太化股份,山西
1076,600780,通宝能源,山西
1077,000100,TCL 集团,广东
1078,002670,国盛金控,广东
1079,002441,众业达,广东
1080,300328,宜安科技,广东
1081,300530,达志科技,广东
1082,002387,黑牛食品,广东
1083,600728,佳都科技,广东
1084,000576,广东甘化,广东
1085,002260,德奥通航,广东
1086,000861,海印股份,广东
1087,002449,国星光电,广东
1088,000601,韶能股份,广东
1089,600029,南方航空,广东
1090,000573,粤宏远Ａ,广东
1091,000539,粤电力Ａ,广东
1092,000531,穗恒运Ａ,广东
1093,601515,东风股份,广东
1094,002295,精艺股份,广东
1095,000636,风华高科,广东
1096,600332,白云山,广东
1097,000685,中山公用,广东
1098,000529,广弘控股,广东
1099,002345,潮宏基,广东
1100,600428,中远航运,广东
1101,300498,温氏股份,广东
1102,300057,万顺股份,广东
1103,002152,广电运通,广东
1104,000651,格力电器,广东
1105,002575,群兴玩具,广东
1106,600004,白云机场,广东
1107,002806,华锋股份,广东
1108,300155,安居宝,广东
1109,002177,御银股份,广东
1110,300404,博济医药,广东
1111,002705,新宝股份,广东
1112,002684,猛狮科技,广东
1113,002030,达安基因,广东
1114,300464,星徽精密,广东
1115,300417,南华仪器,广东
1116,002167,东方锆业,广东
1117,002465,海格通信,广东
1118,002791,坚朗五金,广东
1119,601238,广汽集团,广东
1120,300458,全志科技,广东
1121,002198,嘉应制药,广东
1122,300083,劲胜精密,广东
1123,002027,分众传媒,广东
1124,002809,红墙股份,广东
1125,002311,海大集团,广东
1126,603898,好莱客,广东
1127,300149,量子高科,广东
1128,600083,博信股份,广东
1129,002180,艾派克,广东
1130,000987,越秀金控,广东
1131,000659,珠海中富,广东
1132,000333,美的集团,广东
1133,000973,佛塑科技,广东
1134,600393,粤泰股份,广东
1135,300376,易事特,广东
1136,300089,文化长城,广东
1137,002683,宏大爆破,广东
1138,300053,欧比特,广东
1139,002668,奥马电器,广东
1140,300176,鸿特精密,广东
1141,603861,白云电器,广东
1142,600098,广州发展,广东
1143,600323,瀚蓝环境,广东
1144,002759,天际股份,广东
1145,002031,巨轮智能,广东
1146,603328,依顿电子,广东
1147,002308,威创股份,广东
1148,300004,南风股份,广东
1149,300043,星辉娱乐,广东
1150,000429,粤高速Ａ,广东
1151,002678,珠江钢琴,广东
1152,300415,伊之密,广东
1153,002292,奥飞娱乐,广东
1154,002666,德联集团,广东
1155,300063,天龙集团,广东
1156,002511,中顺洁柔,广东
1157,002676,顺威股份,广东
1158,002502,骅威文化,广东
1159,600868,梅雁吉祥,广东
1160,000782,美达股份,广东
1161,000513,丽珠集团,广东
1162,300273,和佳股份,广东
1163,002169,智光电气,广东
1164,300281,金明精机,广东
1165,000541,佛山照明,广东
1166,600183,生益科技,广东
1167,300409,道氏技术,广东
1168,002611,东方精工,广东
1169,002045,国光电器,广东
1170,300499,高澜股份,广东
1171,300311,任子行,广东
1172,603336,宏辉果蔬,广东
1173,300476,胜宏科技,广东
1174,002240,威华股份,广东
1175,603608,天创时尚,广东
1176,300050,世纪鼎利,广东
1177,000534,万泽股份,广东
1178,000637,茂化实华,广东
1179,000507,珠海港,广东
1180,002291,星期六,广东
1181,000150,宜华健康,广东
1182,600684,珠江实业,广东
1183,600589,广东榕泰,广东
1184,002433,太安堂,广东
1185,000776,广发证券,广东
1186,300340,科恒股份,广东
1187,000524,岭南控股,广东
1188,002249,大洋电机,广东
1189,000921,海信科龙,广东
1190,002063,远光软件,广东
1191,603002,宏昌电子,广东
1192,300359,全通教育,广东
1193,002461,珠江啤酒,广东
1194,603309,维力医疗,广东
1195,300219,鸿利智汇,广东
1196,300173,智慧松德,广东
1197,002723,金莱特,广东
1198,002054,德美化工,广东
1199,002076,雪 莱 特,广东
1200,300561,汇金科技,广东
1201,002288,超华科技,广东
1202,300030,阳普医疗,广东
1203,002319,乐通股份,广东
1204,300335,迪森股份,广东
1205,600143,金发科技,广东
1206,000690,宝新能源,广东
1207,000828,东莞控股,广东
1208,300147,香雪制药,广东
1209,600242,中昌数据,广东
1210,600499,科达洁能,广东
1211,002757,南兴装备,广东
1212,002017,东信和平,广东
1213,002503,搜于特,广东
1214,002544,杰赛科技,广东
1215,002209,达 意 隆,广东
1216,002762,金发拉比,广东
1217,002187,广百股份,广东
1218,002616,长青集团,广东
1219,002016,世荣兆业,广东
1220,300529,健帆生物,广东
1221,300310,宜通世纪,广东
1222,002181,粤 传 媒,广东
1223,600673,东阳光科,广东
1224,300297,蓝盾股份,广东
1225,000976,春晖股份,广东
1226,002663,普邦股份,广东
1227,002192,融捷股份,广东
1228,000823,超声电子,广东
1229,002638,勤上光电,广东
1230,002212,南洋股份,广东
1231,002600,江粉磁材,广东
1232,300410,正业科技,广东
1233,002741,光华科技,广东
1234,600866,*ST星湖,广东
1235,300381,溢多利,广东
1236,600382,广东明珠,广东
1237,300146,汤臣倍健,广东
1238,300562,乐心医疗,广东
1239,300094,国联水产,广东
1240,002233,塔牌集团,广东
1241,300322,硕贝德,广东
1242,002776,柏堡龙,广东
1243,002728,特一药业,广东
1244,600978,宜华生活,广东
1245,002584,西陇科学,广东
1246,601900,南方传媒,广东
1247,600185,格力地产,广东
1248,002656,摩登大道,广东
1249,002431,棕榈股份,广东
1250,600433,冠豪高新,广东
1251,300246,宝莱特,广东
1252,002317,众生药业,广东
1253,300521,爱司凯,广东
1254,000532,力合股份,广东
1255,300448,浩云科技,广东
1256,002745,木林森,广东
1257,002035,华帝股份,广东
1258,000523,广州浪奇,广东
1259,002425,凯撒文化,广东
1260,300177,中海达,广东
1261,002348,高乐股份,广东
1262,300238,冠昊生物,广东
1263,603838,四通股份,广东
1264,002400,省广股份,广东
1265,000533,万 家 乐,广东
1266,600325,华发股份,广东
1267,002492,恒基达鑫,广东
1268,603288,海天味业,广东
1269,300482,万孚生物,广东
1270,002732,燕塘乳业,广东
1271,002672,东江环保,广东
1272,000893,东凌国际,广东
1273,600685,中船防务,广东
1274,002572,索菲亚,广东
1275,000502,绿景控股,广东
1276,002711,欧浦智网,广东
1277,002715,登云股份,广东
1278,603268,松发股份,广东
1279,300460,惠伦晶体,广东
1280,002543,万和电气,广东
1281,603936,博敏电子,广东
1282,002512,达华智能,广东
1283,002495,佳隆股份,广东
1284,002792,通宇通讯,广东
1285,300221,银禧科技,广东
1286,300503,昊志机电,广东
1287,603398,邦宝益智,广东
1288,600872,中炬高新,广东
1289,300093,金刚玻璃,广东
1290,300526,中潜股份,广东
1291,300242,明家联合,广东
1292,002141,蓉胜超微,广东
1293,600894,广日股份,广东
1294,000712,锦龙股份,广东
1295,600518,康美药业,广东
1296,603322,超讯通信,广东
1297,300403,地尔汉宇,广东
1298,600048,保利地产,广东
1299,002579,中京电子,广东
1300,300408,三环集团,广东
1301,002717,岭南园林,广东
1302,300438,鹏辉能源,广东
1303,002084,海鸥卫浴,广东
1304,300424,航新科技,广东
1305,002709,天赐材料,广东
1306,002060,粤 水 电,广东
1307,300014,亿纬锂能,广东
1308,300143,星河生物,广东
1309,002101,广东鸿图,广东
1310,002005,德豪润达,广东
1311,002420,毅昌股份,广东
1312,300098,高新兴,广东
1313,002446,盛路通信,广东
1314,000717,*ST韶钢,广东
1315,000662,天夏智慧,广西
1316,000833,贵糖股份,广西
1317,300422,博世科,广西
1318,002175,东方网络,广西
1319,600236,桂冠电力,广西
1320,603166,福达股份,广西
1321,000806,银河生物,广西
1322,600310,桂东电力,广西
1323,601003,柳钢股份,广西
1324,600301,*ST南化,广西
1325,002696,百洋股份,广西
1326,002275,桂林三金,广西
1327,000716,黑芝麻,广西
1328,600936,广西广电,广西
1329,000582,北部湾港,广西
1330,600423,柳化股份,广西
1331,000528,柳 工,广西
1332,600249,两面针,广西
1333,000953,河池化工,广西
1334,600252,中恒集团,广西
1335,002166,莱茵生物,广西
1336,601368,绿城水务,广西
1337,600556,ST慧球,广西
1338,600368,五洲交通,广西
1339,000750,国海证券,广西
1340,002329,皇氏集团,广西
1341,603869,北部湾旅,广西
1342,000978,桂林旅游,广西
1343,601996,丰林集团,广西
1344,002592,八菱科技,广西
1345,000608,阳光股份,广西
1346,000911,南宁糖业,广西
1347,600712,南宁百货,广西
1348,000703,恒逸石化,广西
1349,600538,国发股份,广西
1350,603368,柳州医药,广西
1351,600581,*ST八钢,新疆
1352,300159,新研股份,新疆
1353,002207,准油股份,新疆
1354,600425,青松建化,新疆
1355,002092,中泰化学,新疆
1356,600145,*ST新亿,新疆
1357,600339,*ST天利,新疆
1358,002719,麦趣尔,新疆
1359,300106,西部牧业,新疆
1360,600084,中葡股份,新疆
1361,002828,贝肯能源,新疆
1362,600545,新疆城建,新疆
1363,600509,天富能源,新疆
1364,600359,新农开发,新疆
1365,600778,友好集团,新疆
1366,603101,汇嘉时代,新疆
1367,600888,新疆众和,新疆
1368,000813,德展健康,新疆
1369,002800,天顺股份,新疆
1370,002700,新疆浩源,新疆
1371,002202,金风科技,新疆
1372,002100,天康生物,新疆
1373,002302,西部建设,新疆
1374,600089,特变电工,新疆
1375,300313,天山生物,新疆
1376,000877,天山股份,新疆
1377,603227,雪峰科技,新疆
1378,000972,中基健康,新疆
1379,600506,香梨股份,新疆
1380,002205,国统股份,新疆
1381,600721,*ST百花,新疆
1382,603393,新天然气,新疆
1383,600256,广汇能源,新疆
1384,600075,新疆天业,新疆
1385,600197,伊力特,新疆
1386,600090,同济堂,新疆
1387,000159,国际实业,新疆
1388,002524,光正集团,新疆
1389,000415,渤海金控,新疆
1390,600737,中粮屯河,新疆
1391,002307,北新路桥,新疆
1392,600337,美克家居,新疆
1393,601069,西部黄金,新疆
1394,600419,天润乳业,新疆
1395,000166,申万宏源,新疆
1396,600251,冠农股份,新疆
1397,600540,新赛股份,新疆
1398,002080,中材科技,江苏
1399,002333,罗普斯金,江苏
1400,002455,百川股份,江苏
1401,300509,新美星,江苏
1402,600794,保税科技,江苏
1403,300228,富瑞特装,江苏
1404,002499,科林环保,江苏
1405,601599,鹿港文化,江苏
1406,300342,天银机电,江苏
1407,601388,怡球资源,江苏
1408,600501,航天晨光,江苏
1409,600280,中央商场,江苏
1410,600513,联环药业,江苏
1411,300373,扬杰科技,江苏
1412,600389,江山股份,江苏
1413,600074,保千里,江苏
1414,000585,东北电气,江苏
1415,300031,宝通科技,江苏
1416,002652,扬子新材,江苏
1417,000626,远大控股,江苏
1418,002182,云海金属,江苏
1419,600099,林海股份,江苏
1420,300165,天瑞仪器,江苏
1421,002255,海陆重工,江苏
1422,002009,天奇股份,江苏
1423,002290,禾盛新材,江苏
1424,002090,金智科技,江苏
1425,600327,大东方,江苏
1426,000584,友利控股,江苏
1427,002413,雷科防务,江苏
1428,600400,红豆股份,江苏
1429,603036,如通股份,江苏
1430,300258,精锻科技,江苏
1431,002540,亚太科技,江苏
1432,300537,广信材料,江苏
1433,600970,中材国际,江苏
1434,600710,*ST常林,江苏
1435,300394,天孚通信,江苏
1436,002645,华宏科技,江苏
1437,000421,南京公用,江苏
1438,601222,林洋能源,江苏
1439,603990,麦迪科技,江苏
1440,300346,南大光电,江苏
1441,600122,宏图高科,江苏
1442,603111,康尼机电,江苏
1443,002778,高科石化,江苏
1444,600105,永鼎股份,江苏
1445,603928,兴业股份,江苏
1446,002367,康力电梯,江苏
1447,002553,南方轴承,江苏
1448,002150,通润装备,江苏
1449,300495,美尚生态,江苏
1450,300466,赛摩电气,江苏
1451,603519,立霸股份,江苏
1452,600220,江苏阳光,江苏
1453,600358,国旅联合,江苏
1454,300429,强力新材,江苏
1455,603028,赛福天,江苏
1456,300390,天华超净,江苏
1457,002623,亚玛顿,江苏
1458,601799,星宇股份,江苏
1459,300402,宝色股份,江苏
1460,002156,通富微电,江苏
1461,300141,和顺电气,江苏
1462,603299,井神股份,江苏
1463,300528,幸福蓝海,江苏
1464,300305,裕兴股份,江苏
1465,002445,中南文化,江苏
1466,603323,吴江银行,江苏
1467,002547,春兴精工,江苏
1468,002516,旷达科技,江苏
1469,300450,先导智能,江苏
1470,000700,模塑科技,江苏
1471,600287,江苏舜天,江苏
1472,002608,*ST舜船,江苏
1473,300211,亿通科技,江苏
1474,603005,晶方科技,江苏
1475,002293,罗莱生活,江苏
1476,002471,中超控股,江苏
1477,603800,道森股份,江苏
1478,300279,和晶科技,江苏
1479,002071,长城影视,江苏
1480,002450,康得新,江苏
1481,002075,沙钢股份,江苏
1482,300135,宝利国际,江苏
1483,300292,吴通控股,江苏
1484,002015,霞客环保,江苏
1485,603016,新宏泰,江苏
1486,002165,红 宝 丽,江苏
1487,300217,东方电热,江苏
1488,300013,新宁物流,江苏
1489,002787,华源包装,江苏
1490,000418,小天鹅Ａ,江苏
1491,000961,中南建设,江苏
1492,002239,奥特佳,江苏
1493,002550,千红制药,江苏
1494,002564,天沃科技,江苏
1495,002391,长青股份,江苏
1496,601199,江南水务,江苏
1497,000570,苏常柴Ａ,江苏
1498,300209,天泽信息,江苏
1499,600276,恒瑞医药,江苏
1500,600213,亚星客车,江苏
1501,300382,斯莱克,江苏
1502,603968,醋化股份,江苏
1503,000727,华东科技,江苏
1504,300280,南通锻压,江苏
1505,300421,力星股份,江苏
1506,600557,康缘药业,江苏
1507,002323,雅百特,江苏
1508,600889,南京化纤,江苏
1509,002315,焦点科技,江苏
1510,300190,维尔利,江苏
1511,002172,澳洋科技,江苏
1512,002546,新联电子,江苏
1513,300331,苏大维格,江苏
1514,600078,澄星股份,江苏
1515,603688,石英股份,江苏
1516,600268,国电南自,江苏
1517,300393,中来股份,江苏
1518,002808,苏州恒久,江苏
1519,601500,通用股份,江苏
1520,600667,太极实业,江苏
1521,600128,弘业股份,江苏
1522,600775,南京熊猫,江苏
1523,002395,双象股份,江苏
1524,300152,科融环境,江苏
1525,603339,四方冷链,江苏
1526,300128,锦富新材,江苏
1527,002802,洪汇新材,江苏
1528,600398,海澜之家,江苏
1529,600973,宝胜股份,江苏
1530,002464,金利科技,江苏
1531,002426,胜利精密,江苏
1532,002221,东华能源,江苏
1533,600854,春兰股份,江苏
1534,300385,雪浪环境,江苏
1535,300325,德威新材,江苏
1536,002610,爱康科技,江苏
1537,002635,安洁科技,江苏
1538,002483,润邦股份,江苏
1539,002659,中泰桥梁,江苏
1540,601555,东吴证券,江苏
1541,002576,通达动力,江苏
1542,000301,东方市场,江苏
1543,300215,电科院,江苏
1544,600746,江苏索普,江苏
1545,300160,秀强股份,江苏
1546,603958,哈森股份,江苏
1547,002435,长江润发,江苏
1548,600562,国睿科技,江苏
1549,002411,必康股份,江苏
1550,000518,四环生物,江苏
1551,002734,利民股份,江苏
1552,603117,万林股份,江苏
1553,002309,中利科技,江苏
1554,002478,常宝股份,江苏
1555,300356,光一科技,江苏
1556,600481,双良节能,江苏
1557,603007,花王股份,江苏
1558,603366,日出东方,江苏
1559,002796,世嘉科技,江苏
1560,000525,红 太 阳,江苏
1561,300265,通光线缆,江苏
1562,002040,南 京 港,江苏
1563,601313,江南嘉捷,江苏
1564,600486,扬农化工,江苏
1565,002585,双星新材,江苏
1566,603819,N神力,江苏
1567,603660,苏州科达,江苏
1568,600908,无锡银行,江苏
1569,600770,综艺股份,江苏
1570,601890,亚星锚链,江苏
1571,600487,亨通光电,江苏
1572,002104,恒宝股份,江苏
1573,600919,江苏银行,江苏
1574,600377,宁沪高速,江苏
1575,300196,长海股份,江苏
1576,601009,南京银行,江苏
1577,002491,通鼎互联,江苏
1578,300320,海达股份,江苏
1579,002807,江阴银行,江苏
1580,300500,苏州设计,江苏
1581,600401,海润光伏,江苏
1582,600475,华光股份,江苏
1583,603188,亚邦股份,江苏
1584,002074,国轩高科,江苏
1585,300339,润和软件,江苏
1586,300261,雅本化学,江苏
1587,002380,科远股份,江苏
1588,300522,世名科技,江苏
1589,603528,多伦科技,江苏
1590,603988,中电电机,江苏
1591,603369,今世缘,江苏
1592,002438,江苏神通,江苏
1593,300192,科斯伍德,江苏
1594,000777,中核科技,江苏
1595,600527,江南高纤,江苏
1596,300240,飞力达,江苏
1597,600716,凤凰股份,江苏
1598,600370,三房巷,江苏
1599,002708,光洋股份,江苏
1600,000919,金陵药业,江苏
1601,603828,柯利达,江苏
1602,002077,大港股份,江苏
1603,002631,德尔未来,江苏
1604,300420,五洋科技,江苏
1605,002245,澳洋顺昌,江苏
1606,600584,长电科技,江苏
1607,600805,悦达投资,江苏
1608,002531,天顺风能,江苏
1609,000551,创元科技,江苏
1610,002304,洋河股份,江苏
1611,600533,栖霞建设,江苏
1612,002211,宏达新材,江苏
1613,000816,智慧农业,江苏
1614,603313,恒康家居,江苏
1615,600522,中天科技,江苏
1616,600250,南纺股份,江苏
1617,603090,宏盛股份,江苏
1618,000890,法 尔 胜,江苏
1619,002513,*ST蓝丰,江苏
1620,002463,沪电股份,江苏
1621,300549,优德精密,江苏
1622,600064,南京高科,江苏
1623,000681,视觉中国,江苏
1624,002349,精华制药,江苏
1625,300260,新莱应材,江苏
1626,002024,苏宁云商,江苏
1627,002496,辉丰股份,江苏
1628,300172,中电环保,江苏
1629,601688,华泰证券,江苏
1630,601100,恒立液压,江苏
1631,603355,莱克电气,江苏
1632,603699,纽威股份,江苏
1633,002514,宝馨科技,江苏
1634,002453,天马精化,江苏
1635,300284,苏交科,江苏
1636,002519,银河电子,江苏
1637,000035,中国天楹,江苏
1638,000910,大亚圣象,江苏
1639,002274,华昌化工,江苏
1640,002484,江海股份,江苏
1641,600862,中航高科,江苏
1642,300416,苏试试验,江苏
1643,601155,新城控股,江苏
1644,002680,长生生物,江苏
1645,000581,威孚高科,江苏
1646,300354,东华测试,江苏
1647,002160,常铝股份,江苏
1648,600959,江苏有线,江苏
1649,300029,天龙光电,江苏
1650,600981,汇鸿集团,江苏
1651,002685,华东重机,江苏
1652,002692,远程电缆,江苏
1653,600682,南京新百,江苏
1654,603066,音飞储存,江苏
1655,000936,华西股份,江苏
1656,601010,文峰股份,江苏
1657,600305,恒顺醋业,江苏
1658,600713,南京医药,江苏
1659,002089,新 海 宜,江苏
1660,600282,南钢股份,江苏
1661,002394,联发股份,江苏
1662,300091,金通灵,江苏
1663,603018,中设集团,江苏
1664,002081,金 螳 螂,江苏
1665,300295,三六五网,江苏
1666,002223,鱼跃医疗,江苏
1667,002530,丰东股份,江苏
1668,300555,路通视信,江苏
1669,300201,海伦哲,江苏
1670,603158,腾龙股份,江苏
1671,603900,通灵珠宝,江苏
1672,300563,神宇股份,江苏
1673,601928,凤凰传媒,江苏
1674,603203,快克股份,江苏
1675,600510,黑牡丹,江苏
1676,600406,国电南瑞,江苏
1677,300304,云意电气,江苏
1678,002044,美年健康,江苏
1679,600736,苏州高新,江苏
1680,002002,鸿达兴业,江苏
1681,002091,江苏国泰,江苏
1682,300447,全信股份,江苏
1683,002127,南极电商,江苏
1684,601007,金陵饭店,江苏
1685,600300,维维股份,江苏
1686,002409,雅克科技,江苏
1687,002559,亚威股份,江苏
1688,601700,风范股份,江苏
1689,002201,九鼎新材,江苏
1690,603017,中衡设计,江苏
1691,002747,埃斯顿,江苏
1692,300169,天晟新材,江苏
1693,000425,徐工机械,江苏
1694,300507,苏奥传感,江苏
1695,002079,苏州固锝,江苏
1696,601218,吉鑫科技,江苏
1697,600200,江苏吴中,江苏
1698,603518,维格娜丝,江苏
1699,002262,恩华药业,江苏
1700,002384,东山精密,江苏
1701,002722,金轮股份,江苏
1702,601008,连云港,江苏
1703,000738,中航动控,江苏
1704,601128,常熟银行,江苏
1705,601028,玉龙股份,江苏
1706,300337,银邦股份,江苏
1707,600362,江西铜业,江西
1708,600461,洪城水业,江西
1709,000404,华意压缩,江西
1710,002748,世龙实业,江西
1711,002695,煌上煌,江西
1712,600071,凤凰光学,江西
1713,000550,江铃汽车,江西
1714,600228,昌九生化,江西
1715,002460,赣锋锂业,江西
1716,600269,赣粤高速,江西
1717,600316,洪都航空,江西
1718,600750,江中药业,江西
1719,603977,国泰集团,江西
1720,600373,中文传媒,江西
1721,002176,江特电机,江西
1722,600053,九鼎投资,江西
1723,300095,华伍股份,江西
1724,002068,黑猫股份,江西
1725,002157,正邦科技,江西
1726,000990,诚志股份,江西
1727,600590,泰豪科技,江西
1728,300453,三鑫医疗,江西
1729,600363,联创光电,江西
1730,600507,方大特钢,江西
1731,600397,安源煤业,江西
1732,000650,仁和药业,江西
1733,002591,恒大高新,江西
1734,000899,赣能股份,江西
1735,300294,博雅生物,江西
1736,600782,新钢股份,江西
1737,002378,章源钨业,江西
1738,300497,富祥股份,江西
1739,600561,江西长运,江西
1740,300066,三川智慧,江西
1741,000829,天音控股,江西
1742,000789,万年青,江西
1743,600135,乐凯胶片,河北
1744,000709,河钢股份,河北
1745,300428,四通新材,河北
1746,300368,汇金股份,河北
1747,600340,华夏幸福,河北
1748,000778,新兴铸管,河北
1749,000687,华讯方舟,河北
1750,002146,荣盛发展,河北
1751,300255,常山药业,河北
1752,300371,汇中股份,河北
1753,600812,华北制药,河北
1754,000408,*ST金源,河北
1755,300446,乐凯新材,河北
1756,600155,宝硕股份,河北
1757,600149,廊坊发展,河北
1758,000889,茂业通信,河北
1759,002494,华斯股份,河北
1760,002442,龙星化工,河北
1761,000958,东方能源,河北
1762,600997,开滦股份,河北
1763,601000,唐山港,河北
1764,002108,沧州明珠,河北
1765,300107,建新股份,河北
1766,600230,*ST沧大,河北
1767,600550,保变电气,河北
1768,000937,冀中能源,河北
1769,002342,巨力索具,河北
1770,300138,晨光生物,河北
1771,002049,紫光国芯,河北
1772,000413,东旭光电,河北
1773,000856,*ST冀装,河北
1774,000923,河北宣工,河北
1775,600480,凌云股份,河北
1776,000401,冀东水泥,河北
1777,600409,三友化工,河北
1778,300491,通合科技,河北
1779,002603,以岭药业,河北
1780,002282,博深工具,河北
1781,300137,先河环保,河北
1782,000600,建投能源,河北
1783,600722,金牛化工,河北
1784,601258,庞大集团,河北
1785,600965,福成股份,河北
1786,000848,承德露露,河北
1787,600482,中国动力,河北
1788,600559,老白干酒,河北
1789,601633,长城汽车,河北
1790,002459,天业通联,河北
1791,000158,常山股份,河北
1792,002691,冀凯股份,河北
1793,600803,新奥股份,河北
1794,300081,恒信移动,河北
1795,002046,轴研科技,河南
1796,002560,通达股份,河南
1797,002770,科迪乳业,河南
1798,002225,濮耐股份,河南
1799,600469,风神股份,河南
1800,300259,新天科技,河南
1801,603566,普莱柯,河南
1802,600020,中原高速,河南
1803,600121,郑州煤电,河南
1804,002321,华英农业,河南
1805,601038,一拖股份,河南
1806,000933,*ST神火,河南
1807,002296,辉煌科技,河南
1808,002536,西泵股份,河南
1809,002007,华兰生物,河南
1810,600285,羚锐制药,河南
1811,002407,多氟多,河南
1812,000895,双汇发展,河南
1813,300481,濮阳惠成,河南
1814,603993,洛阳钼业,河南
1815,600066,宇通客车,河南
1816,600781,辅仁药业,河南
1817,600172,黄河旋风,河南
1818,002406,远东传动,河南
1819,002714,牧原股份,河南
1820,002087,新野纺织,河南
1821,600403,大有能源,河南
1822,300064,豫金刚石,河南
1823,600186,莲花健康,河南
1824,600810,神马股份,河南
1825,601666,平煤股份,河南
1826,001896,豫能控股,河南
1827,600569,安阳钢铁,河南
1828,300437,清水源,河南
1829,601608,中信重工,河南
1830,002358,森源电气,河南
1831,300179,四方达,河南
1832,002613,北玻股份,河南
1833,600876,洛阳玻璃,河南
1834,600312,平高电气,河南
1835,300080,易成新能,河南
1836,002132,恒星科技,河南
1837,601717,郑煤机,河南
1838,600207,安彩高科,河南
1839,000885,同力水泥,河南
1840,603508,思维列控,河南
1841,002535,林州重机,河南
1842,000719,大地传媒,河南
1843,002477,雏鹰农牧,河南
1844,300109,新开源,河南
1845,000949,新乡化纤,河南
1846,002448,中原内配,河南
1847,603658,安图生物,河南
1848,300248,新开普,河南
1849,600753,东方银星,河南
1850,002423,*ST中特,河南
1851,002216,三全食品,河南
1852,300007,汉威电子,河南
1853,002582,好想你,河南
1854,000676,智度股份,河南
1855,002601,佰利联,河南
1856,600439,瑞贝卡,河南
1857,600531,豫光金铅,河南
1858,000544,中原环保,河南
1859,601677,明泰铝业,河南
1860,600222,太龙药业,河南
1861,300480,光力科技,河南
1862,002179,中航光电,河南
1863,600595,中孚实业,河南
1864,300263,隆华节能,河南
1865,002189,利达光电,河南
1866,600069,银鸽投资,河南
1867,000400,许继电气,河南
1868,000612,焦作万方,河南
1869,603033,三维股份,浙江
1870,002061,*ST江化,浙江
1871,002019,亿帆医药,浙江
1872,600077,宋都股份,浙江
1873,603726,朗迪集团,浙江
1874,002020,京新药业,浙江
1875,600283,钱江水利,浙江
1876,002164,宁波东力,浙江
1877,601882,海天精工,浙江
1878,603600,永艺股份,浙江
1879,002532,新界泵业,浙江
1880,603222,济民制药,浙江
1881,300553,集智股份,浙江
1882,300306,远方光电,浙江
1883,002801,微光股份,浙江
1884,300548,博创科技,浙江
1885,600130,波导股份,浙江
1886,002364,中恒电气,浙江
1887,603799,华友钴业,浙江
1888,002280,联络互动,浙江
1889,002343,慈文传媒,浙江
1890,600491,龙元建设,浙江
1891,600208,新湖中宝,浙江
1892,002056,横店东磁,浙江
1893,002224,三 力 士,浙江
1894,600267,海正药业,浙江
1895,002488,金固股份,浙江
1896,002389,南洋科技,浙江
1897,600113,浙江东日,浙江
1898,002633,申科股份,浙江
1899,600926,杭州银行,浙江
1900,300145,中金环境,浙江
1901,601233,桐昆股份,浙江
1902,002244,滨江集团,浙江
1903,002021,中捷资源,浙江
