,code,name
1264,300414,中光防雷
1265,300413,快乐购
1266,300412,迦南科技
1267,300411,金盾股份
1268,300410,正业科技
1269,300409,道氏技术
1270,300408,三环集团
1271,300407,凯发电气
1272,300406,九强生物
1273,300405,科隆精化
1274,300404,博济医药
1275,300403,地尔汉宇
1276,300402,宝色股份
1277,300401,花园生物
1278,300400,劲拓股份
1279,300399,京天利
1280,300398,飞凯材料
1281,300397,天和防务
1282,300396,迪瑞医疗
1283,300395,菲利华
1284,300394,天孚通信
1285,300393,中来股份
1286,300392,腾信股份
1287,300391,康跃科技
1288,300390,天华超净
1289,300389,艾比森
1290,300388,国祯环保
1291,300387,富邦股份
1292,300386,飞天诚信
1293,300385,雪浪环境
1294,300384,三联虹普
1295,300383,光环新网
1296,300382,斯莱克
1297,300381,溢多利
1298,300380,安硕信息
1299,300379,东方通
1300,300378,鼎捷软件
1301,300377,赢时胜
1302,300376,易事特
1303,300375,鹏翎股份
1304,300374,恒通科技
1305,300373,扬杰科技
1306,300372,欣泰电气
1307,300371,汇中股份
1308,300370,安控科技
1309,300369,绿盟科技
1310,300368,汇金股份
1311,300367,东方网力
1312,300366,创意信息
1313,300365,恒华科技
1314,300364,中文在线
1315,300363,博腾股份
1316,300362,天翔环境
1317,300360,炬华科技
1318,300359,全通教育
1319,300358,楚天科技
1320,300357,我武生物
1321,300356,光一科技
1322,300355,蒙草生态
1323,300354,东华测试
1324,300353,东土科技
1325,300352,北信源
1326,300351,永贵电器
1327,300350,华鹏飞
1328,300349,金卡股份
1329,300348,长亮科技
1330,300347,泰格医药
1331,300346,南大光电
1332,300345,红宇新材
1333,300344,太空板业
1334,300343,联创互联
1335,300342,天银机电
1336,300341,麦迪电气
1337,300340,科恒股份
1338,300339,润和软件
1339,300338,开元仪器
1340,300337,银邦股份
1341,300336,新文化
1342,300335,迪森股份
1343,300334,津膜科技
1344,300333,兆日科技
1345,300332,天壕环境
1346,300331,苏大维格
1347,300330,华虹计通
1348,300329,海伦钢琴
1349,300328,宜安科技
1350,300327,中颖电子
1351,300326,凯利泰
1352,300325,德威新材
1353,300324,旋极信息
1354,300323,华灿光电
1355,300322,硕贝德
1356,300321,同大股份
1357,300320,海达股份
1358,300319,麦捷科技
1359,300318,博晖创新
1360,300317,珈伟股份
1361,300316,晶盛机电
1362,300315,掌趣科技
1363,300314,戴维医疗
1364,300313,天山生物
1365,300312,邦讯技术
1366,300311,任子行
1367,300310,宜通世纪
1368,300309,吉艾科技
1369,300308,中际装备
1370,300307,慈星股份
1371,300306,远方光电
1372,300305,裕兴股份
1373,300304,云意电气
1374,300303,聚飞光电
1375,300302,同有科技
1376,300301,长方集团
1377,300300,汉鼎宇佑
1378,300299,富春通信
1379,300298,三诺生物
1380,300297,蓝盾股份
1381,300296,利亚德
1382,300295,三六五网
1383,300294,博雅生物
1384,300293,蓝英装备
1385,300292,吴通控股
1386,300291,华录百纳
1387,300290,荣科科技
1388,300289,利德曼
1389,300288,朗玛信息
1390,300287,飞利信
1391,300286,安科瑞
1392,300285,国瓷材料
1393,300284,苏交科
1394,300283,温州宏丰
1395,300282,汇冠股份
1396,300281,金明精机
1397,300280,南通锻压
1398,300279,和晶科技
1399,300278,华昌达
1400,300277,海联讯
1401,300276,三丰智能
1402,300275,梅安森
1403,300274,阳光电源
1404,300273,和佳股份
1405,300272,开能环保
1406,300271,华宇软件
1407,300270,中威电子
1408,300269,联建光电
1409,300268,万福生科
1410,300267,尔康制药
1411,300266,兴源环境
1412,300265,通光线缆
1413,300264,佳创视讯
1414,300263,隆华节能
1415,300262,巴安水务
1416,300261,雅本化学
1417,300260,新莱应材
1418,300259,新天科技
1419,300258,精锻科技
1420,300257,开山股份
1421,300256,星星科技
1422,300255,常山药业
1423,300254,仟源医药
1424,300253,卫宁健康
1425,300252,金信诺
1426,300251,光线传媒
1427,300250,初灵信息
1428,300249,依米康
1429,300248,新开普
1430,300247,乐金健康
1431,300246,宝莱特
1432,300245,天玑科技
1433,300244,迪安诊断
1434,300243,瑞丰高材
1435,300242,明家联合
1436,300241,瑞丰光电
1437,300240,飞力达
1438,300239,东宝生物
1439,300238,冠昊生物
1440,300237,美晨科技
1441,300236,上海新阳
1442,300235,方直科技
1443,300234,开尔新材
1444,300233,金城医药
1445,300232,洲明科技
1446,300231,银信科技
1447,300230,永利股份
1448,300229,拓尔思
1449,300228,富瑞特装
1450,300227,光韵达
1451,300226,上海钢联
1452,300225,金力泰
1453,300224,正海磁材
1454,300223,北京君正
1455,300222,科大智能
1456,300221,银禧科技
1457,300220,金运激光
1458,300219,鸿利智汇
1459,300218,安利股份
1460,300217,东方电热
1461,300216,千山药机
1462,300215,电科院
1463,300214,日科化学
1464,300213,佳讯飞鸿
1465,300212,易华录
1466,300211,亿通科技
1467,300210,森远股份
1468,300209,天泽信息
1469,300208,恒顺众昇
1470,300207,欣旺达
1471,300206,理邦仪器
1472,300205,天喻信息
1473,300204,舒泰神
1474,300203,聚光科技
1475,300202,聚龙股份
1476,300201,海伦哲
1477,300200,高盟新材
1478,300199,翰宇药业
1479,300198,纳川股份
1480,300197,铁汉生态
1481,300196,长海股份
1482,300195,长荣股份
1483,300194,福安药业
1484,300193,佳士科技
1485,300192,科斯伍德
1486,300191,潜能恒信
1487,300190,维尔利
1488,300189,神农基因
1489,300188,美亚柏科
1490,300187,永清环保
1491,300185,通裕重工
1492,300184,力源信息
1493,300183,东软载波
1494,300182,捷成股份
1495,300181,佐力药业
1496,300180,华峰超纤
1497,300179,四方达
1498,300178,腾邦国际
1499,300177,中海达
1500,300176,鸿特精密
1501,300175,朗源股份
1502,300174,元力股份
1503,300173,智慧松德
1504,300172,中电环保
1505,300171,东富龙
1506,300170,汉得信息
1507,300169,天晟新材
1508,300168,万达信息
1509,300167,迪威视讯
1510,300166,东方国信
1511,300165,天瑞仪器
1512,300164,通源石油
1513,300163,先锋新材
1514,300162,雷曼股份
1515,300161,华中数控
1516,300160,秀强股份
1517,300159,新研股份
1518,300158,振东制药
1519,300157,恒泰艾普
1520,300156,神雾环保
1521,300155,安居宝
1522,300154,瑞凌股份
1523,300153,科泰电源
1524,300152,科融环境
1525,300151,昌红科技
1526,300150,世纪瑞尔
1527,300149,量子高科
1528,300148,天舟文化
1529,300147,香雪制药
1530,300146,汤臣倍健
1531,300145,中金环境
1532,300144,宋城演艺
1533,300143,星河生物
1534,300142,沃森生物
1535,300141,和顺电气
1536,300140,启源装备
1537,300139,晓程科技
1538,300138,晨光生物
1539,300137,先河环保
1540,300136,信维通信
1541,300135,宝利国际
1542,300134,大富科技
1543,300133,华策影视
1544,300132,青松股份
1545,300131,英唐智控
1546,300130,新国都
1547,300129,泰胜风能
1548,300128,锦富新材
1549,300127,银河磁体
1550,300126,锐奇股份
1551,300125,易世达
1552,300124,汇川技术
1553,300123,太阳鸟
1554,300122,智飞生物
1555,300121,阳谷华泰
1556,300120,经纬电材
1557,300119,瑞普生物
1558,300118,东方日升
1559,300117,嘉寓股份
1560,300116,坚瑞沃能
1561,300115,长盈精密
1562,300114,中航电测
1563,300113,顺网科技
1564,300112,万讯自控
1565,300111,向日葵
1566,300110,华仁药业
1567,300109,新开源
1568,300108,双龙股份
1569,300107,建新股份
1570,300106,西部牧业
1571,300105,龙源技术
1572,300104,乐视网
1573,300103,达刚路机
1574,300102,乾照光电
1575,300101,振芯科技
1576,300100,双林股份
1577,300099,尤洛卡
1578,300098,高新兴
1579,300097,智云股份
1580,300096,易联众
1581,300095,华伍股份
1582,300094,国联水产
1583,300093,金刚玻璃
1584,300092,科新机电
1585,300091,金通灵
1586,300090,盛运环保
1587,300089,文化长城
1588,300088,长信科技
1589,300087,荃银高科
1590,300086,康芝药业
1591,300085,银之杰
1592,300084,海默科技
1593,300083,劲胜精密
1594,300082,奥克股份
1595,300081,恒信移动
1596,300080,易成新能
1597,300079,数码视讯
1598,300078,思创医惠
1599,300077,国民技术
1600,300076,GQY视讯
1601,300075,数字政通
1602,300074,华平股份
1603,300073,当升科技
1604,300072,三聚环保
1605,300071,华谊嘉信
1606,300070,碧水源
1607,300069,金利华电
1608,300068,南都电源
1609,300067,安诺其
1610,300066,三川智慧
1611,300065,海兰信
1612,300064,豫金刚石
1613,300063,天龙集团
1614,300062,中能电气
1615,300061,康耐特
1616,300059,东方财富
1617,300058,蓝色光标
1618,300057,万顺股份
1619,300056,三维丝
1620,300055,万邦达
1621,300054,鼎龙股份
1622,300053,欧比特
1623,300052,中青宝
1624,300051,三五互联
1625,300050,世纪鼎利
1626,300049,福瑞股份
1627,300048,合康变频
1628,300047,天源迪科
1629,300046,台基股份
1630,300045,华力创通
1631,300044,赛为智能
1632,300043,星辉娱乐
1633,300042,朗科科技
1634,300041,回天新材
1635,300040,九洲电气
1636,300039,上海凯宝
1637,300038,梅泰诺
1638,300037,新宙邦
1639,300036,超图软件
1640,300035,中科电气
1641,300034,钢研高纳
1642,300033,同花顺
1643,300032,金龙机电
1644,300031,宝通科技
1645,300030,阳普医疗
1646,300029,天龙光电
1647,300028,金亚科技
1648,300027,华谊兄弟
1649,300026,红日药业
1650,300025,华星创业
1651,300024,机器人
1652,300023,宝德股份
1653,300022,吉峰农机
1654,300021,大禹节水
1655,300020,银江股份
1656,300019,硅宝科技
1657,300018,中元股份
1658,300017,网宿科技
1659,300016,北陆药业
1660,300015,爱尔眼科
1661,300014,亿纬锂能
1662,300013,新宁物流
1663,300012,华测检测
1664,300011,鼎汉技术
1665,300010,立思辰
1666,300009,安科生物
1667,300008,天海防务
1668,300007,汉威电子
1669,300006,莱美药业
1670,300005,探路者
1671,300004,南风股份
1672,300003,乐普医疗
1673,300002,神州泰岳
1674,300001,特锐德
1675,002821,凯莱英
1676,002820,桂发祥
1677,002819,东方中科
1678,002818,富森美
1679,002817,黄山胶囊
1680,002816,和科达
1681,002815,崇达技术
1682,002813,路畅科技
1683,002812,创新股份
1684,002811,亚泰国际
1685,002810,山东赫达
1686,002809,红墙股份
1687,002808,苏州恒久
1688,002807,江阴银行
1689,002806,华锋股份
1690,002805,丰元股份
1691,002803,吉宏股份
1692,002802,洪汇新材
1693,002801,微光股份
1694,002800,天顺股份
1695,002799,环球印务
1696,002798,帝王洁具
1697,002797,第一创业
1698,002796,世嘉科技
1699,002795,永和智控
1700,002793,东音股份
1701,002792,通宇通讯
1702,002791,坚朗五金
1703,002790,瑞尔特
1704,002789,建艺集团
1705,002788,鹭燕医药
1706,002787,华源包装
1707,002786,银宝山新
1708,002785,万里石
1709,002783,凯龙股份
1710,002782,可立克
1711,002781,奇信股份
1712,002780,三夫户外
1713,002779,中坚科技
1714,002778,高科石化
1715,002777,久远银海
1716,002776,柏堡龙
1717,002775,文科园林
1718,002773,康弘药业
1719,002772,众兴菌业
1720,002771,真视通
1721,002770,科迪乳业
1722,002769,普路通
1723,002768,国恩股份
1724,002767,先锋电子
1725,002766,索菱股份
1726,002765,蓝黛传动
1727,002763,汇洁股份
1728,002762,金发拉比
1729,002761,多喜爱
1730,002760,凤形股份
1731,002759,天际股份
1732,002758,华通医药
1733,002757,南兴装备
1734,002756,永兴特钢
1735,002755,东方新星
1736,002753,永东股份
1737,002752,昇兴股份
1738,002751,易尚展示
1739,002750,龙津药业
1740,002749,国光股份
1741,002748,世龙实业
1742,002747,埃斯顿
1743,002746,仙坛股份
1744,002745,木林森
1745,002743,富煌钢构
1746,002742,三圣股份
1747,002741,光华科技
1748,002740,爱迪尔
1749,002739,万达院线
1750,002738,中矿资源
1751,002737,葵花药业
1752,002736,国信证券
1753,002735,王子新材
1754,002734,利民股份
1755,002733,雄韬股份
1756,002732,燕塘乳业
1757,002731,萃华珠宝
1758,002730,电光科技
1759,002729,好利来
1760,002728,特一药业
1761,002727,一心堂
1762,002726,龙大肉食
1763,002725,跃岭股份
1764,002724,海洋王
1765,002723,金莱特
1766,002722,金轮股份
1767,002721,金一文化
1768,002719,麦趣尔
1769,002718,友邦吊顶
1770,002717,岭南园林
1771,002716,金贵银业
1772,002715,登云股份
1773,002714,牧原股份
1774,002713,东易日盛
1775,002712,思美传媒
1776,002711,欧浦智网
1777,002709,天赐材料
1778,002708,光洋股份
1779,002707,众信旅游
1780,002706,良信电器
1781,002705,新宝股份
1782,002703,浙江世宝
1783,002702,海欣食品
1784,002701,奥瑞金
1785,002700,新疆浩源
1786,002699,美盛文化
1787,002698,博实股份
1788,002697,红旗连锁
1789,002696,百洋股份
1790,002695,煌上煌
1791,002694,顾地科技
1792,002693,双成药业
1793,002692,远程电缆
1794,002691,冀凯股份
1795,002690,美亚光电
1796,002689,远大智能
1797,002688,金河生物
1798,002687,乔治白
1799,002686,亿利达
1800,002685,华东重机
1801,002684,猛狮科技
1802,002683,宏大爆破
1803,002682,龙洲股份
1804,002681,奋达科技
1805,002680,长生生物
1806,002679,福建金森
1807,002678,珠江钢琴
1808,002677,浙江美大
1809,002676,顺威股份
1810,002675,东诚药业
1811,002674,兴业科技
1812,002673,西部证券
1813,002672,东江环保
1814,002671,龙泉股份
1815,002670,国盛金控
1816,002669,康达新材
1817,002668,奥马电器
1818,002667,鞍重股份
1819,002666,德联集团
1820,002665,首航节能
1821,002664,信质电机
1822,002663,普邦股份
1823,002662,京威股份
1824,002661,克明面业
1825,002660,茂硕电源
1826,002659,中泰桥梁
1827,002658,雪迪龙
1828,002657,中科金财
1829,002656,摩登大道
1830,002655,共达电声
1831,002654,万润科技
1832,002653,海思科
1833,002652,扬子新材
1834,002651,利君股份
1835,002650,加加食品
1836,002649,博彦科技
1837,002648,卫星石化
1838,002647,宏磊股份
1839,002646,青青稞酒
1840,002645,华宏科技
1841,002644,佛慈制药
1842,002643,万润股份
1843,002642,荣之联
1844,002641,永高股份
1845,002640,跨境通
1846,002639,雪人股份
1847,002638,勤上光电
1848,002637,赞宇科技
1849,002636,金安国纪
1850,002635,安洁科技
1851,002634,棒杰股份
1852,002633,申科股份
1853,002632,道明光学
1854,002631,德尔未来
1855,002630,华西能源
1856,002629,仁智股份
1857,002628,成都路桥
1858,002627,宜昌交运
1859,002626,金达威
1860,002625,龙生股份
1861,002624,完美世界
1862,002623,亚玛顿
1863,002622,融钰集团
1864,002621,三垒股份
1865,002620,瑞和股份
1866,002619,巨龙管业
1867,002618,丹邦科技
1868,002617,露笑科技
1869,002616,长青集团
1870,002615,哈尔斯
1871,002614,蒙发利
1872,002613,北玻股份
1873,002612,朗姿股份
1874,002611,东方精工
1875,002610,爱康科技
1876,002609,捷顺科技
1877,002608,*ST舜船
1878,002607,亚夏汽车
1879,002606,大连电瓷
1880,002605,姚记扑克
1881,002604,龙力生物
1882,002603,以岭药业
1883,002602,世纪华通
1884,002601,佰利联
1885,002600,江粉磁材
1886,002599,盛通股份
1887,002598,山东章鼓
1888,002597,金禾实业
1889,002596,海南瑞泽
1890,002595,豪迈科技
1891,002594,比亚迪
1892,002593,日上集团
1893,002592,八菱科技
1894,002591,恒大高新
1895,002590,万安科技
1896,002589,瑞康医药
1897,002588,史丹利
1898,002587,奥拓电子
1899,002586,围海股份
1900,002585,双星新材
1901,002584,西陇科学
1902,002583,海能达
1903,002582,好想你
1904,002581,未名医药
1905,002580,圣阳股份
1906,002579,中京电子
1907,002578,闽发铝业
1908,002577,雷柏科技
1909,002576,通达动力
1910,002575,群兴玩具
1911,002574,明牌珠宝
1912,002573,清新环境
1913,002572,索菲亚
1914,002571,德力股份
1915,002570,贝因美
1916,002569,步森股份
1917,002568,百润股份
1918,002567,唐人神
1919,002566,益盛药业
1920,002565,上海绿新
1921,002564,天沃科技
1922,002563,森马服饰
1923,002562,兄弟科技
1924,002561,徐家汇
1925,002560,通达股份
1926,002559,亚威股份
1927,002558,世纪游轮
1928,002557,洽洽食品
1929,002556,辉隆股份
1930,002555,三七互娱
1931,002554,惠博普
1932,002553,南方轴承
1933,002552,宝鼎科技
1934,002551,尚荣医疗
1935,002550,千红制药
1936,002549,凯美特气
1937,002548,金新农
1938,002547,春兴精工
1939,002546,新联电子
1940,002545,东方铁塔
1941,002544,杰赛科技
1942,002543,万和电气
1943,002542,中化岩土
1944,002541,鸿路钢构
1945,002540,亚太科技
1946,002539,云图控股
1947,002538,司尔特
1948,002537,海立美达
1949,002536,西泵股份
1950,002535,林州重机
1951,002534,杭锅股份
1952,002533,金杯电工
1953,002532,新界泵业
1954,002531,天顺风能
1955,002530,丰东股份
1956,002529,海源机械
1957,002528,英飞拓
1958,002527,新时达
1959,002526,山东矿机
1960,002524,光正集团
1961,002523,天桥起重
1962,002522,浙江众成
1963,002521,齐峰新材
1964,002520,日发精机
1965,002519,银河电子
1966,002518,科士达
1967,002517,恺英网络
1968,002516,旷达科技
1969,002515,金字火腿
1970,002514,宝馨科技
1971,002513,*ST蓝丰
1972,002512,达华智能
1973,002511,中顺洁柔
1974,002510,天汽模
1975,002509,天广中茂
1976,002508,老板电器
1977,002507,涪陵榨菜
1978,002506,协鑫集成
1979,002505,大康农业
1980,002504,弘高创意
1981,002503,搜于特
1982,002502,骅威文化
1983,002501,利源精制
1984,002500,山西证券
1985,002499,科林环保
1986,002498,汉缆股份
1987,002497,雅化集团
1988,002496,辉丰股份
1989,002495,佳隆股份
1990,002494,华斯股份
1991,002493,荣盛石化
1992,002492,恒基达鑫
1993,002491,通鼎互联
1994,002490,山东墨龙
1995,002489,浙江永强
1996,002488,金固股份
1997,002487,大金重工
1998,002486,嘉麟杰
1999,002485,希努尔
2000,002484,江海股份
2001,002483,润邦股份
2002,002482,广田集团
2003,002481,双塔食品
2004,002480,新筑股份
2005,002479,富春环保
2006,002478,常宝股份
2007,002477,雏鹰农牧
2008,002476,宝莫股份
2009,002475,立讯精密
2010,002474,榕基软件
2011,002473,圣莱达
2012,002472,双环传动
2013,002471,中超控股
2014,002470,金正大
2015,002469,三维工程
2016,002468,艾迪西
2017,002467,二六三
2018,002466,天齐锂业
2019,002465,海格通信
2020,002464,金利科技
2021,002463,沪电股份
2022,002462,嘉事堂
2023,002461,珠江啤酒
2024,002460,赣锋锂业
2025,002459,天业通联
2026,002458,益生股份
2027,002457,青龙管业
2028,002456,欧菲光
2029,002455,百川股份
2030,002454,松芝股份
2031,002453,天马精化
2032,002452,长高集团
2033,002451,摩恩电气
2034,002450,康得新
2035,002449,国星光电
2036,002448,中原内配
2037,002447,壹桥股份
2038,002446,盛路通信
2039,002445,中南文化
2040,002444,巨星科技
2041,002443,金洲管道
2042,002442,龙星化工
2043,002441,众业达
2044,002440,闰土股份
2045,002439,启明星辰
2046,002438,江苏神通
2047,002437,誉衡药业
2048,002436,兴森科技
2049,002435,长江润发
2050,002434,万里扬
2051,002433,太安堂
2052,002432,九安医疗
2053,002431,棕榈股份
2054,002430,杭氧股份
2055,002429,兆驰股份
2056,002428,云南锗业
2057,002427,尤夫股份
2058,002426,胜利精密
2059,002425,凯撒文化
2060,002424,贵州百灵
2061,002423,*ST中特
2062,002422,科伦药业
2063,002421,达实智能
2064,002420,毅昌股份
2065,002419,天虹商场
2066,002418,康盛股份
2067,002417,三元达
2068,002416,爱施德
2069,002415,海康威视
2070,002414,高德红外
2071,002413,雷科防务
2072,002412,汉森制药
2073,002411,必康股份
2074,002410,广联达
2075,002409,雅克科技
2076,002408,齐翔腾达
2077,002407,多氟多
2078,002406,远东传动
2079,002405,四维图新
2080,002404,嘉欣丝绸
2081,002403,爱仕达
2082,002402,和而泰
2083,002401,中海科技
2084,002400,省广股份
2085,002399,海普瑞
2086,002398,建研集团
2087,002397,梦洁股份
2088,002396,星网锐捷
2089,002395,双象股份
2090,002394,联发股份
2091,002393,力生制药
2092,002392,北京利尔
2093,002391,长青股份
2094,002390,信邦制药
2095,002389,南洋科技
2096,002388,新亚制程
2097,002387,黑牛食品
2098,002386,天原集团
2099,002385,大北农
2100,002384,东山精密
2101,002383,合众思壮
2102,002382,蓝帆医疗
2103,002381,双箭股份
2104,002380,科远股份
2105,002379,*ST鲁丰
2106,002378,章源钨业
2107,002377,国创高新
2108,002376,新北洋
2109,002375,亚厦股份
2110,002374,丽鹏股份
2111,002373,千方科技
2112,002372,伟星新材
2113,002371,七星电子
2114,002370,亚太药业
2115,002369,卓翼科技
2116,002368,太极股份
2117,002367,康力电梯
2118,002366,台海核电
2119,002365,永安药业
2120,002364,中恒电气
2121,002363,隆基机械
2122,002362,汉王科技
2123,002361,神剑股份
2124,002360,同德化工
2125,002359,齐星铁塔
2126,002358,森源电气
2127,002357,富临运业
2128,002356,赫美集团
2129,002355,兴民智通
2130,002354,天神娱乐
2131,002353,杰瑞股份
2132,002352,鼎泰新材
2133,002351,漫步者
2134,002350,北京科锐
2135,002349,精华制药
2136,002348,高乐股份
2137,002347,泰尔股份
2138,002346,柘中股份
2139,002345,潮宏基
2140,002344,海宁皮城
2141,002343,慈文传媒
2142,002342,巨力索具
2143,002341,新纶科技
2144,002340,格林美
2145,002339,积成电子
2146,002338,奥普光电
2147,002337,赛象科技
2148,002336,*ST人乐
2149,002335,科华恒盛
2150,002334,英威腾
2151,002333,罗普斯金
2152,002332,仙琚制药
2153,002331,皖通科技
2154,002330,得利斯
2155,002329,皇氏集团
2156,002328,新朋股份
2157,002327,富安娜
2158,002326,永太科技
2159,002325,洪涛股份
2160,002324,普利特
2161,002323,雅百特
2162,002322,理工环科
2163,002321,华英农业
2164,002320,海峡股份
2165,002319,乐通股份
2166,002318,久立特材
2167,002317,众生药业
2168,002316,键桥通讯
2169,002315,焦点科技
2170,002314,南山控股
2171,002313,日海通讯
2172,002312,三泰控股
2173,002311,海大集团
2174,002310,东方园林
2175,002309,中利科技
2176,002308,威创股份
2177,002307,北新路桥
2178,002306,中科云网
2179,002305,南国置业
2180,002304,洋河股份
2181,002303,美盈森
2182,002302,西部建设
2183,002301,齐心集团
2184,002300,太阳电缆
2185,002299,圣农发展
2186,002298,中电鑫龙
2187,002297,博云新材
2188,002296,辉煌科技
2189,002295,精艺股份
2190,002294,信立泰
2191,002293,罗莱生活
2192,002292,奥飞娱乐
2193,002291,星期六
2194,002290,禾盛新材
2195,002289,*ST宇顺
2196,002288,超华科技
2197,002287,奇正藏药
2198,002286,保龄宝
2199,002285,世联行
2200,002284,亚太股份
2201,002283,天润曲轴
2202,002282,博深工具
2203,002281,光迅科技
2204,002280,联络互动
2205,002279,久其软件
2206,002278,神开股份
2207,002277,友阿股份
2208,002276,万马股份
2209,002275,桂林三金
2210,002274,华昌化工
2211,002273,水晶光电
2212,002272,川润股份
2213,002271,东方雨虹
2214,002270,华明装备
2215,002269,美邦服饰
2216,002268,卫 士 通
2217,002267,陕天然气
2218,002266,浙富控股
2219,002265,西仪股份
2220,002264,新 华 都
2221,002263,大 东 南
2222,002262,恩华药业
2223,002261,拓维信息
2224,002260,德奥通航
2225,002259,升达林业
2226,002258,利尔化学
2227,002256,兆新股份
2228,002255,海陆重工
2229,002254,泰和新材
2230,002253,川大智胜
2231,002252,上海莱士
2232,002251,步 步 高
2233,002250,联化科技
2234,002249,大洋电机
2235,002248,华东数控
2236,002247,帝龙文化
2237,002246,北化股份
2238,002245,澳洋顺昌
2239,002244,滨江集团
2240,002243,通产丽星
2241,002242,九阳股份
2242,002241,歌尔股份
2243,002240,威华股份
2244,002239,奥特佳
2245,002238,天威视讯
2246,002237,恒邦股份
2247,002236,大华股份
2248,002235,安妮股份
2249,002234,民和股份
2250,002233,塔牌集团
2251,002232,启明信息
2252,002231,奥维通信
2253,002230,科大讯飞
2254,002229,鸿博股份
2255,002228,合兴包装
2256,002227,奥 特 迅
2257,002226,江南化工
2258,002225,濮耐股份
2259,002224,三 力 士
2260,002223,鱼跃医疗
2261,002222,福晶科技
2262,002221,东华能源
2263,002220,天宝股份
2264,002219,恒康医疗
2265,002218,拓日新能
2266,002217,合力泰
2267,002216,三全食品
2268,002215,诺 普 信
2269,002214,大立科技
2270,002213,特 尔 佳
2271,002212,南洋股份
2272,002211,宏达新材
2273,002210,飞马国际
2274,002209,达 意 隆
2275,002208,合肥城建
2276,002207,准油股份
2277,002206,海 利 得
2278,002205,国统股份
2279,002204,大连重工
2280,002203,海亮股份
2281,002202,金风科技
2282,002201,九鼎新材
2283,002200,云投生态
2284,002199,*ST东晶
2285,002198,嘉应制药
2286,002197,证通电子
2287,002196,方正电机
2288,002195,二三四五
2289,002194,武汉凡谷
2290,002193,山东如意
2291,002192,融捷股份
2292,002191,劲嘉股份
2293,002190,成飞集成
2294,002189,利达光电
2295,002188,巴士在线
2296,002187,广百股份
2297,002186,全 聚 德
2298,002185,华天科技
2299,002184,海得控制
2300,002183,怡 亚 通
2301,002182,云海金属
2302,002181,粤 传 媒
2303,002180,艾派克
2304,002179,中航光电
2305,002178,延华智能
2306,002177,御银股份
2307,002176,江特电机
2308,002175,东方网络
2309,002174,游族网络
2310,002173,*ST创疗
2311,002172,澳洋科技
2312,002171,楚江新材
2313,002170,芭田股份
2314,002169,智光电气
2315,002168,深圳惠程
2316,002167,东方锆业
2317,002166,莱茵生物
2318,002165,红 宝 丽
2319,002164,宁波东力
2320,002163,中航三鑫
2321,002162,悦心健康
2322,002161,远 望 谷
2323,002160,常铝股份
2324,002159,三特索道
2325,002158,汉钟精机
2326,002157,正邦科技
2327,002156,通富微电
2328,002155,湖南黄金
2329,002154,报 喜 鸟
2330,002153,石基信息
2331,002152,广电运通
2332,002151,北斗星通
2333,002150,通润装备
2334,002149,西部材料
2335,002148,北纬通信
2336,002147,新光圆成
2337,002146,荣盛发展
2338,002145,中核钛白
2339,002144,宏达高科
2340,002143,印纪传媒
2341,002142,宁波银行
2342,002141,蓉胜超微
2343,002140,东华科技
2344,002139,拓邦股份
2345,002138,顺络电子
2346,002137,麦达数字
2347,002136,安 纳 达
2348,002135,东南网架
2349,002134,天津普林
2350,002133,广宇集团
2351,002132,恒星科技
2352,002131,利欧股份
2353,002130,沃尔核材
2354,002129,中环股份
2355,002128,露天煤业
2356,002127,南极电商
2357,002126,银轮股份
2358,002125,湘潭电化
2359,002124,天邦股份
2360,002123,梦网荣信
2361,002122,天马股份
2362,002121,科陆电子
2363,002120,新海股份
2364,002119,康强电子
2365,002118,紫鑫药业
2366,002117,东港股份
2367,002116,中国海诚
2368,002115,三维通信
2369,002114,罗平锌电
2370,002113,天润数娱
2371,002112,三变科技
2372,002111,威海广泰
2373,002110,三钢闽光
2374,002109,*ST兴化
2375,002108,沧州明珠
2376,002107,沃华医药
2377,002106,莱宝高科
2378,002105,信隆健康
2379,002104,恒宝股份
2380,002103,广博股份
2381,002102,冠福股份
2382,002101,广东鸿图
2383,002100,天康生物
2384,002099,海翔药业
2385,002098,浔兴股份
2386,002097,山河智能
2387,002096,南岭民爆
2388,002095,生 意 宝
2389,002094,青岛金王
2390,002093,国脉科技
2391,002092,中泰化学
2392,002091,江苏国泰
2393,002090,金智科技
2394,002089,新 海 宜
2395,002088,鲁阳节能
2396,002087,新野纺织
2397,002086,东方海洋
2398,002085,万丰奥威
2399,002084,海鸥卫浴
2400,002083,孚日股份
2401,002082,栋梁新材
2402,002081,金 螳 螂
2403,002080,中材科技
2404,002079,苏州固锝
2405,002078,太阳纸业
2406,002077,大港股份
2407,002076,雪 莱 特
2408,002075,沙钢股份
2409,002074,国轩高科
2410,002073,软控股份
2411,002072,凯瑞德
2412,002071,长城影视
2413,002070,众和股份
2414,002069,*ST獐岛
2415,002068,黑猫股份
2416,002067,景兴纸业
2417,002066,瑞泰科技
2418,002065,东华软件
2419,002064,华峰氨纶
2420,002063,远光软件
2421,002062,宏润建设
2422,002061,*ST江化
2423,002060,粤 水 电
2424,002059,云南旅游
2425,002058,威 尔 泰
2426,002057,中钢天源
2427,002056,横店东磁
2428,002055,得润电子
2429,002054,德美化工
2430,002053,云南能投
2431,002052,同洲电子
2432,002051,中工国际
2433,002050,三花智控
2434,002049,紫光国芯
2435,002048,宁波华翔
