,time,price,change,volume,amount,type
197,14:46:02,10.76,-0.01,93,100068,卖盘
198,14:45:59,10.77,0.02,93,100161,买盘
199,14:45:53,10.75,--,1456,1565415,卖盘
200,14:45:50,10.75,--,166,178450,卖盘
201,14:45:47,10.75,-0.01,245,263375,卖盘
202,14:45:44,10.76,0.01,12,12912,买盘
203,14:45:41,10.75,--,48,51600,卖盘
204,14:45:38,10.75,--,488,525632,买盘
205,14:45:35,10.75,0.01,247,265525,买盘
206,14:45:32,10.74,-0.01,418,448932,卖盘
207,14:45:29,10.75,--,288,309600,买盘
208,14:45:26,10.75,--,269,289175,买盘
209,14:45:23,10.75,0.01,172,184900,买盘
210,14:45:20,10.74,--,172,184728,买盘
211,14:45:17,10.74,--,68,73032,买盘
212,14:45:14,10.74,--,93,99882,买盘
213,14:45:11,10.74,-0.01,101,108474,卖盘
214,14:45:08,10.75,0.01,223,239725,买盘
215,14:45:05,10.74,-0.01,746,801204,卖盘
216,14:44:59,10.75,--,747,803025,买盘
217,14:44:56,10.75,-0.02,1916,2059700,卖盘
218,14:44:50,10.77,0.01,44,47388,买盘
219,14:44:44,10.76,--,130,139880,买盘
220,14:44:41,10.76,--,54,58104,买盘
221,14:44:38,10.76,0.01,177,190452,买盘
222,14:44:35,10.75,-0.01,257,276275,卖盘
223,14:44:32,10.76,0.01,563,605788,买盘
224,14:44:29,10.75,--,2,2150,卖盘
225,14:44:26,10.75,--,1402,1507150,卖盘
226,14:44:23,10.75,--,81,87075,卖盘
227,14:44:20,10.75,--,382,410650,买盘
228,14:44:14,10.75,--,110,118250,买盘
229,14:44:11,10.75,0.01,219,235425,买盘
230,14:44:05,10.74,-0.04,1068,1147032,卖盘
231,14:44:02,10.78,0.04,42,45276,买盘
232,14:43:59,10.74,0.01,44,47256,中性盘
233,14:43:56,10.73,-0.02,2084,2236132,卖盘
234,14:43:53,10.75,--,61,65575,买盘
235,14:43:50,10.75,0.02,854,918050,买盘
236,14:43:47,10.73,-0.02,23,24679,中性盘
237,14:43:44,10.75,--,79,84925,买盘
238,14:43:41,10.75,--,235,252625,买盘
239,14:43:38,10.75,-0.01,507,545025,买盘
240,14:43:35,10.76,0.02,551,592876,买盘
241,14:43:29,10.74,--,88,94512,买盘
242,14:43:26,10.74,-0.01,458,491892,卖盘
243,14:43:23,10.75,--,340,365500,卖盘
244,14:43:17,10.75,--,313,336475,卖盘
245,14:43:14,10.75,--,225,241875,卖盘
246,14:43:11,10.75,0.01,368,395600,买盘
247,14:43:08,10.74,--,33,35442,买盘
248,14:43:05,10.74,0.04,378,405972,买盘
249,14:43:02,10.7,--,307,328490,卖盘
250,14:42:59,10.7,-0.04,175,187250,卖盘
251,14:42:56,10.74,0.02,520,558480,买盘
252,14:42:53,10.72,-0.03,207,221904,卖盘
253,14:42:50,10.75,0.05,492,528900,买盘
254,14:42:47,10.7,--,1194,1277580,买盘
255,14:42:44,10.7,-0.05,1538,1645660,卖盘
256,14:42:41,10.75,0.01,39,41925,买盘
257,14:42:38,10.74,-0.03,5269,5658906,卖盘
258,14:42:35,10.77,--,804,865908,买盘
259,14:42:32,10.77,0.01,658,708666,买盘
260,14:42:29,10.76,--,553,595028,卖盘
261,14:42:23,10.76,0.01,241,259316,买盘
262,14:42:20,10.75,-0.01,359,385925,卖盘
263,14:42:17,10.76,-0.01,131,140956,中性盘
264,14:42:14,10.77,--,34,36618,买盘
265,14:42:11,10.77,0.02,518,557886,买盘
266,14:42:08,10.75,-0.01,438,470850,卖盘
267,14:42:05,10.76,--,207,222732,卖盘
268,14:42:02,10.76,--,185,199748,卖盘
269,14:41:59,10.76,--,411,442279,买盘
270,14:41:56,10.76,0.01,542,584224,买盘
271,14:41:53,10.75,-0.01,223,240112,卖盘
272,14:41:50,10.76,--,541,582116,卖盘
273,14:41:47,10.76,-0.01,647,696172,卖盘
274,14:41:44,10.77,--,139,149703,买盘
275,14:41:41,10.77,0.01,405,436185,买盘
276,14:41:38,10.76,--,186,200824,卖盘
277,14:41:35,10.76,-0.01,97,104415,卖盘
278,14:41:32,10.77,0.01,20,21540,买盘
279,14:41:29,10.76,-0.01,206,222688,卖盘
280,14:41:26,10.77,--,328,353256,卖盘
281,14:41:23,10.77,--,174,187398,卖盘
282,14:41:20,10.77,--,152,163704,卖盘
283,14:41:14,10.77,--,129,138976,卖盘
284,14:41:11,10.77,--,208,225049,卖盘
285,14:41:08,10.77,--,259,278986,卖盘
286,14:41:05,10.77,-0.01,68,74269,卖盘
287,14:41:02,10.78,--,91,98141,买盘
288,14:40:59,10.78,-0.01,1070,1153460,卖盘
289,14:40:56,10.79,-0.01,422,456373,卖盘
290,14:40:53,10.8,--,61,65923,买盘
291,14:40:50,10.8,--,170,184636,买盘
292,14:40:47,10.8,--,250,270388,卖盘
293,14:40:44,10.8,--,152,164160,卖盘
294,14:40:41,10.8,--,296,320673,卖盘
295,14:40:38,10.8,-0.01,145,156600,卖盘
296,14:40:35,10.81,--,231,249711,买盘
297,14:40:32,10.81,0.01,40,43240,买盘
298,14:40:29,10.8,-0.01,162,174960,卖盘
299,14:40:26,10.81,-0.01,535,578335,卖盘
300,14:40:23,10.82,0.01,1,1082,买盘
301,14:40:20,10.81,0.01,417,450777,买盘
302,14:40:17,10.8,-0.01,1651,1783080,卖盘
303,14:40:14,10.81,-0.01,26,28106,卖盘
304,14:40:11,10.82,--,128,138496,买盘
305,14:40:05,10.82,0.01,393,426048,买盘
306,14:40:02,10.81,-0.01,64,70221,卖盘
307,14:39:59,10.82,0.01,31,33585,买盘
308,14:39:56,10.81,-0.01,162,175122,卖盘
309,14:39:53,10.82,0.01,198,214236,买盘
310,14:39:50,10.81,-0.01,154,167511,买盘
311,14:39:47,10.82,0.01,169,182901,买盘
312,14:39:44,10.81,0.01,118,128595,买盘
313,14:39:41,10.8,-0.01,279,301363,卖盘
314,14:39:38,10.81,--,116,125396,买盘
315,14:39:35,10.81,-0.01,282,305879,卖盘
316,14:39:32,10.82,0.01,29,31421,买盘
317,14:39:29,10.81,0.01,316,341596,中性盘
318,14:39:26,10.8,-0.01,426,460080,卖盘
319,14:39:23,10.81,0.01,54,59411,中性盘
320,14:39:20,10.8,--,944,1019520,卖盘
321,14:39:17,10.8,-0.01,366,395280,卖盘
322,14:39:14,10.81,-0.01,85,91928,卖盘
323,14:39:11,10.82,0.01,324,350568,买盘
324,14:39:08,10.81,-0.01,416,449696,卖盘
325,14:39:05,10.82,0.02,1036,1120952,买盘
326,14:39:02,10.8,--,662,714960,卖盘
327,14:38:56,10.8,-0.01,612,660960,卖盘
328,14:38:53,10.81,--,392,423752,买盘
329,14:38:50,10.81,0.01,18,20495,买盘
330,14:38:47,10.8,--,809,873763,卖盘
331,14:38:44,10.8,-0.01,290,314236,卖盘
332,14:38:38,10.81,--,507,548110,买盘
333,14:38:32,10.81,--,1820,1968025,卖盘
334,14:38:29,10.81,-0.01,202,219399,卖盘
335,14:38:26,10.82,--,657,710917,买盘
336,14:38:23,10.82,--,48,52974,买盘
337,14:38:20,10.82,-0.02,202,218564,卖盘
338,14:38:17,10.84,--,78,84552,买盘
339,14:38:14,10.84,--,5,5463,买盘
340,14:38:11,10.84,0.01,22,24888,买盘
341,14:38:08,10.83,-0.01,3595,3893861,卖盘
342,14:38:05,10.84,--,105,113863,买盘
343,14:38:02,10.84,--,142,154968,买盘
344,14:37:59,10.84,-0.01,268,290512,卖盘
345,14:37:56,10.85,--,239,259358,买盘
346,14:37:53,10.85,--,88,95480,买盘
347,14:37:47,10.85,0.01,66,72651,买盘
348,14:37:44,10.84,--,64,69376,卖盘
349,14:37:41,10.84,-0.01,224,242816,卖盘
350,14:37:38,10.85,0.01,45,48868,买盘
351,14:37:35,10.84,--,112,122448,卖盘
352,14:37:32,10.84,-0.01,92,99728,卖盘
353,14:37:29,10.85,--,20,21700,买盘
354,14:37:26,10.85,0.01,63,68398,买盘
355,14:37:23,10.84,-0.02,354,383736,卖盘
356,14:37:20,10.86,0.01,28,30408,买盘
357,14:37:17,10.85,-0.01,40,43400,卖盘
358,14:37:14,10.86,--,30,32580,买盘
359,14:37:11,10.86,--,70,77062,买盘
360,14:37:08,10.86,0.02,180,195480,买盘
361,14:37:05,10.84,-0.02,169,183239,卖盘
362,14:37:02,10.86,-0.01,78,85750,卖盘
363,14:36:59,10.87,--,3377,3670842,买盘
364,14:36:56,10.87,0.01,166,181485,买盘
365,14:36:53,10.86,-0.01,65,70633,卖盘
366,14:36:50,10.87,--,20,21740,买盘
367,14:36:46,10.87,--,20,22783,买盘
368,14:36:43,10.87,--,92,100004,买盘
369,14:36:37,10.87,0.01,42,45654,买盘
370,14:36:34,10.86,-0.02,69,74977,卖盘
371,14:36:31,10.88,0.01,184,200192,买盘
372,14:36:28,10.87,0.01,172,186964,买盘
373,14:36:25,10.86,--,96,104256,卖盘
374,14:36:22,10.86,-0.01,352,383314,卖盘
375,14:36:16,10.87,--,178,193486,买盘
376,14:36:13,10.87,0.01,10,10870,中性盘
377,14:36:10,10.86,-0.01,146,158556,卖盘
378,14:36:07,10.87,--,95,103308,买盘
379,14:36:04,10.87,--,98,106525,买盘
380,14:36:01,10.87,--,76,82612,买盘
381,14:35:58,10.87,--,26,29305,买盘
382,14:35:55,10.87,--,186,202182,卖盘
383,14:35:52,10.87,-0.01,2,2174,卖盘
384,14:35:49,10.88,0.01,52,56576,买盘
385,14:35:46,10.87,--,80,86960,卖盘
386,14:35:43,10.87,-0.01,22,23914,卖盘
387,14:35:40,10.88,0.01,495,538603,买盘
388,14:35:37,10.87,-0.02,84,91308,卖盘
389,14:35:34,10.89,0.01,78,85987,买盘
390,14:35:28,10.88,-0.01,392,426496,卖盘
391,14:35:25,10.89,0.02,30,32670,买盘
392,14:35:22,10.87,-0.01,147,159832,卖盘
393,14:35:19,10.88,-0.01,62,67456,卖盘
394,14:35:16,10.89,0.01,56,62029,买盘
395,14:35:13,10.88,-0.01,217,236139,卖盘
396,14:35:10,10.89,--,142,154638,买盘
397,14:35:07,10.89,--,110,120835,买盘
398,14:35:04,10.89,--,92,100188,买盘
399,14:35:01,10.89,--,21,22912,买盘
400,14:34:58,10.89,--,4,5401,买盘
401,14:34:55,10.89,0.02,20,21780,买盘
402,14:34:52,10.87,-0.02,168,182616,卖盘
403,14:34:49,10.89,--,96,104544,卖盘
404,14:34:46,10.89,-0.01,54,58806,卖盘
405,14:34:43,10.9,--,28,30520,买盘
406,14:34:40,10.9,0.01,17,18573,买盘
407,14:34:37,10.89,--,68,75097,卖盘
408,14:34:34,10.89,-0.01,2829,3080824,卖盘
409,14:34:31,10.9,0.01,112,123126,买盘
410,14:34:28,10.89,-0.02,281,307054,卖盘
411,14:34:25,10.91,0.01,381,415758,买盘
412,14:34:19,10.9,--,84,91560,买盘
413,14:34:16,10.9,--,114,125306,买盘
414,14:34:13,10.9,--,49,53453,买盘
415,14:34:10,10.9,--,226,246340,买盘
416,14:34:07,10.9,-0.01,292,319282,卖盘
417,14:34:04,10.91,--,89,97099,买盘
418,14:34:01,10.91,0.01,274,298934,买盘
419,14:33:58,10.9,--,276,300840,卖盘
420,14:33:55,10.9,-0.01,32,34880,卖盘
421,14:33:52,10.91,--,291,317481,买盘
422,14:33:49,10.91,-0.01,21,22911,卖盘
423,14:33:46,10.92,--,55,60060,买盘
424,14:33:43,10.92,--,80,87360,买盘
425,14:33:40,10.92,--,20,21840,买盘
426,14:33:37,10.92,0.01,29,31668,买盘
427,14:33:34,10.91,-0.01,179,195289,卖盘
428,14:33:31,10.92,0.01,20,21840,买盘
429,14:33:28,10.91,0.01,14,15274,卖盘
430,14:33:25,10.9,--,243,264870,卖盘
431,14:33:22,10.9,-0.01,90,98100,卖盘
432,14:33:19,10.91,--,90,98190,卖盘
433,14:33:13,10.91,0.01,36,40192,买盘
434,14:33:07,10.9,-0.01,454,494860,卖盘
435,14:33:04,10.91,0.01,143,156013,买盘
436,14:33:01,10.9,--,13,14170,卖盘
437,14:32:55,10.9,--,68,74338,买盘
438,14:32:52,10.9,--,312,340080,买盘
439,14:32:49,10.9,0.01,108,117720,买盘
440,14:32:46,10.89,--,230,250470,卖盘
441,14:32:43,10.89,-0.01,176,191664,卖盘
442,14:32:40,10.9,--,20,21800,买盘
443,14:32:37,10.9,0.02,744,810960,买盘
444,14:32:34,10.88,-0.01,228,248064,卖盘
445,14:32:31,10.89,--,95,103498,买盘
446,14:32:28,10.89,0.01,48,53317,中性盘
447,14:32:25,10.88,--,30,32640,卖盘
448,14:32:22,10.88,-0.01,185,201323,卖盘
449,14:32:19,10.89,--,140,153505,卖盘
450,14:32:16,10.89,--,80,87120,卖盘
451,14:32:13,10.89,--,75,81718,买盘
452,14:32:10,10.89,0.01,10,10890,买盘
453,14:32:07,10.88,-0.01,248,269824,卖盘
454,14:32:04,10.89,--,28,30492,买盘
455,14:31:58,10.89,0.02,16,17424,买盘
456,14:31:55,10.87,-0.03,292,317404,卖盘
457,14:31:52,10.9,0.03,152,165680,买盘
458,14:31:49,10.87,-0.03,286,310882,卖盘
459,14:31:46,10.9,0.03,202,221226,买盘
460,14:31:43,10.87,--,896,973951,卖盘
461,14:31:40,10.87,0.01,342,371754,中性盘
462,14:31:34,10.86,-0.02,564,612504,卖盘
463,14:31:31,10.88,0.01,486,528768,买盘
464,14:31:28,10.87,-0.01,199,216356,卖盘
465,14:31:25,10.88,0.01,108,117504,买盘
466,14:31:22,10.87,--,306,332622,买盘
467,14:31:19,10.87,--,144,157571,买盘
468,14:31:16,10.87,--,83,90264,买盘
469,14:31:13,10.87,-0.01,1886,2051125,中性盘
470,14:31:10,10.88,0.01,418,454784,买盘
471,14:31:07,10.87,-0.02,74,80438,卖盘
472,14:31:04,10.89,0.02,132,143748,买盘
473,14:31:01,10.87,-0.01,189,205486,卖盘
474,14:30:58,10.88,--,900,979200,卖盘
475,14:30:55,10.88,-0.01,210,229524,卖盘
476,14:30:49,10.89,0.01,268,291852,买盘
477,14:30:46,10.88,--,333,362347,卖盘
478,14:30:43,10.88,--,676,736532,卖盘
479,14:30:40,10.88,-0.01,249,270955,卖盘
480,14:30:37,10.89,0.01,74,81631,买盘
481,14:30:34,10.88,-0.01,253,275307,卖盘
482,14:30:31,10.89,--,80,87120,卖盘
483,14:30:28,10.89,--,348,380017,卖盘
484,14:30:25,10.89,-0.01,232,252648,卖盘
485,14:30:22,10.9,0.01,315,343393,买盘
486,14:30:19,10.89,--,74,80586,卖盘
487,14:30:16,10.89,-0.01,194,212311,卖盘
488,14:30:13,10.9,--,152,165680,买盘
489,14:30:10,10.9,0.01,91,99233,买盘
490,14:30:07,10.89,-0.01,112,123013,卖盘
491,14:30:04,10.9,--,786,856740,买盘
492,14:30:01,10.9,-0.01,1440,1569774,卖盘
493,14:29:58,10.91,0.01,2226,2428566,买盘
494,14:29:55,10.9,--,274,298660,卖盘
495,14:29:52,10.9,--,305,332450,卖盘
496,14:29:49,10.9,--,216,235440,卖盘
497,14:29:46,10.9,-0.01,124,135160,卖盘
498,14:29:40,10.91,0.01,192,209472,买盘
499,14:29:37,10.9,--,393,428370,卖盘
500,14:29:34,10.9,--,319,347710,卖盘
501,14:29:31,10.9,-0.01,257,280130,卖盘
502,14:29:28,10.91,0.01,182,198562,买盘
503,14:29:25,10.9,-0.01,54,58860,卖盘
504,14:29:22,10.91,0.01,63,68733,中性盘
505,14:29:19,10.9,--,186,202740,卖盘
506,14:29:16,10.9,--,34,37060,卖盘
507,14:29:13,10.9,--,288,313920,卖盘
508,14:29:10,10.9,--,620,675800,卖盘
509,14:29:07,10.9,--,98,106820,卖盘
510,14:29:04,10.9,-0.01,408,444720,卖盘
511,14:28:58,10.91,--,1403,1530673,买盘
512,14:28:55,10.91,-0.01,108,117828,中性盘
513,14:28:52,10.92,--,519,566748,买盘
514,14:28:49,10.92,--,543,592956,买盘
515,14:28:46,10.92,0.02,412,449904,买盘
516,14:28:43,10.9,--,634,691060,卖盘
517,14:28:40,10.9,--,130,141700,卖盘
518,14:28:37,10.9,-0.01,2268,2472120,卖盘
519,14:28:31,10.91,--,19,20729,买盘
520,14:28:28,10.91,0.01,640,698240,买盘
521,14:28:25,10.9,-0.01,731,796790,卖盘
522,14:28:22,10.91,--,342,373122,买盘
523,14:28:19,10.91,0.01,180,196380,买盘
524,14:28:16,10.9,-0.01,122,132980,卖盘
525,14:28:13,10.91,--,110,120010,买盘
526,14:28:10,10.91,--,84,91644,买盘
527,14:28:07,10.91,--,30,32730,买盘
528,14:28:04,10.91,-0.01,430,469130,卖盘
529,14:28:01,10.92,0.01,413,450996,买盘
530,14:27:58,10.91,--,297,324027,卖盘
531,14:27:55,10.91,--,575,627325,卖盘
532,14:27:52,10.91,--,34,37094,卖盘
533,14:27:49,10.91,--,95,103645,卖盘
534,14:27:46,10.91,--,251,273841,卖盘
535,14:27:43,10.91,--,171,186561,卖盘
536,14:27:40,10.91,--,32,34912,卖盘
537,14:27:37,10.91,--,113,123283,卖盘
538,14:27:31,10.91,0.01,30,32730,中性盘
539,14:27:28,10.9,-0.01,162,176580,卖盘
540,14:27:22,10.91,0.01,443,484011,买盘
541,14:27:19,10.9,-0.01,869,947602,卖盘
542,14:27:16,10.91,--,152,165832,卖盘
543,14:27:10,10.91,--,1001,1092091,卖盘
544,14:27:07,10.91,--,65,70915,卖盘
545,14:27:04,10.91,-0.01,1056,1152096,卖盘
546,14:27:01,10.92,--,3308,3612336,买盘
547,14:26:58,10.92,--,72,78624,买盘
548,14:26:55,10.92,0.01,153,167076,买盘
549,14:26:52,10.91,-0.02,1088,1187051,卖盘
550,14:26:49,10.93,0.01,68,75373,买盘
551,14:26:46,10.92,-0.01,96,104832,卖盘
552,14:26:43,10.93,0.01,20,21860,买盘
553,14:26:37,10.92,--,30,32760,卖盘
554,14:26:34,10.92,--,35,38263,卖盘
555,14:26:31,10.92,-0.01,50,54600,卖盘
556,14:26:28,10.93,--,210,229530,买盘
557,14:26:25,10.93,0.01,64,69952,买盘
558,14:26:22,10.92,-0.01,52,56784,卖盘
