,time,price,change,volume,amount,type
40,14:54:41,10.82,--,120,129840,买盘
41,14:54:38,10.82,0.01,12,12984,买盘
42,14:54:35,10.81,--,47,50850,卖盘
43,14:54:32,10.81,-0.01,90,97290,卖盘
44,14:54:29,10.82,--,2,2164,买盘
45,14:54:26,10.82,--,22,24842,买盘
46,14:54:20,10.82,--,376,406832,卖盘
47,14:54:17,10.82,--,17,18437,卖盘
48,14:54:14,10.82,--,20,22678,卖盘
49,14:54:11,10.82,--,1,1125,卖盘
50,14:54:08,10.82,--,0,1038,卖盘
51,14:54:05,10.82,--,25,27093,卖盘
52,14:54:02,10.82,-0.01,6,6492,卖盘
53,14:53:59,10.83,0.01,44,47652,买盘
54,14:53:56,10.82,0.01,10,10820,买盘
55,14:53:50,10.81,-0.01,26,29143,卖盘
56,14:53:47,10.82,0.01,1,1125,买盘
57,14:53:41,10.81,-0.01,249,269255,卖盘
58,14:53:35,10.82,0.01,2,2164,买盘
59,14:53:32,10.81,-0.01,39,42375,卖盘
60,14:53:29,10.82,0.01,20,21640,买盘
61,14:53:23,10.81,-0.01,50,54050,卖盘
62,14:53:20,10.82,0.01,20,21640,买盘
63,14:53:17,10.81,-0.01,32,34592,卖盘
64,14:53:14,10.82,-0.01,40,43280,卖盘
65,14:53:11,10.83,--,32,34656,买盘
66,14:53:08,10.83,0.02,14,15162,买盘
67,14:53:05,10.81,-0.01,57,61617,卖盘
68,14:53:02,10.82,0.01,11,11902,买盘
69,14:52:59,10.81,-0.01,182,196742,卖盘
70,14:52:56,10.82,0.01,20,21640,中性盘
71,14:52:53,10.81,-0.01,1747,1889198,卖盘
72,14:52:41,10.82,--,148,160136,买盘
73,14:52:32,10.82,--,3,3289,买盘
74,14:52:29,10.82,-0.01,164,178486,卖盘
75,14:52:20,10.83,0.01,8,8664,买盘
76,14:52:17,10.82,--,20,21640,卖盘
77,14:52:14,10.82,--,68,73576,卖盘
78,14:52:11,10.82,0.01,407,440417,买盘
79,14:52:08,10.81,--,0,1037,卖盘
80,14:52:05,10.81,--,1,1124,卖盘
81,14:52:02,10.81,--,100,108100,卖盘
82,14:51:59,10.81,--,32,35629,卖盘
83,14:51:56,10.81,--,10,10810,卖盘
84,14:51:53,10.81,--,99,107754,卖盘
85,14:51:47,10.81,--,220,237820,卖盘
86,14:51:44,10.81,--,4,4324,卖盘
87,14:51:41,10.81,-0.01,1,1081,卖盘
88,14:51:38,10.82,0.01,18,19476,买盘
89,14:51:32,10.81,-0.01,203,219443,卖盘
90,14:51:26,10.82,0.01,2,2164,买盘
91,14:51:23,10.81,--,11,11891,卖盘
92,14:51:17,10.81,--,30,32430,卖盘
93,14:51:14,10.81,--,140,151340,卖盘
94,14:51:11,10.81,-0.01,542,585902,卖盘
95,14:51:08,10.82,0.01,20,21640,买盘
96,14:51:05,10.81,-0.01,439,475250,卖盘
97,14:51:02,10.82,0.01,109,117938,买盘
98,14:50:59,10.81,-0.01,94,101614,卖盘
99,14:50:56,10.82,--,10,10820,买盘
100,14:50:47,10.82,0.01,19,20558,买盘
101,14:50:35,10.81,-0.01,188,203228,卖盘
102,14:50:29,10.82,--,62,67084,买盘
103,14:50:23,10.82,0.01,7,7574,买盘
104,14:50:20,10.81,--,6,6486,卖盘
105,14:50:17,10.81,-0.01,123,132963,卖盘
106,14:50:14,10.82,0.01,25,27352,买盘
107,14:50:11,10.81,-0.01,152,164830,卖盘
108,14:50:08,10.82,--,32,34624,卖盘
109,14:50:05,10.82,--,129,139578,卖盘
110,14:50:02,10.82,-0.01,54,58428,卖盘
111,14:49:59,10.83,0.01,36,38988,买盘
112,14:49:56,10.82,-0.01,14,15148,卖盘
113,14:49:53,10.83,0.01,242,262086,买盘
114,14:49:47,10.82,--,75,81712,卖盘
115,14:49:44,10.82,--,184,199088,卖盘
116,14:49:41,10.82,--,2,2164,卖盘
117,14:49:38,10.82,-0.01,20,21640,卖盘
118,14:49:29,10.83,0.01,111,120213,买盘
119,14:49:26,10.82,--,130,141092,卖盘
120,14:49:23,10.82,--,28,30296,卖盘
121,14:49:20,10.82,--,163,176366,卖盘
122,14:49:17,10.82,--,75,81150,卖盘
123,14:49:11,10.82,-0.01,1,1082,卖盘
124,14:49:08,10.83,--,261,283182,卖盘
125,14:49:05,10.83,--,18,19494,卖盘
126,14:49:02,10.83,--,255,276165,卖盘
127,14:48:56,10.83,-0.01,64,69312,卖盘
128,14:48:53,10.84,--,62,67771,买盘
129,14:48:50,10.84,--,5,5420,买盘
130,14:48:47,10.84,--,20,21680,买盘
131,14:48:44,10.84,--,464,503106,卖盘
132,14:48:41,10.84,--,24,26016,卖盘
133,14:48:38,10.84,--,200,216800,卖盘
134,14:48:35,10.84,--,649,703732,卖盘
135,14:48:32,10.84,--,51,55327,卖盘
136,14:48:29,10.84,--,102,111608,卖盘
137,14:48:23,10.84,--,329,356679,卖盘
138,14:48:20,10.84,--,410,444440,卖盘
139,14:48:14,10.84,--,264,287216,卖盘
140,14:48:11,10.84,--,109,118199,卖盘
141,14:48:08,10.84,--,351,380874,卖盘
142,14:48:02,10.84,--,181,196247,卖盘
143,14:47:59,10.84,--,336,364224,卖盘
144,14:47:56,10.84,--,144,156096,卖盘
145,14:47:53,10.84,--,665,721423,卖盘
146,14:47:50,10.84,--,248,269005,卖盘
147,14:47:47,10.84,--,248,269265,卖盘
148,14:47:38,10.84,--,557,603831,卖盘
149,14:47:35,10.84,--,24,26016,卖盘
150,14:47:29,10.84,--,54,59576,卖盘
151,14:47:26,10.84,-0.01,7,7631,卖盘
152,14:47:23,10.85,--,12,14061,买盘
153,14:47:20,10.85,0.01,7,7638,买盘
154,14:47:17,10.84,--,4,5376,卖盘
155,14:47:14,10.84,--,55,59663,卖盘
156,14:47:11,10.84,-0.01,6,6504,卖盘
157,14:47:08,10.85,--,146,159451,买盘
158,14:47:05,10.85,0.01,60,65100,买盘
159,14:47:02,10.84,--,9,9799,卖盘
160,14:46:59,10.84,--,99,107836,卖盘
161,14:46:53,10.84,--,100,108400,卖盘
162,14:46:50,10.84,--,16,17344,卖盘
163,14:46:47,10.84,-0.01,3,3252,卖盘
164,14:46:38,10.85,0.01,78,84630,买盘
165,14:46:35,10.84,--,74,80216,卖盘
166,14:46:32,10.84,-0.01,227,246328,卖盘
167,14:46:29,10.85,0.01,8,8680,买盘
168,14:46:26,10.84,-0.01,34,36856,卖盘
169,14:46:23,10.85,--,438,475230,买盘
170,14:46:17,10.85,0.01,24,26040,买盘
171,14:46:11,10.84,--,9,9756,卖盘
172,14:46:08,10.84,--,5,5420,卖盘
173,14:46:05,10.84,-0.01,10,10840,卖盘
174,14:46:02,10.85,--,20,21700,买盘
175,14:45:59,10.85,0.01,2,2170,卖盘
176,14:45:56,10.84,--,7,7588,卖盘
177,14:45:53,10.84,--,30,33040,卖盘
178,14:45:50,10.84,--,401,434684,卖盘
179,14:45:44,10.84,-0.02,1377,1492754,卖盘
180,14:45:38,10.86,0.02,0,1042,中性盘
181,14:45:35,10.84,--,40,43360,卖盘
182,14:45:32,10.84,-0.02,626,678930,卖盘
183,14:45:29,10.86,--,91,99781,买盘
184,14:45:26,10.86,--,613,665718,买盘
185,14:45:20,10.86,--,389,422454,买盘
186,14:45:11,10.86,--,52,56472,买盘
187,14:45:05,10.86,0.01,21,22806,买盘
188,14:45:02,10.85,-0.01,86,93874,卖盘
189,14:44:59,10.86,0.01,36,39096,买盘
190,14:44:53,10.85,--,87,94872,买盘
191,14:44:35,10.85,--,4,4340,买盘
192,14:44:32,10.85,-0.01,316,343077,卖盘
193,14:44:29,10.86,--,173,188008,卖盘
194,14:44:26,10.86,--,296,321890,卖盘
195,14:44:20,10.86,--,20,21720,卖盘
196,14:44:17,10.86,--,16,17376,卖盘
197,14:44:14,10.86,--,0,1042,卖盘
198,14:44:11,10.86,--,18,19548,卖盘
199,14:44:08,10.86,0.01,174,189572,买盘
200,14:44:05,10.85,-0.01,6,6510,卖盘
201,14:44:02,10.86,--,300,326842,买盘
202,14:43:59,10.86,--,70,76020,买盘
203,14:43:53,10.86,--,13,14161,买盘
204,14:43:47,10.86,0.01,20,21720,中性盘
205,14:43:38,10.85,--,4,5381,卖盘
206,14:43:35,10.85,-0.01,513,556648,卖盘
207,14:43:32,10.86,--,36,39269,卖盘
208,14:43:29,10.86,--,67,73413,卖盘
209,14:43:23,10.86,0.01,36,39096,买盘
210,14:43:20,10.85,0.01,5,5425,中性盘
211,14:43:17,10.84,--,1,1084,卖盘
212,14:43:14,10.84,-0.03,2,2168,卖盘
213,14:43:08,10.87,0.01,27,29348,买盘
214,14:43:05,10.86,0.02,5,5430,买盘
215,14:43:02,10.84,--,62,67771,卖盘
216,14:42:59,10.84,--,122,132248,卖盘
217,14:42:53,10.84,0.01,905,981236,买盘
218,14:42:50,10.83,-0.01,5,5415,卖盘
219,14:42:47,10.84,--,19,20596,买盘
220,14:42:44,10.84,--,3,3252,买盘
221,14:42:32,10.84,--,572,620568,卖盘
222,14:42:29,10.84,-0.01,34,36856,卖盘
223,14:42:26,10.85,--,28,30380,买盘
224,14:42:20,10.85,--,13,14105,买盘
225,14:42:14,10.85,-0.02,15,16275,中性盘
226,14:42:08,10.87,0.02,154,167963,买盘
227,14:41:59,10.85,-0.02,10,10850,中性盘
228,14:41:41,10.87,--,47,52002,卖盘
229,14:41:37,10.87,-0.01,309,335883,卖盘
230,14:41:34,10.88,0.01,20,21760,买盘
231,14:41:31,10.87,--,3803,4134165,卖盘
232,14:41:25,10.87,--,62,68437,卖盘
233,14:41:22,10.87,--,1,1130,卖盘
234,14:41:19,10.87,0.05,6842,7438210,买盘
235,14:41:16,10.82,-0.01,40,43280,卖盘
236,14:41:13,10.83,-0.01,1177,1275427,卖盘
237,14:41:04,10.84,-0.01,86,93787,卖盘
238,14:41:01,10.85,--,20,21700,买盘
239,14:40:58,10.85,--,37,40145,买盘
240,14:40:55,10.85,0.01,45,48825,买盘
241,14:40:52,10.84,-0.01,36,39024,卖盘
242,14:40:49,10.85,--,104,112926,卖盘
243,14:40:46,10.85,--,514,557690,卖盘
244,14:40:43,10.85,--,19,20875,卖盘
245,14:40:40,10.85,-0.01,2018,2189530,卖盘
246,14:40:37,10.86,0.01,10,10860,买盘
247,14:40:34,10.85,-0.01,206,224551,卖盘
248,14:40:31,10.86,0.01,471,512027,买盘
249,14:40:28,10.85,-0.01,845,916825,卖盘
250,14:40:19,10.86,0.01,1,1086,买盘
251,14:40:16,10.85,-0.01,81,87885,卖盘
252,14:40:13,10.86,--,17,18462,买盘
253,14:40:10,10.86,0.01,60,65724,买盘
254,14:40:07,10.85,--,160,173600,卖盘
255,14:40:04,10.85,-0.01,155,168956,卖盘
256,14:40:01,10.86,0.01,5,5430,买盘
257,14:39:55,10.85,-0.01,238,258230,卖盘
258,14:39:52,10.86,0.01,8,8688,买盘
259,14:39:49,10.85,--,268,290780,卖盘
260,14:39:46,10.85,--,228,247380,买盘
261,14:39:40,10.85,0.01,27,29295,买盘
262,14:39:37,10.84,-0.01,3,3252,卖盘
263,14:39:31,10.85,0.01,282,306360,买盘
264,14:39:28,10.84,-0.01,34,36856,卖盘
265,14:39:25,10.85,0.01,4,4340,买盘
266,14:39:22,10.84,-0.01,2,2168,卖盘
267,14:39:19,10.85,0.01,6,6510,买盘
268,14:39:16,10.84,-0.01,20,21680,卖盘
269,14:39:13,10.85,0.01,5,5425,买盘
270,14:39:10,10.84,-0.01,99,107879,卖盘
271,14:39:07,10.85,0.01,62,67270,买盘
272,14:39:04,10.84,-0.01,10,10840,卖盘
273,14:38:58,10.85,0.01,82,88970,买盘
274,14:38:52,10.84,-0.01,4,4336,卖盘
275,14:38:43,10.85,--,27,29295,买盘
276,14:38:37,10.85,--,140,151900,买盘
277,14:38:34,10.85,0.01,2,2170,买盘
278,14:38:31,10.84,--,253,274772,卖盘
279,14:38:28,10.84,-0.01,119,129863,卖盘
280,14:38:25,10.85,--,15,16275,买盘
281,14:38:22,10.85,-0.01,20,21700,中性盘
282,14:38:16,10.86,0.01,133,145350,买盘
283,14:38:13,10.85,--,12,13020,买盘
284,14:38:10,10.85,-0.01,31,34372,卖盘
285,14:38:07,10.86,--,4,4344,买盘
286,14:38:04,10.86,0.01,102,110772,买盘
287,14:38:01,10.85,--,10,10850,卖盘
288,14:37:58,10.85,--,34,36890,卖盘
289,14:37:49,10.85,-0.01,100,108500,卖盘
290,14:37:46,10.86,--,1,1086,买盘
291,14:37:43,10.86,--,17,18462,买盘
292,14:37:40,10.86,--,21,22806,卖盘
293,14:37:34,10.86,-0.01,6,6516,卖盘
294,14:37:31,10.87,0.02,71,77568,买盘
295,14:37:28,10.85,--,515,559209,卖盘
296,14:37:22,10.85,-0.01,60,65100,卖盘
297,14:37:19,10.86,--,10,10860,卖盘
298,14:37:16,10.86,--,262,284532,买盘
299,14:37:13,10.86,--,58,63596,买盘
300,14:37:07,10.86,0.01,2,2172,买盘
301,14:36:58,10.85,0.01,138,150771,买盘
302,14:36:55,10.84,-0.02,23,25278,卖盘
303,14:36:49,10.86,0.01,28,30408,买盘
304,14:36:46,10.85,0.01,10,10850,买盘
305,14:36:43,10.84,--,141,153407,买盘
306,14:36:40,10.84,--,15,16260,买盘
307,14:36:34,10.84,--,3,3252,买盘
308,14:36:31,10.84,-0.01,812,880728,卖盘
309,14:36:28,10.85,-0.01,71,77035,卖盘
310,14:36:22,10.86,0.01,10,10860,买盘
311,14:36:19,10.85,--,80,86800,卖盘
312,14:36:16,10.85,--,92,100384,卖盘
313,14:36:13,10.85,--,703,762755,卖盘
314,14:36:10,10.85,-0.01,2,2170,卖盘
315,14:36:04,10.86,0.01,3,3258,买盘
316,14:36:01,10.85,0.02,1,1085,卖盘
317,14:35:58,10.83,-0.01,34,36822,卖盘
318,14:35:55,10.84,-0.02,1,1084,中性盘
319,14:35:49,10.86,0.01,139,150954,买盘
320,14:35:43,10.85,--,27,29295,买盘
321,14:35:40,10.85,--,3,3255,买盘
322,14:35:34,10.85,0.03,21,22785,买盘
323,14:35:31,10.82,-0.01,1936,2094881,卖盘
324,14:35:28,10.83,-0.03,34,36822,中性盘
325,14:35:22,10.86,0.04,2003,2175258,买盘
326,14:35:16,10.82,--,518,560476,卖盘
327,14:35:13,10.82,-0.01,24,25968,卖盘
328,14:35:10,10.83,0.01,320,346560,买盘
329,14:35:07,10.82,--,11,11902,卖盘
330,14:35:04,10.82,-0.01,59,63838,卖盘
331,14:35:01,10.83,0.01,650,703950,买盘
332,14:34:58,10.82,--,131,141742,卖盘
333,14:34:55,10.82,-0.01,31,33542,卖盘
334,14:34:52,10.83,--,17,18411,买盘
335,14:34:46,10.83,0.01,11,11913,买盘
336,14:34:40,10.82,-0.01,182,196924,卖盘
337,14:34:34,10.83,0.01,104,112632,买盘
338,14:34:31,10.82,-0.03,2267,2453499,卖盘
339,14:34:28,10.85,--,51,55378,卖盘
340,14:34:25,10.85,--,74,80290,卖盘
341,14:34:22,10.85,-0.01,150,162750,卖盘
342,14:34:19,10.86,--,34,37966,买盘
343,14:34:16,10.86,--,8908,9674088,卖盘
344,14:34:13,10.86,-0.01,42,45612,卖盘
345,14:34:04,10.87,0.01,25,27218,买盘
346,14:34:01,10.86,--,26,29278,卖盘
347,14:33:58,10.86,--,84,91224,卖盘
348,14:33:55,10.86,--,70,76020,卖盘
349,14:33:52,10.86,-0.01,46,49956,卖盘
350,14:33:49,10.87,--,86,93482,买盘
351,14:33:46,10.87,0.01,11,12000,买盘
352,14:33:40,10.86,--,30,32580,卖盘
353,14:33:37,10.86,--,170,185662,卖盘
354,14:33:34,10.86,-0.01,68,73848,卖盘
355,14:33:31,10.87,0.02,1491,1620934,买盘
356,14:33:28,10.85,--,192,208406,卖盘
357,14:33:25,10.85,--,4,4340,卖盘
358,14:33:22,10.85,--,305,331489,卖盘
359,14:33:19,10.85,-0.01,278,301630,卖盘
360,14:33:13,10.86,0.01,102,110772,买盘
361,14:33:10,10.85,--,100,108500,卖盘
362,14:33:07,10.85,-0.01,30,33591,卖盘
363,14:33:04,10.86,--,1,1129,买盘
364,14:33:01,10.86,0.01,42,45612,买盘
365,14:32:55,10.85,--,282,307011,卖盘
366,14:32:52,10.85,--,31,33678,卖盘
367,14:32:49,10.85,-0.01,4,5381,卖盘
368,14:32:46,10.86,0.01,15,16333,买盘
369,14:32:43,10.85,-0.01,2,3211,卖盘
370,14:32:40,10.86,0.01,328,356208,买盘
371,14:32:37,10.85,-0.01,210,227850,卖盘
372,14:32:34,10.86,0.01,86,93396,买盘
373,14:32:31,10.85,--,79,86149,卖盘
374,14:32:28,10.85,--,1118,1214028,卖盘
375,14:32:25,10.85,--,10,10850,卖盘
376,14:32:22,10.85,--,57,62409,卖盘
377,14:32:19,10.85,--,1,1085,卖盘
378,14:32:16,10.85,--,3,3255,卖盘
379,14:32:13,10.85,-0.01,3,3255,卖盘
380,14:32:10,10.86,0.01,12,13032,买盘
381,14:32:07,10.85,-0.01,6,6510,卖盘
382,14:32:04,10.86,0.01,29,31494,买盘
383,14:32:01,10.85,--,4,4340,卖盘
384,14:31:58,10.85,--,44,47740,卖盘
385,14:31:55,10.85,-0.01,2012,2183020,卖盘
386,14:31:52,10.86,0.01,248,269328,买盘
387,14:31:46,10.85,-0.01,5,5425,卖盘
388,14:31:43,10.86,0.01,86,93396,买盘
389,14:31:40,10.85,-0.01,48,52080,卖盘
390,14:31:37,10.86,--,206,223716,买盘
391,14:31:31,10.86,0.01,5,5430,买盘
392,14:31:28,10.85,-0.03,996,1080660,卖盘
393,14:31:25,10.88,--,78,85473,买盘
394,14:31:22,10.88,0.01,18,20628,买盘
395,14:31:19,10.87,0.01,150,163050,中性盘
396,14:31:16,10.86,-0.02,3,3301,卖盘
397,14:31:13,10.88,0.02,22,24414,买盘
398,14:31:07,10.86,0.01,32,35316,中性盘
399,14:31:04,10.85,--,26,28210,卖盘
400,14:31:01,10.85,-0.01,59,64058,卖盘
401,14:30:58,10.86,-0.03,42,45612,卖盘
402,14:30:55,10.89,0.03,714,778591,买盘
403,14:30:52,10.86,0.01,594,645084,买盘
404,14:30:49,10.85,--,20,21700,卖盘
405,14:30:46,10.85,--,133,144348,卖盘
406,14:30:43,10.85,0.02,1044,1133043,买盘
407,14:30:40,10.83,0.01,120,129960,买盘
408,14:30:37,10.82,-0.01,57,61674,卖盘
409,14:30:31,10.83,--,25,27075,买盘
410,14:30:28,10.83,-0.01,160,173280,卖盘
411,14:30:22,10.84,-0.01,45,48780,卖盘
412,14:30:19,10.85,--,92,99820,买盘
413,14:30:16,10.85,-0.01,7,7595,中性盘
414,14:30:13,10.86,0.01,56,60816,买盘
415,14:30:10,10.85,--,53,57505,卖盘
416,14:30:07,10.85,-0.01,4,4340,卖盘
417,14:30:04,10.86,--,12,13032,买盘
418,14:29:58,10.86,--,131,142743,卖盘
419,14:29:55,10.86,--,1,1086,卖盘
420,14:29:52,10.86,--,586,636396,卖盘
421,14:29:49,10.86,--,16,17376,卖盘
422,14:29:46,10.86,--,22,23892,卖盘
423,14:29:43,10.86,-0.01,3,3258,卖盘
424,14:29:40,10.87,0.01,30,32609,买盘
425,14:29:37,10.86,-0.01,71,77106,卖盘
426,14:29:34,10.87,--,37,40219,买盘
427,14:29:31,10.87,-0.01,1694,1841377,卖盘
428,14:29:25,10.88,--,41,44608,卖盘
429,14:29:22,10.88,-0.01,315,342720,卖盘
430,14:29:19,10.89,0.01,15,16335,买盘
431,14:29:16,10.88,--,113,122944,卖盘
432,14:29:13,10.88,--,14,15232,卖盘
433,14:29:10,10.88,--,81,88128,卖盘
434,14:29:07,10.88,--,33,35904,卖盘
435,14:29:04,10.88,--,182,198016,卖盘
436,14:29:01,10.88,--,6,6528,卖盘
437,14:28:58,10.88,--,156,169728,卖盘
438,14:28:55,10.88,-0.01,9,9792,卖盘
439,14:28:52,10.89,0.02,141,153549,买盘
440,14:28:49,10.87,-0.01,4,4348,卖盘
441,14:28:46,10.88,0.01,39,42432,买盘
442,14:28:40,10.87,--,65,70655,卖盘
443,14:28:37,10.87,0.01,104,113047,买盘
444,14:28:34,10.86,-0.04,3441,3737490,卖盘
445,14:28:28,10.9,0.04,2638,2875943,买盘
446,14:28:25,10.86,-0.01,14,15204,卖盘
447,14:28:22,10.87,-0.01,154,167398,卖盘
448,14:28:10,10.88,-0.01,22,23936,中性盘
449,14:28:07,10.89,--,88,95832,买盘
450,14:28:04,10.89,0.02,2,2178,买盘
451,14:28:01,10.87,-0.02,55,59784,卖盘
452,14:27:58,10.89,0.01,97,105633,买盘
453,14:27:55,10.88,-0.01,20,21760,卖盘
454,14:27:52,10.89,--,148,161172,买盘
455,14:27:49,10.89,0.03,7,7623,买盘
456,14:27:46,10.86,-0.02,121,131406,卖盘
457,14:27:43,10.88,--,23,25024,买盘
458,14:27:40,10.88,0.02,385,418880,买盘
459,14:27:37,10.86,--,30,32580,卖盘
460,14:27:34,10.86,--,6,6516,卖盘
461,14:27:31,10.86,-0.04,3839,4169371,卖盘
462,14:27:28,10.9,--,450,490500,卖盘
463,14:27:25,10.9,0.05,5038,5491420,买盘
464,14:27:22,10.85,--,41,44485,卖盘
465,14:27:19,10.85,-0.01,30,32550,卖盘
466,14:27:16,10.86,0.01,190,207165,买盘
467,14:27:13,10.85,--,37,40188,卖盘
468,14:27:10,10.85,--,394,428531,卖盘
469,14:27:04,10.85,--,6119,6639158,卖盘
470,14:27:01,10.85,-0.01,544,590240,卖盘
471,14:26:58,10.86,0.01,130,142222,买盘
472,14:26:55,10.85,-0.01,53,57548,卖盘
473,14:26:52,10.86,--,166,180276,买盘
474,14:26:49,10.86,0.01,314,341004,买盘
475,14:26:46,10.85,--,136,147560,卖盘
476,14:26:43,10.85,--,12,14061,卖盘
477,14:26:40,10.85,--,806,874510,卖盘
478,14:26:37,10.85,-0.01,21,22828,卖盘
479,14:26:34,10.86,0.01,191,207947,买盘
480,14:26:31,10.85,--,132,143220,卖盘
481,14:26:28,10.85,--,3338,3622728,卖盘
482,14:26:25,10.85,--,48,52080,卖盘
483,14:26:22,10.85,--,612,664020,卖盘
484,14:26:16,10.85,-0.01,629,682465,卖盘
485,14:26:13,10.86,0.01,10,10860,买盘
486,14:26:10,10.85,-0.01,1102,1195670,卖盘
487,14:26:04,10.86,0.01,381,414634,买盘
488,14:26:01,10.85,--,193,209405,卖盘
489,14:25:55,10.85,--,567,615195,卖盘
490,14:25:52,10.85,--,1594,1729576,卖盘
491,14:25:49,10.85,--,49,53165,卖盘
492,14:25:46,10.85,-0.01,143,155155,卖盘
493,14:25:43,10.86,0.01,151,163986,买盘
494,14:25:40,10.85,--,165,179025,卖盘
495,14:25:37,10.85,0.06,1919,2082418,买盘
496,14:25:34,10.79,-0.01,1056,1139985,卖盘
497,14:25:31,10.8,--,43,46440,买盘
498,14:25:28,10.8,-0.02,1990,2150020,卖盘
499,14:25:25,10.82,0.01,100,108200,买盘
500,14:25:22,10.81,--,55,59455,卖盘
501,14:25:19,10.81,--,131,141611,卖盘
502,14:25:16,10.81,--,6009,6495988,买盘
503,14:25:13,10.81,0.01,22,23782,买盘
504,14:25:10,10.8,--,349,376920,卖盘
505,14:25:07,10.8,--,1,1080,卖盘
506,14:24:58,10.8,-0.01,34,36720,卖盘
507,14:24:55,10.81,--,2,2162,买盘
508,14:24:52,10.81,0.02,62,67022,买盘
509,14:24:46,10.79,-0.02,3,3841,卖盘
510,14:24:43,10.81,0.02,100,108100,买盘
511,14:24:37,10.79,-0.02,61,66380,卖盘
512,14:24:34,10.81,--,55,59455,买盘
513,14:24:31,10.81,--,629,680165,买盘
514,14:24:25,10.81,--,2,2162,买盘
515,14:24:22,10.81,--,4,4324,卖盘
516,14:24:19,10.81,--,180,194580,卖盘
517,14:24:13,10.81,--,136,147016,买盘
518,14:24:07,10.81,0.01,5,5405,买盘
519,14:24:04,10.8,--,5,5400,买盘
520,14:23:58,10.8,0.01,5,5400,中性盘
521,14:23:52,10.79,-0.02,20,21580,卖盘
522,14:23:49,10.81,--,42,45402,买盘
523,14:23:46,10.81,0.02,179,193499,买盘
524,14:23:37,10.79,-0.01,56,60985,卖盘
525,14:23:34,10.8,0.04,131,142300,买盘
526,14:23:31,10.76,--,399,429324,买盘
527,14:23:28,10.76,-0.01,680,732196,卖盘
528,14:23:25,10.77,-0.02,13,14561,中性盘
529,14:23:13,10.79,-0.03,1,1079,中性盘
530,14:23:07,10.82,0.05,3041,3290362,买盘
531,14:23:04,10.77,0.01,50,53850,买盘
532,14:23:01,10.76,--,1,1076,卖盘
533,14:22:58,10.76,-0.01,4,4304,中性盘
534,14:22:52,10.77,0.01,30,32310,买盘
535,14:22:49,10.76,--,4,4304,买盘
536,14:22:46,10.76,--,31,33356,买盘
537,14:22:43,10.76,0.01,59,64043,买盘
538,14:22:40,10.75,-0.01,219,235425,卖盘
539,14:22:37,10.76,--,18,19368,买盘
540,14:22:34,10.76,--,1,1076,买盘
541,14:22:31,10.76,--,310,333603,买盘
542,14:22:25,10.76,0.01,160,172160,买盘
543,14:22:22,10.75,--,60,64500,卖盘
544,14:22:19,10.75,-0.01,2,2150,卖盘
545,14:22:13,10.76,0.01,2,2152,买盘
546,14:22:04,10.75,--,44,47300,买盘
547,14:22:01,10.75,--,29,31175,买盘
548,14:21:58,10.75,--,20,21500,买盘
549,14:21:55,10.75,--,128,137600,买盘
550,14:21:52,10.75,--,4,4300,买盘
551,14:21:49,10.75,--,100,107500,买盘
552,14:21:46,10.75,--,62,67166,卖盘
553,14:21:39,10.75,--,56,60974,买盘
554,14:21:36,10.75,0.01,8,8600,买盘
555,14:21:33,10.74,0.01,7,8119,买盘
556,14:21:30,10.73,--,554,594742,卖盘
557,14:21:15,10.73,--,30,32190,卖盘
