,time,price,change,volume,amount,type
558,14:21:12,10.73,0.01,148,159576,买盘
559,14:21:09,10.72,-0.03,6,6432,卖盘
560,14:21:06,10.75,0.03,14,15050,买盘
561,14:21:00,10.72,-0.01,181,194032,卖盘
562,14:20:48,10.73,--,20,21460,卖盘
563,14:20:45,10.73,0.01,310,333059,买盘
564,14:20:42,10.72,-0.01,410,440463,卖盘
565,14:20:39,10.73,--,10,10730,买盘
566,14:20:36,10.73,--,20,21460,买盘
567,14:20:33,10.73,--,28,30044,买盘
568,14:20:27,10.73,--,634,680282,买盘
569,14:20:24,10.73,--,10,10730,买盘
570,14:20:21,10.73,--,20,21460,买盘
571,14:20:18,10.73,--,74,79402,买盘
572,14:20:15,10.73,-0.02,380,407997,卖盘
573,14:20:12,10.75,--,21,22575,买盘
574,14:20:06,10.75,0.01,67,72025,买盘
575,14:20:00,10.74,--,40,43518,买盘
576,14:19:57,10.74,--,7,7518,买盘
577,14:19:54,10.74,--,3,3222,买盘
578,14:19:51,10.74,--,7,7518,买盘
579,14:19:48,10.74,--,5,5370,买盘
580,14:19:45,10.74,-0.01,5,5370,中性盘
581,14:19:42,10.75,--,943,1013725,买盘
582,14:19:36,10.75,--,4,4300,买盘
583,14:19:33,10.75,--,3,3225,买盘
584,14:19:30,10.75,0.01,30,32250,买盘
585,14:19:27,10.74,-0.01,279,299946,卖盘
586,14:19:18,10.75,0.01,30,32250,买盘
587,14:19:15,10.74,-0.01,110,118140,卖盘
588,14:19:12,10.75,--,72,77400,买盘
589,14:19:09,10.75,--,12,12900,买盘
590,14:19:06,10.75,--,31,33325,买盘
591,14:18:57,10.75,0.01,4,4300,买盘
592,14:18:54,10.74,-0.01,131,141467,卖盘
593,14:18:51,10.75,--,107,115025,买盘
594,14:18:48,10.75,--,81,87376,卖盘
595,14:18:45,10.75,-0.01,56,60802,卖盘
596,14:18:39,10.76,0.01,58,62580,买盘
597,14:18:33,10.75,--,9,9675,买盘
598,14:18:30,10.75,0.01,233,251464,买盘
599,14:18:12,10.74,-0.01,5,5370,卖盘
600,14:18:09,10.75,--,4,4300,买盘
601,14:18:06,10.75,0.01,24,25800,买盘
602,14:18:03,10.74,-0.01,4,4296,卖盘
603,14:18:00,10.75,0.01,2,2150,买盘
604,14:17:51,10.74,-0.01,56,60702,中性盘
605,14:17:39,10.75,0.01,117,125775,买盘
606,14:17:36,10.74,--,5,5370,买盘
607,14:17:33,10.74,--,2,2148,买盘
608,14:17:30,10.74,-0.01,10,10740,买盘
609,14:17:27,10.75,--,281,302118,买盘
610,14:17:21,10.75,--,35,37625,买盘
611,14:17:18,10.75,--,20,21500,买盘
612,14:17:15,10.75,0.01,6,6450,买盘
613,14:17:12,10.74,-0.01,126,135324,卖盘
614,14:17:09,10.75,--,20,21500,买盘
615,14:17:03,10.75,0.01,5,5375,买盘
616,14:16:57,10.74,--,4,4854,买盘
617,14:16:54,10.74,--,1,1074,买盘
618,14:16:51,10.74,--,51,54774,卖盘
619,14:16:42,10.74,-0.01,34,36516,卖盘
620,14:16:33,10.75,0.02,294,316050,买盘
621,14:16:27,10.73,--,60,65238,卖盘
622,14:16:24,10.73,-0.01,124,133137,卖盘
623,14:16:21,10.74,-0.01,132,141768,中性盘
624,14:16:09,10.75,0.02,44,47300,买盘
625,14:16:06,10.73,--,7,7511,卖盘
626,14:16:03,10.73,-0.01,33,35409,卖盘
627,14:15:57,10.74,--,20,21480,买盘
628,14:15:54,10.74,-0.01,1,1074,卖盘
629,14:15:48,10.75,--,10,10750,买盘
630,14:15:42,10.75,--,35,37625,买盘
631,14:15:39,10.75,--,9,9847,买盘
632,14:15:27,10.75,0.02,10,10750,买盘
633,14:15:24,10.73,-0.01,313,336578,卖盘
634,14:15:21,10.74,--,11,12372,买盘
635,14:15:18,10.74,-0.01,32,34883,卖盘
636,14:15:12,10.75,0.01,2,2150,买盘
637,14:15:09,10.74,-0.01,10,10740,卖盘
638,14:15:06,10.75,0.01,4,4300,买盘
639,14:15:03,10.74,--,20,21480,卖盘
640,14:14:57,10.74,--,20,21480,卖盘
641,14:14:54,10.74,--,83,89700,卖盘
642,14:14:51,10.74,--,52,55848,卖盘
643,14:14:39,10.74,--,10,10740,卖盘
644,14:14:36,10.74,0.01,10,10740,卖盘
645,14:14:33,10.73,-0.02,121,129833,卖盘
646,14:14:30,10.75,0.01,638,686366,买盘
647,14:14:24,10.74,0.01,40,42960,买盘
648,14:14:18,10.73,--,20,21460,卖盘
649,14:14:12,10.73,--,51,54723,卖盘
650,14:14:06,10.73,-0.01,20,21460,卖盘
651,14:14:03,10.74,0.01,6,6444,买盘
652,14:14:00,10.73,0.01,56,60645,买盘
653,14:13:57,10.72,--,60,64320,卖盘
654,14:13:51,10.72,-0.01,24,25728,卖盘
655,14:13:48,10.73,0.01,60,65238,买盘
656,14:13:39,10.72,-0.01,16,17152,卖盘
657,14:13:36,10.73,--,23,24721,买盘
658,14:13:33,10.73,--,74,80432,买盘
659,14:13:30,10.73,0.01,1,1115,买盘
660,14:13:27,10.72,--,640,686894,卖盘
661,14:13:24,10.72,-0.01,16,17152,卖盘
662,14:13:21,10.73,--,11,11803,买盘
663,14:13:18,10.73,0.01,49,52577,买盘
664,14:13:15,10.72,-0.01,98,105056,卖盘
665,14:13:09,10.73,0.01,61,65453,买盘
666,14:13:06,10.72,-0.01,16,17152,卖盘
667,14:13:03,10.73,--,10,10730,买盘
668,14:13:00,10.73,--,59,63864,买盘
669,14:12:54,10.73,0.01,50,53650,买盘
670,14:12:48,10.72,--,20,21440,卖盘
671,14:12:45,10.72,-0.01,8,8576,卖盘
672,14:12:42,10.73,0.01,1,1073,买盘
673,14:12:39,10.72,-0.01,220,235840,卖盘
674,14:12:33,10.73,0.01,97,104081,买盘
675,14:12:30,10.72,--,25,26800,卖盘
676,14:12:27,10.72,0.01,969,1039025,买盘
677,14:12:24,10.71,-0.01,10,10710,卖盘
678,14:12:21,10.72,-0.01,21,22512,买盘
679,14:12:18,10.73,0.01,10,10730,买盘
680,14:12:15,10.72,0.01,2,2144,买盘
681,14:12:12,10.71,--,663,710073,卖盘
682,14:12:09,10.71,-0.02,37,39627,卖盘
683,14:12:06,10.73,0.01,141,151722,买盘
684,14:12:03,10.72,--,76,81986,卖盘
685,14:11:57,10.72,-0.01,20,21440,卖盘
686,14:11:54,10.73,0.01,50,53650,买盘
687,14:11:51,10.72,--,10,10720,卖盘
688,14:11:48,10.72,--,62,66464,卖盘
689,14:11:45,10.72,-0.01,9,9648,卖盘
690,14:11:42,10.73,0.01,31,33263,买盘
691,14:11:39,10.72,--,31,33232,卖盘
692,14:11:36,10.72,-0.01,116,124352,卖盘
693,14:11:33,10.73,0.01,362,388426,买盘
694,14:11:30,10.72,--,60,64320,卖盘
695,14:11:27,10.72,--,312,334892,卖盘
696,14:11:24,10.72,-0.01,479,513916,卖盘
697,14:11:21,10.73,-0.01,404,434264,卖盘
698,14:11:18,10.74,0.01,9,9666,买盘
699,14:11:12,10.73,-0.01,6,6438,卖盘
700,14:11:09,10.74,--,35,37590,买盘
701,14:11:06,10.74,0.01,1,1074,卖盘
702,14:11:03,10.73,--,56,60645,卖盘
703,14:10:57,10.73,--,50,53650,卖盘
704,14:10:54,10.73,--,20,21460,卖盘
705,14:10:48,10.73,-0.01,763,818699,卖盘
706,14:10:39,10.74,--,38,40812,卖盘
707,14:10:36,10.74,-0.01,125,134250,卖盘
708,14:10:33,10.75,0.01,40,43000,中性盘
709,14:10:30,10.74,-0.01,517,555258,卖盘
710,14:10:27,10.75,-0.01,500,537500,卖盘
711,14:10:24,10.76,--,45,48420,买盘
712,14:10:18,10.76,--,543,584268,买盘
713,14:10:15,10.76,-0.01,81,87156,卖盘
714,14:10:09,10.77,--,76,81852,买盘
715,14:10:06,10.77,0.01,106,114678,买盘
716,14:10:00,10.76,--,29,31247,卖盘
717,14:09:57,10.76,--,32,34432,卖盘
718,14:09:54,10.76,-0.01,30,32280,卖盘
719,14:09:51,10.77,--,54,59191,买盘
720,14:09:45,10.77,--,22,23694,买盘
721,14:09:39,10.77,0.01,3,3274,买盘
722,14:09:36,10.76,-0.02,16,18248,卖盘
723,14:09:27,10.78,0.02,20,21560,买盘
724,14:09:21,10.76,-0.01,10,10760,卖盘
725,14:09:12,10.77,0.02,4,4308,中性盘
726,14:09:09,10.75,-0.01,10,10750,卖盘
727,14:09:06,10.76,-0.01,126,136178,卖盘
728,14:09:03,10.77,0.01,6,7495,买盘
729,14:09:00,10.76,--,132,142462,卖盘
730,14:08:54,10.76,-0.01,10,10760,卖盘
731,14:08:51,10.77,--,1,1077,买盘
732,14:08:42,10.77,0.01,1,1077,买盘
733,14:08:39,10.76,--,10,10760,卖盘
734,14:08:21,10.76,0.01,10,10760,中性盘
735,14:08:12,10.75,-0.02,105,112875,卖盘
736,14:08:09,10.77,0.02,401,431877,买盘
737,14:08:06,10.75,-0.01,67,72584,卖盘
738,14:08:00,10.76,--,166,178616,买盘
739,14:07:57,10.76,0.01,30,32280,买盘
740,14:07:54,10.75,--,60,64500,卖盘
741,14:07:51,10.75,-0.01,100,107500,卖盘
742,14:07:48,10.76,--,40,43040,买盘
743,14:07:45,10.76,0.01,2,2152,买盘
744,14:07:42,10.75,-0.01,10,10750,卖盘
745,14:07:36,10.76,--,53,57028,买盘
746,14:07:33,10.76,0.01,1,1076,买盘
747,14:07:30,10.75,--,22,24209,买盘
748,14:07:27,10.75,0.01,13,13975,买盘
749,14:07:24,10.74,-0.01,32,34368,卖盘
750,14:07:18,10.75,--,26,27950,买盘
751,14:07:15,10.75,--,312,335400,买盘
752,14:07:09,10.75,--,135,145125,卖盘
753,14:07:06,10.75,--,60,64500,卖盘
754,14:07:00,10.75,--,45,48375,买盘
755,14:06:57,10.75,--,10,10750,买盘
756,14:06:54,10.75,0.01,52,55900,买盘
757,14:06:51,10.74,--,2,2148,卖盘
758,14:06:48,10.74,-0.01,8,8592,卖盘
759,14:06:45,10.75,--,40,43000,买盘
760,14:06:42,10.75,0.01,20,21500,买盘
761,14:06:39,10.74,-0.01,20,21480,卖盘
762,14:06:30,10.75,--,10,10750,买盘
763,14:06:27,10.75,0.01,50,53750,买盘
764,14:06:24,10.74,-0.01,90,96660,卖盘
765,14:06:21,10.75,--,32,34400,买盘
766,14:06:15,10.75,--,17,18275,买盘
767,14:06:06,10.75,--,277,297775,卖盘
768,14:06:03,10.75,--,110,118250,卖盘
769,14:05:51,10.75,-0.01,41,44075,卖盘
770,14:05:48,10.76,0.01,10,10760,买盘
771,14:05:45,10.75,--,600,645000,卖盘
772,14:05:39,10.75,-0.01,10,10750,卖盘
773,14:05:36,10.76,--,11,11836,买盘
774,14:05:27,10.76,0.01,3,3228,买盘
775,14:05:24,10.75,--,30,32250,卖盘
776,14:05:21,10.75,--,1,1075,卖盘
777,14:05:18,10.75,-0.01,61,65575,卖盘
778,14:05:12,10.76,--,4,4304,买盘
779,14:05:09,10.76,--,46,49496,买盘
780,14:05:00,10.76,-0.01,299,321724,卖盘
781,14:04:57,10.77,--,40,43080,卖盘
782,14:04:54,10.77,--,10,10770,卖盘
783,14:04:51,10.77,--,30,32310,卖盘
784,14:04:45,10.77,--,61,65697,卖盘
785,14:04:42,10.77,--,69,74313,买盘
786,14:04:39,10.77,0.01,20,21540,买盘
787,14:04:36,10.76,--,61,65636,卖盘
788,14:04:30,10.76,-0.01,100,107600,卖盘
789,14:04:24,10.77,0.01,60,64620,买盘
790,14:04:18,10.76,--,7,7532,卖盘
791,14:04:15,10.76,-0.01,21,22596,卖盘
792,14:04:12,10.77,0.01,74,79698,买盘
793,14:04:09,10.76,-0.01,108,116208,卖盘
794,14:04:03,10.77,--,32,34464,买盘
795,14:03:57,10.77,0.01,5,5385,买盘
796,14:03:54,10.76,-0.01,20,21520,卖盘
797,14:03:42,10.77,0.01,1,1077,买盘
798,14:03:36,10.76,-0.01,10,10760,卖盘
799,14:03:33,10.77,0.01,10,10770,买盘
800,14:03:30,10.76,--,1,1076,卖盘
801,14:03:27,10.76,--,2,2152,卖盘
802,14:03:24,10.76,--,10,10760,卖盘
803,14:03:18,10.76,-0.01,12,12912,卖盘
804,14:03:15,10.77,--,1,1077,买盘
805,14:03:12,10.77,0.02,32,34464,买盘
806,14:03:09,10.75,-0.01,10,10750,卖盘
807,14:03:06,10.76,--,20,21520,买盘
808,14:03:03,10.76,--,3,3228,买盘
809,14:03:00,10.76,--,36,38736,买盘
810,14:02:57,10.76,--,1,1076,买盘
811,14:02:54,10.76,--,21,22596,买盘
812,14:02:51,10.76,0.01,20,21520,买盘
813,14:02:48,10.75,--,2,2150,卖盘
814,14:02:36,10.75,-0.01,20,21500,卖盘
815,14:02:30,10.76,0.02,236,253936,买盘
816,14:02:23,10.74,-0.01,10,10740,卖盘
817,14:02:20,10.75,--,76,81700,买盘
818,14:02:17,10.75,0.01,22,23650,买盘
819,14:02:14,10.74,--,30,32220,卖盘
820,14:02:08,10.74,--,36,38664,卖盘
821,14:02:02,10.74,-0.01,331,355494,卖盘
822,14:01:56,10.75,--,66,70950,买盘
823,14:01:50,10.75,--,1,1075,买盘
824,14:01:47,10.75,0.01,15,16125,买盘
825,14:01:44,10.74,--,76,82354,买盘
826,14:01:38,10.74,-0.01,143,153925,卖盘
827,14:01:35,10.75,--,19,20425,买盘
828,14:01:29,10.75,0.01,5,5375,买盘
829,14:01:26,10.74,-0.01,4,4296,卖盘
830,14:01:20,10.75,0.01,17,18275,买盘
831,14:01:17,10.74,-0.01,3,3952,卖盘
832,14:01:14,10.75,0.01,0,1032,买盘
833,14:01:11,10.74,0.01,20,21480,中性盘
834,14:01:08,10.73,-0.02,10,10730,卖盘
835,14:01:05,10.75,0.02,30,32250,买盘
836,14:01:02,10.73,-0.02,59,63349,卖盘
837,14:00:59,10.75,0.02,60,64500,买盘
838,14:00:56,10.73,--,10,10730,卖盘
839,14:00:53,10.73,0.01,10,10730,中性盘
840,14:00:50,10.72,--,42,45024,卖盘
841,14:00:47,10.72,-0.01,180,192960,卖盘
842,14:00:44,10.73,-0.02,170,182410,卖盘
843,14:00:41,10.75,0.02,200,216032,买盘
844,14:00:38,10.73,-0.02,10,10730,卖盘
845,14:00:32,10.75,0.02,278,298850,买盘
846,14:00:29,10.73,--,46,49358,卖盘
847,14:00:26,10.73,-0.03,100,107300,卖盘
848,14:00:20,10.76,0.02,10,10760,中性盘
849,14:00:17,10.74,-0.03,905,972012,卖盘
850,14:00:14,10.77,--,542,583734,买盘
851,14:00:11,10.77,0.01,0,1033,买盘
852,14:00:08,10.76,--,110,118962,买盘
853,14:00:02,10.76,--,42,46224,买盘
854,13:59:59,10.76,--,8,8608,买盘
855,13:59:56,10.76,-0.01,26,28492,卖盘
856,13:59:50,10.77,0.01,41,44200,买盘
857,13:59:47,10.76,-0.01,212,229144,卖盘
858,13:59:44,10.77,0.01,83,89434,买盘
859,13:59:38,10.76,--,110,118360,卖盘
860,13:59:35,10.76,--,266,286216,卖盘
861,13:59:26,10.76,--,50,54832,卖盘
862,13:59:23,10.76,-0.01,67,72651,卖盘
863,13:59:11,10.77,--,1,1120,买盘
864,13:59:08,10.77,0.01,2,2154,买盘
865,13:59:05,10.76,-0.01,10,10760,卖盘
866,13:59:02,10.77,--,50,53850,买盘
867,13:58:59,10.77,--,65,71038,卖盘
868,13:58:56,10.77,-0.01,40,43080,卖盘
869,13:58:53,10.78,0.01,527,568106,买盘
870,13:58:50,10.77,--,311,334947,卖盘
871,13:58:47,10.77,--,82,88314,卖盘
872,13:58:44,10.77,-0.01,30,32310,卖盘
873,13:58:41,10.78,0.01,1,1078,买盘
874,13:58:38,10.77,-0.01,10,10770,卖盘
875,13:58:35,10.78,--,38,40964,买盘
876,13:58:32,10.78,0.01,80,86240,买盘
877,13:58:29,10.77,--,155,166935,卖盘
878,13:58:26,10.77,--,156,168572,卖盘
879,13:58:23,10.77,-0.01,10,10770,卖盘
880,13:58:20,10.78,0.01,10,10780,买盘
881,13:58:17,10.77,--,14,15078,卖盘
882,13:58:11,10.77,-0.01,16,17232,卖盘
883,13:58:08,10.78,0.01,12,13970,买盘
884,13:58:02,10.77,--,51,54970,卖盘
885,13:57:53,10.77,--,10,10770,卖盘
886,13:57:50,10.77,-0.02,8,8616,卖盘
887,13:57:47,10.79,--,8,8632,买盘
888,13:57:44,10.79,0.01,44,47475,买盘
889,13:57:41,10.78,-0.01,2,3190,卖盘
890,13:57:38,10.79,0.01,51,55072,买盘
891,13:57:35,10.78,0.01,86,93742,中性盘
892,13:57:26,10.77,--,56,60915,卖盘
893,13:57:23,10.77,-0.02,10,10770,卖盘
894,13:57:14,10.79,0.02,2,2158,买盘
895,13:57:08,10.77,-0.02,14,16111,卖盘
896,13:57:05,10.79,0.02,20,21580,买盘
897,13:57:02,10.77,--,4,4308,卖盘
898,13:56:53,10.77,--,10,10770,卖盘
899,13:56:41,10.77,0.01,138,148626,买盘
900,13:56:38,10.76,-0.01,10,10760,卖盘
901,13:56:35,10.77,--,11,11890,买盘
902,13:56:32,10.77,--,4,5341,买盘
903,13:56:29,10.77,--,86,93182,买盘
904,13:56:26,10.77,0.01,45,48465,买盘
905,13:56:23,10.76,-0.01,10,10760,卖盘
906,13:56:20,10.77,0.01,6,6462,买盘
907,13:56:17,10.76,-0.01,35,37660,卖盘
908,13:56:11,10.77,0.01,17,18309,买盘
909,13:56:02,10.76,--,1,1076,卖盘
910,13:55:59,10.76,--,20,21520,卖盘
911,13:55:53,10.76,--,10,10760,卖盘
912,13:55:44,10.76,-0.01,35,37660,卖盘
913,13:55:41,10.77,0.01,31,33387,买盘
914,13:55:38,10.76,--,10,10760,卖盘
915,13:55:35,10.76,--,54,59093,买盘
916,13:55:32,10.76,-0.01,84,90900,卖盘
917,13:55:29,10.77,--,103,111491,买盘
918,13:55:23,10.77,0.01,52,56004,买盘
919,13:55:20,10.76,-0.01,1735,1866860,卖盘
920,13:55:17,10.77,--,11,11847,买盘
921,13:55:14,10.77,--,18,19386,买盘
922,13:55:11,10.77,0.01,41,44157,买盘
923,13:55:08,10.76,-0.01,10,10760,卖盘
924,13:55:05,10.77,--,33,36057,卖盘
925,13:55:02,10.77,--,17,18869,买盘
926,13:54:59,10.77,0.01,5,5385,买盘
927,13:54:53,10.76,--,10,10760,卖盘
928,13:54:50,10.76,-0.01,12,12912,卖盘
929,13:54:44,10.77,0.01,10,10770,买盘
930,13:54:38,10.76,-0.01,248,266848,卖盘
931,13:54:29,10.77,-0.01,29,31233,卖盘
932,13:54:26,10.78,0.01,16,17248,买盘
933,13:54:23,10.77,-0.01,51,54927,卖盘
934,13:54:20,10.78,--,1,1078,买盘
935,13:54:17,10.78,--,18,19404,买盘
936,13:54:11,10.78,0.02,1,1078,买盘
937,13:54:08,10.76,-0.02,10,10760,卖盘
938,13:54:05,10.78,--,4,4312,买盘
939,13:54:02,10.78,--,10,10780,买盘
940,13:53:59,10.78,-0.01,255,274890,买盘
941,13:53:53,10.79,--,811,875068,买盘
942,13:53:44,10.79,--,66,71731,卖盘
943,13:53:41,10.79,--,20,21580,卖盘
944,13:53:38,10.79,-0.01,10,10790,卖盘
945,13:53:35,10.8,--,183,198201,买盘
946,13:53:23,10.8,0.01,93,100440,买盘
947,13:53:20,10.79,-0.01,10,10790,卖盘
948,13:53:17,10.8,0.01,52,56160,买盘
949,13:53:14,10.79,-0.01,100,107899,卖盘
950,13:53:11,10.8,--,179,193320,买盘
951,13:53:08,10.8,--,20,21600,买盘
952,13:53:05,10.8,-0.01,6,6480,买盘
953,13:53:02,10.81,0.01,441,476721,买盘
954,13:52:56,10.8,--,22,23760,买盘
955,13:52:50,10.8,-0.01,276,298512,卖盘
956,13:52:47,10.81,0.01,14,15134,买盘
957,13:52:44,10.8,-0.01,27,29419,卖盘
958,13:52:41,10.81,0.01,5,5405,买盘
959,13:52:38,10.8,-0.01,15,16200,卖盘
960,13:52:35,10.81,0.01,295,319413,买盘
961,13:52:29,10.8,--,100,108000,卖盘
962,13:52:29,10.8,-0.01,17,18403,卖盘
963,13:52:23,10.81,--,50,55087,买盘
964,13:52:20,10.81,--,12,12972,买盘
965,13:52:17,10.81,0.01,11,11934,买盘
966,13:52:11,10.8,--,110,119404,卖盘
967,13:52:08,10.8,--,31,33523,卖盘
968,13:52:05,10.8,--,38,42076,卖盘
969,13:51:59,10.8,-0.01,13,14083,卖盘
970,13:51:56,10.81,0.01,26,28106,买盘
971,13:51:53,10.8,-0.01,10,10800,卖盘
972,13:51:50,10.81,0.01,102,111299,卖盘
973,13:51:41,10.8,-0.02,20,21600,卖盘
974,13:51:38,10.82,--,262,283484,卖盘
975,13:51:35,10.82,-0.01,105,113653,卖盘
976,13:51:32,10.83,0.02,20,21660,买盘
977,13:51:29,10.81,--,1082,1169642,卖盘
978,13:51:23,10.81,-0.01,20,21620,卖盘
979,13:51:20,10.82,--,240,259680,买盘
980,13:51:14,10.82,--,0,1038,买盘
981,13:51:11,10.82,0.01,3,3289,买盘
982,13:51:05,10.81,-0.01,18,20495,卖盘
983,13:50:59,10.82,0.01,20,21640,中性盘
984,13:50:56,10.81,-0.01,248,268088,卖盘
985,13:50:53,10.82,--,10,10820,卖盘
986,13:50:50,10.82,--,2,2164,卖盘
987,13:50:47,10.82,--,14,15148,卖盘
988,13:50:41,10.82,-0.01,91,99024,卖盘
989,13:50:35,10.83,0.01,50,54150,买盘
990,13:50:32,10.82,--,31,33542,卖盘
991,13:50:26,10.82,0.01,27,29214,买盘
992,13:50:23,10.81,-0.01,10,10810,卖盘
993,13:50:20,10.82,--,41,44362,买盘
994,13:50:14,10.82,0.01,345,373290,买盘
995,13:50:11,10.81,--,122,131882,卖盘
996,13:50:08,10.81,--,10,10810,卖盘
997,13:50:05,10.81,--,3,3243,卖盘
998,13:49:56,10.81,--,6,6615,卖盘
999,13:49:53,10.81,--,10,10810,卖盘
1000,13:49:44,10.81,-0.01,102,110262,卖盘
1001,13:49:41,10.82,0.01,11,11945,买盘
1002,13:49:38,10.81,-0.01,77,83799,卖盘
1003,13:49:35,10.82,--,264,286686,买盘
1004,13:49:29,10.82,--,125,135293,买盘
1005,13:49:23,10.82,0.01,56,60592,买盘
1006,13:49:20,10.81,-0.01,10,10810,卖盘
1007,13:49:17,10.82,--,30,32460,买盘
1008,13:49:14,10.82,--,10,10820,买盘
1009,13:49:11,10.82,0.01,8,8656,买盘
1010,13:49:08,10.81,--,22,24819,卖盘
1011,13:48:59,10.81,--,98,106802,卖盘
1012,13:48:56,10.81,--,30,32430,卖盘
1013,13:48:53,10.81,-0.01,15,16215,卖盘
1014,13:48:47,10.82,0.01,41,44362,买盘
1015,13:48:41,10.81,-0.01,66,71908,卖盘
1016,13:48:38,10.82,--,196,212072,买盘
1017,13:48:32,10.82,--,276,298632,买盘
1018,13:48:29,10.82,--,10,10820,买盘
1019,13:48:26,10.82,0.01,41,44362,买盘
1020,13:48:23,10.81,-0.01,38,41078,卖盘
1021,13:48:20,10.82,--,140,151480,买盘
1022,13:48:14,10.82,--,73,78986,买盘
1023,13:48:11,10.82,0.01,1,1082,买盘
1024,13:48:08,10.81,-0.01,40,43240,卖盘
1025,13:48:05,10.82,--,5,5410,买盘
1026,13:48:02,10.82,--,80,86560,买盘
1027,13:47:59,10.82,0.01,75,81150,买盘
1028,13:47:56,10.81,--,235,254035,卖盘
1029,13:47:53,10.81,-0.01,10,10810,卖盘
1030,13:47:50,10.82,0.01,34,36788,买盘
1031,13:47:44,10.81,-0.01,56,61098,卖盘
1032,13:47:38,10.82,0.01,10,10820,买盘
1033,13:47:35,10.81,-0.01,72,77832,卖盘
1034,13:47:32,10.82,0.01,24,25968,买盘
1035,13:47:29,10.81,-0.01,52,56212,卖盘
1036,13:47:26,10.82,0.01,48,51936,买盘
1037,13:47:23,10.81,--,10,10810,卖盘
1038,13:47:17,10.81,--,54,59368,买盘
1039,13:47:11,10.81,0.01,3,3243,买盘
1040,13:47:08,10.8,-0.01,10,10800,卖盘
1041,13:47:02,10.81,--,40,43240,买盘
1042,13:46:53,10.81,--,13,14053,买盘
1043,13:46:50,10.81,--,6,6486,买盘
1044,13:46:47,10.81,--,59,64427,卖盘
1045,13:46:44,10.81,--,6,6486,卖盘
1046,13:46:41,10.81,--,1,1081,卖盘
1047,13:46:38,10.81,--,30,32862,买盘
1048,13:46:35,10.81,--,45,48645,买盘
1049,13:46:32,10.81,0.01,13,14053,买盘
1050,13:46:26,10.8,-0.01,76,82080,卖盘
1051,13:46:23,10.81,--,30,32430,买盘
1052,13:46:20,10.81,--,10,10810,买盘
1053,13:46:14,10.81,0.01,17,18377,买盘
1054,13:46:08,10.8,-0.01,11,11880,卖盘
1055,13:46:05,10.81,0.01,136,147016,买盘
1056,13:46:02,10.8,--,374,403920,卖盘
1057,13:45:59,10.8,--,7,7560,卖盘
1058,13:45:56,10.8,-0.01,12,12960,卖盘
1059,13:45:50,10.81,--,451,488179,卖盘
1060,13:45:47,10.81,--,62,67584,卖盘
1061,13:45:41,10.81,--,94,102565,买盘
1062,13:45:35,10.81,--,7,7567,买盘
1063,13:45:29,10.81,0.01,168,181608,买盘
1064,13:45:23,10.8,-0.01,52,56160,卖盘
1065,13:45:17,10.81,--,14,15134,买盘
1066,13:45:14,10.81,--,99,107019,买盘
1067,13:45:11,10.81,--,19,20539,买盘
1068,13:45:08,10.81,--,15,16215,买盘
1069,13:45:05,10.81,--,37,39997,买盘
1070,13:44:59,10.81,--,16,17296,买盘
1071,13:44:56,10.81,0.01,40,43240,买盘
1072,13:44:53,10.8,--,15,16200,卖盘
1073,13:44:50,10.8,--,56,61041,卖盘
1074,13:44:47,10.8,-0.01,10,10800,卖盘
1075,13:44:44,10.81,--,10,10810,买盘
1076,13:44:41,10.81,0.01,50,54050,买盘
1077,13:44:38,10.8,-0.01,248,267840,卖盘
1078,13:44:35,10.81,0.01,22,23782,买盘
1079,13:44:29,10.8,-0.01,10,10800,卖盘
1080,13:44:26,10.81,0.01,2,2162,买盘
1081,13:44:23,10.8,--,160,172800,卖盘
1082,13:44:20,10.8,-0.01,9,9720,卖盘
1083,13:44:17,10.81,--,26,28106,买盘
1084,13:44:08,10.81,0.01,12,12972,买盘
1085,13:44:05,10.8,--,15,16200,卖盘
1086,13:44:02,10.8,--,79,85320,卖盘
1087,13:43:59,10.8,-0.01,131,142257,卖盘
1088,13:43:56,10.81,0.01,7,7567,买盘
1089,13:43:53,10.8,--,10,10800,卖盘
1090,13:43:50,10.8,-0.01,61,66441,卖盘
1091,13:43:47,10.81,--,4,4324,买盘
1092,13:43:44,10.81,--,49,52969,买盘
1093,13:43:41,10.81,0.01,20,21620,买盘
1094,13:43:38,10.8,-0.01,60,64800,卖盘
1095,13:43:35,10.81,--,28,30268,买盘
1096,13:43:32,10.81,--,20,21620,买盘
1097,13:43:29,10.81,--,11,11891,买盘
1098,13:43:26,10.81,--,70,75670,买盘
1099,13:43:23,10.81,0.01,92,99452,买盘
1100,13:43:20,10.8,-0.01,22,23760,卖盘
1101,13:43:14,10.81,0.01,169,182689,买盘
1102,13:43:11,10.8,--,186,200880,卖盘
1103,13:43:08,10.8,--,40,43200,卖盘
1104,13:42:59,10.8,-0.01,19,20520,卖盘
1105,13:42:56,10.81,--,200,216200,买盘
1106,13:42:53,10.81,0.01,157,170279,买盘
1107,13:42:47,10.8,-0.01,40,43200,卖盘
1108,13:42:44,10.81,0.01,115,124315,买盘
1109,13:42:38,10.8,-0.01,13,14040,卖盘
1110,13:42:32,10.81,--,638,690456,买盘
1111,13:42:26,10.81,0.01,38,41078,买盘
1112,13:42:23,10.8,-0.01,73,78840,卖盘
1113,13:42:20,10.81,--,28,30268,买盘
1114,13:42:17,10.81,--,11,11891,买盘
