date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-11-24,9.06,9.56,9.44,9.01,11347364.0,0.28,3.05,9.274,9.639,11.098,10782437.4,9618171.95,22250619.68,7.76
2016-10-28,9.1,9.3,9.17,9.03,7398206.0,0.1,1.1,9.126,9.695,11.414,9931716.6,9533814.65,24666197.88,5.06
2016-09-30,9.49,9.52,9.07,9.01,8318646.0,-0.42,-4.43,9.402,9.977,11.655,9849833.7,10409902.45,25325523.28,5.69
2016-08-31,9.18,9.8,9.49,8.93,17386660.0,0.29,3.15,9.702,10.244,11.898,9936245.7,11473163.45,27287601.78,11.88
2016-07-29,8.69,9.24,9.2,8.67,9461311.0,0.5,5.75,9.932,10.431,12.215,9016694.3,10862563.85,31799263.58,6.47
2016-06-30,10.51,10.55,8.7,8.52,7093760.0,-1.85,-17.54,10.004,10.56,12.377,8453906.5,11416410.05,33878577.03,4.85
2016-05-31,10.58,10.75,10.55,10.17,6988791.5,-0.02,-0.19,10.264,10.797,12.494,9135912.7,13042270.25,34867281.42,5.73
2016-04-29,10.62,10.97,10.57,10.36,8750706.0,-0.07,-0.66,10.552,10.978,12.473,10969971.2,17577110.7,35511604.95,7.41
2016-03-31,9.62,10.94,10.64,9.58,12788903.0,1.08,11.3,10.786,11.375,12.457,13010081.2,21579994.9,36045558.15,10.83
2016-02-29,9.98,10.31,9.56,9.42,6647372.0,-0.44,-4.4,10.93,11.843,12.469,12708433.4,26198767.8,36472054.0,5.63
2016-01-29,12.0,12.03,10.0,9.6,10503791.0,-1.99,-16.6,11.116,12.557,12.486,14378913.6,34883067.4,36822279.75,8.9
2015-12-31,11.7,12.78,11.99,11.51,16159084.0,0.25,2.13,11.33,13.132,12.561,16948627.8,39798581.1,36841574.55,13.69
2015-11-30,11.27,13.38,11.74,11.01,18951256.0,0.38,3.35,11.404,13.332,12.519,24184250.2,40241144.1,36894707.15,16.05
2015-10-30,10.53,11.81,11.36,10.52,11280664.0,0.87,8.29,11.964,13.551,12.47,30149908.6,43102040.1,36792003.15,9.56
2015-09-30,10.9,12.0,10.49,10.32,14999773.0,-0.58,-5.24,12.756,13.999,12.459,39689102.2,52735963.3,37065138.85,12.71
2015-08-31,12.2,12.99,11.07,9.3,23352362.0,-1.29,-10.44,13.998,14.194,12.504,55387221.2,56340744.0,36993315.5,19.78
2015-07-31,14.35,15.36,12.36,12.02,52337196.0,-2.18,-14.99,14.934,14.19,12.563,62648534.4,56692292.6,36652673.1,44.34
2015-06-30,15.33,17.45,14.54,12.75,48779548.0,-0.78,-5.09,15.26,13.968,12.625,56298038.0,53446099.2,35306960.4,41.32
2015-05-29,16.7,16.91,15.32,14.97,58976632.0,-1.38,-8.26,15.138,13.539,12.593,56054171.6,50511121.4,34236862.0,49.96
2015-04-30,15.82,19.8,16.7,15.55,93490368.0,0.95,6.03,15.242,13.094,12.421,65782824.4,46745340.2,32895377.4,79.2
2015-03-31,14.03,16.6,15.75,13.29,59658928.0,1.76,12.58,14.39,12.415,12.117,57294266.8,38761492.1,29760793.5,60.65
2015-02-27,13.6,15.39,13.99,13.22,20584714.0,0.06,0.43,13.446,11.99,11.809,50736050.8,33884568.0,27698203.4,20.93
2015-01-30,15.99,16.39,13.93,13.56,47560216.0,-1.91,-12.06,12.676,11.705,11.608,50594160.4,33548270.2,27195305.95,48.35
2014-12-31,12.6,16.16,15.84,12.08,107619896.0,3.4,27.33,11.94,11.389,11.961,44968071.2,30481966.2,25378997.95,109.41
2014-11-28,11.16,12.44,12.44,10.5,51047580.0,1.41,12.78,10.946,10.918,12.104,27707856.0,21394314.4,20535382.95,51.89
2014-10-31,11.15,11.35,11.03,9.98,26867848.0,0.89,8.78,10.44,10.814,12.488,20228717.4,17645887.0,18827500.85,27.31
2014-09-30,10.24,10.64,10.14,10.02,19875262.0,-0.11,-1.07,10.534,10.936,13.086,17033085.2,16613053.6,17973377.1,20.21
2014-08-29,10.84,11.09,10.25,10.14,19429770.0,-0.62,-5.7,10.734,11.282,13.634,16502380.0,17167821.6,17630038.05,29.04
2014-07-31,9.91,11.1,10.87,9.52,21318820.0,0.96,9.69,10.838,11.647,13.923,15995861.2,17962602.6,17008617.05,31.86
2014-06-30,11.5,11.84,9.91,9.6,13651887.0,-1.59,-13.83,10.89,11.748,14.019,15080772.8,19045414.6,16057316.65,20.4
2014-05-30,11.1,11.74,11.5,10.81,10889687.0,0.36,3.23,11.188,11.818,14.182,15063056.6,20760094.9,15482157.48,19.53
2014-04-30,10.72,11.6,11.14,10.59,17221736.0,0.37,3.44,11.338,11.627,14.263,16193022.0,21511838.8,15088882.85,30.89
2014-03-31,11.02,11.08,10.77,10.03,16897176.0,-0.36,-3.23,11.83,11.51,14.416,17833263.2,20842341.7,14372050.36,30.3
2014-02-28,11.32,12.5,11.13,10.88,16743378.0,-0.27,-2.37,12.456,12.532,14.632,19929344.0,20276029.7,13663877.15,30.03
2014-01-30,12.12,12.3,11.4,11.25,13563306.0,-0.85,-6.94,12.606,13.289,14.834,23010056.4,19676451.5,13025451.43,24.32
2013-12-31,13.64,14.06,12.25,11.43,16539514.0,-1.35,-9.93,12.448,14.161,15.048,26457133.2,20009114.7,12525741.06,29.66
2013-11-29,13.88,14.2,13.6,12.96,25422942.0,-0.3,-2.16,11.916,15.236,15.264,26830655.6,19333700.6,11875195.36,45.59
2013-10-31,12.0,14.49,13.9,11.51,27377580.0,2.02,17.0,11.19,15.986,15.369,23851420.2,18092254.5,10862637.16,55.1
2013-09-30,10.74,13.86,11.88,10.63,32146940.0,1.27,11.97,12.608,16.198,15.529,20622715.4,16054631.5,9717365.79,64.7
2013-08-30,9.74,11.25,10.61,9.61,30798690.0,1.02,10.64,13.972,16.29,15.767,16342846.6,13069218.7,8201979.32,61.99
2013-07-31,9.81,10.84,9.59,8.97,18407126.0,-0.38,-3.81,15.874,16.545,16.016,13561096.2,10204220.05,6818824.74,37.05
2013-06-28,20.93,21.33,9.97,9.14,10526765.0,-11.02,-52.5,18.556,16.899,16.312,11836745.6,8665926.9,6067922.32,21.19
2013-05-31,18.6,21.7,20.99,18.4,11234056.0,2.29,12.25,20.782,17.321,16.658,12333088.8,7901759.03,5679540.77,36.18
2013-04-26,20.2,20.9,18.7,18.05,10747596.0,-1.42,-7.06,19.788,16.732,16.41,11486547.6,7051724.6,5260700.49,34.61
2013-03-29,22.93,24.71,20.12,19.64,16889938.0,-2.88,-12.52,18.608,16.378,16.318,9795590.8,6374451.35,4962324.84,54.39
2013-02-28,21.02,23.0,23.0,18.95,9785373.0,1.9,9.01,17.216,15.935,16.179,6847343.9,5042367.43,4361799.77,31.51
2013-01-31,16.32,21.55,21.1,15.45,13008481.0,5.08,31.71,15.242,15.291,15.882,5495108.2,4416690.13,4087682.17,41.89
2012-12-31,12.81,16.17,16.02,12.48,7001350.0,3.22,25.16,13.86,14.752,15.71,3470429.25,3633019.83,3650046.84,22.55
2012-11-30,13.16,13.71,12.8,12.7,2292812.0,-0.36,-2.74,13.676,14.86,15.819,2616901.6,3380100.08,3801452.24,7.38
2012-10-31,13.14,13.56,13.16,12.87,2148703.5,0.03,0.23,14.148,15.244,15.983,2953311.9,3334739.94,4073528.12,6.92
2012-09-28,14.22,14.4,13.13,12.59,3024194.5,-1.06,-7.47,14.654,15.487,16.122,3237390.95,3433429.44,4172221.68,9.74
2012-08-31,15.08,15.3,14.19,14.03,2885086.25,-0.91,-6.03,15.34,15.725,16.231,3338272.05,3469917.74,4266198.63,9.29
2012-07-31,15.23,15.48,15.1,14.61,2733711.75,-0.06,-0.4,15.644,15.994,16.311,3795610.4,3457322.51,4374073.32,8.8
2012-06-29,15.7,15.88,15.16,14.45,3974863.5,-0.53,-3.38,16.044,16.088,16.375,4143298.55,3469676.39,4763151.23,12.8
2012-05-31,16.72,16.94,15.69,15.52,3569098.75,-0.87,-5.25,16.34,16.257,16.538,3716167.97,3550198.34,5084587.31,11.49
2012-04-27,15.71,17.12,16.56,15.45,3528600.0,0.85,5.41,16.32,16.422,16.564,3629467.92,3681232.11,5257143.19,11.36
2012-03-30,17.08,17.78,15.71,15.46,5171778.0,-1.39,-8.13,16.11,16.473,16.612,3601563.42,3758674.21,5335003.29,16.65
2012-02-29,16.58,17.48,17.1,16.34,4472152.5,0.46,2.76,16.344,16.668,16.702,3119034.62,3667073.86,5439409.24,14.4
2012-01-31,15.59,16.94,16.64,15.13,1839210.62,1.05,6.74,16.132,16.778,16.875,2796054.22,4222804.41,5615135.64,5.92
2011-12-30,15.93,16.27,15.59,14.93,3135598.5,0.08,0.52,16.174,16.722,17.203,3384228.7,4812316.3,5830131.74,10.1
2011-11-30,16.76,17.19,15.51,15.48,3389077.5,-1.37,-8.12,16.524,16.756,17.546,3732996.3,4911013.93,5881726.89,10.91
2011-10-31,15.95,17.2,16.88,15.45,2759134.0,0.84,5.24,16.836,16.736,17.855,3915785.0,5062479.53,6187052.36,8.89
2011-09-30,16.85,17.2,16.04,15.84,2857250.5,-0.81,-4.81,16.992,16.627,18.23,4215113.1,5290824.13,6356344.56,9.2
2011-08-31,17.2,17.52,16.85,15.55,4780083.0,-0.49,-2.83,17.424,16.662,18.641,5649554.6,6056626.08,6573902.69,15.39
2011-07-29,17.15,18.2,17.34,16.7,4879436.5,0.27,1.58,17.27,16.818,18.922,6240403.9,6618976.28,6533811.55,15.71
2011-06-30,17.65,17.65,17.07,15.75,4303021.0,-0.59,-3.34,16.988,16.706,19.056,6089031.55,6833054.28,6626302.98,13.86
2011-05-31,18.15,18.59,17.66,17.0,4255774.5,-0.54,-2.97,16.636,16.75,19.112,6209174.05,6911332.38,6850021.43,13.7
2011-04-29,16.08,19.0,18.2,16.07,10029458.0,2.12,13.18,16.262,16.735,19.538,6366535.15,7211744.63,7221017.65,32.3
2011-03-31,15.95,16.97,16.08,15.65,7734329.5,0.15,0.94,15.9,16.971,19.719,6463697.55,7007466.88,7255941.2,24.91
2011-02-28,15.32,16.17,15.93,15.2,4122574.75,0.62,4.05,16.366,17.683,19.807,6997548.65,6847947.18,7152752.73,13.28
2011-01-31,15.82,16.78,15.31,14.86,4903733.5,-0.48,-3.04,16.424,18.335,19.826,7577077.0,6852439.85,7342616.94,15.79
2010-12-31,16.39,16.88,15.79,15.51,5042580.0,-0.6,-3.66,16.864,18.974,19.857,7613490.7,7311625.2,7672580.51,16.24
2010-11-30,18.49,19.39,16.39,16.18,10515270.0,-2.02,-10.97,17.208,19.832,19.758,8056954.1,7421865.0,7984425.96,33.86
2010-10-29,16.7,20.06,18.41,16.5,10403585.0,2.19,13.5,18.042,20.619,19.52,7551236.2,7091179.3,7963908.81,33.5
2010-09-29,19.0,19.0,16.22,16.11,7020216.5,-1.29,-7.37,19.0,21.026,19.073,6698345.7,6448646.83,8061170.51,22.61
2010-06-29,17.43,18.82,17.51,16.5,5085802.0,0.0,0.0,20.246,21.405,18.711,6127802.7,6419551.68,8197036.04,16.38
2010-05-31,20.1,20.3,17.51,17.02,7259897.0,-3.05,-14.84,21.084,21.473,18.254,7009759.7,6788710.48,8205061.74,24.83
2010-04-30,23.27,23.86,20.56,19.31,7986680.5,-2.64,-11.38,22.456,22.34,18.128,6786775.9,7230290.68,8006455.99,27.31
2010-03-31,22.89,24.27,23.2,22.17,6139132.5,0.75,3.34,23.196,22.466,18.11,6631122.4,7504415.53,7704007.76,20.99
2010-02-26,21.71,22.62,22.45,21.0,4167501.5,0.75,3.46,23.052,21.93,17.99,6198947.95,7457558.28,7565999.29,14.25
2010-01-29,24.52,24.58,21.7,20.6,9495587.0,-2.67,-10.96,22.564,21.317,17.834,6711300.65,7832794.03,7519850.31,32.47
2009-12-31,24.15,25.8,24.37,22.28,6144978.0,0.11,0.45,21.862,20.74,18.011,6567661.25,8033535.83,7212485.01,21.01
2009-11-30,21.9,26.73,24.26,21.8,7208413.0,1.78,7.92,22.224,19.683,18.273,7673805.45,8546986.93,7168207.66,24.65
2009-10-30,20.5,23.11,22.48,20.01,3978260.25,2.47,12.34,21.736,18.421,18.47,8377708.65,8836638.32,7130193.56,13.61
2009-09-30,18.19,22.2,20.01,18.19,6729265.0,1.82,10.01,20.808,17.119,19.004,8716168.6,9673694.2,7055311.15,23.02
2009-08-31,25.85,25.87,18.19,18.04,8777390.0,-7.99,-30.52,20.07,16.017,19.668,8954287.4,9974520.4,6966554.6,30.02
2009-07-30,21.8,26.18,26.18,21.56,11675699.0,4.36,19.98,19.618,15.035,20.689,9499410.4,9621413.0,6739696.55,39.93
2009-06-30,18.09,22.84,21.82,17.96,10727929.0,3.98,22.31,17.142,13.916,21.184,9420168.4,8782621.3,6334450.5,36.69
2009-05-27,16.43,19.2,17.84,16.26,5670560.0,1.52,9.31,15.106,13.754,22.495,9295568.0,7903600.0,5988566.55,20.36
2009-04-30,16.0,17.24,16.32,15.0,7919859.0,0.39,2.45,13.43,14.05,23.602,10631219.8,7674440.3,5899734.1,28.44
2009-03-31,13.2,16.65,15.93,12.98,11503005.0,2.13,15.44,11.964,14.351,24.686,10994753.4,7206906.6,5849040.15,41.31
2009-02-26,11.76,15.98,13.8,11.51,11279489.0,2.16,18.56,10.452,15.281,25.701,9743415.6,6391434.2,5596320.1,40.51
2009-01-23,9.57,12.2,11.64,8.88,10104927.0,2.18,23.04,10.69,16.863,26.387,8145074.2,5789428.4,5292489.35,36.29
2008-12-31,8.87,11.33,9.46,8.79,12348819.0,0.47,5.23,12.402,18.519,27.24,6511632.0,5423748.8,4998601.9,44.35
2008-11-28,8.25,11.35,8.99,8.0,9737527.0,0.62,7.41,14.67,20.888,28.064,4717660.8,4436928.1,4715073.1,34.97
2008-10-31,14.78,14.78,8.37,8.3,5246316.0,-6.62,-44.16,16.738,23.319,28.559,3419059.8,3958588.8,4531024.95,18.84
2008-09-26,20.1,20.1,14.99,12.4,3287782.0,-5.21,-25.79,20.11,26.342,29.093,3039452.8,3857980.1,4519190.4,15.35
2008-08-29,20.77,22.3,20.2,18.68,1937716.0,-0.6,-2.88,23.036,28.451,29.3,3433782.6,3886279.7,4863994.4,9.05
2008-07-31,19.34,22.13,20.8,17.77,3378963.0,1.47,7.61,24.636,31.236,29.013,4335865.6,4073533.1,5141821.1,15.77
2008-06-30,25.23,26.1,19.33,19.02,3244522.0,-5.9,-23.39,27.106,33.154,28.606,4156195.4,4125027.9,5338238.75,15.15
2008-05-30,29.8,30.15,25.23,24.19,3348281.0,-4.39,-14.82,29.9,35.021,28.117,4498117.8,4491173.7,5380676.35,19.06
2008-04-30,28.0,30.35,29.62,21.5,5259431.0,1.42,5.04,32.574,36.121,27.263,4676507.4,4801206.0,5356172.45,29.94
2008-03-31,32.9,33.56,28.2,24.48,6448131.0,-4.95,-14.93,33.866,35.911,26.144,4338776.8,4795550.3,5166289.45,36.7
2008-02-29,33.55,41.03,33.15,30.58,2480612.0,-0.15,-0.45,37.836,35.96,25.07,3811200.6,4573455.0,4949153.9,14.12
