index,open_interest,total_turnover,open,limit_up,volume,high,trading_date,limit_down,close,basis_spread,low
2013-11-26 10:45:00,2168508.0,3887695720.0,3637.363,3761.487,106462.0,3641.886,2013-11-26,3471.519,3635.464,,3634.737
2013-11-26 11:00:00,2164490.0,2135833440.0,3635.605,3761.488,58554.0,3639.341,2013-11-26,3471.574,3635.902,,3634.715
2013-11-26 11:15:00,2167732.0,3249376380.0,3635.748,3761.531,88986.0,3641.045,2013-11-26,3471.613,3638.238,,3635.641
2013-11-26 11:30:00,2167962.0,2549859100.0,3638.247,3761.606,69882.0,3641.153,2013-11-26,3471.654,3640.425,,3634.805
2013-11-26 13:45:00,2205676.0,9450121160.0,3640.391,3761.902,258294.0,3649.337,2013-11-26,3471.732,3644.971,,3640.123
2013-11-26 14:00:00,2262470.0,8869659600.0,3645.738,3762.439,242080.0,3656.17,2013-11-26,3472.012,3655.435,,3643.85
2013-11-26 14:15:00,2268560.0,6390721320.0,3656.298,3762.62,174194.0,3657.853,2013-11-26,3472.46,3656.713,,3652.587
2013-11-26 14:30:00,2277064.0,6296026460.0,3656.733,3762.858,171632.0,3661.624,2013-11-26,3472.648,3659.231,,3654.009
2013-11-26 14:45:00,2271734.0,6610875120.0,3659.291,3763.129,180256.0,3663.108,2013-11-26,3472.916,3656.707,,3654.21
2013-11-26 15:00:00,2203028.0,10825584420.0,3656.72,3763.148,295704.0,3656.72,2013-11-26,3472.958,3647.465,,3645.937
2013-11-27 09:15:00,2223302.0,5529381640.0,3646.086,3790.548,151112.0,3651.205,2013-11-27,3498.623,3648.522,,3644.191
2013-11-27 09:30:00,2236184.0,3233273820.0,3648.529,3790.698,88394.0,3650.728,2013-11-27,3498.738,3644.712,,3644.712
2013-11-27 09:45:00,2232466.0,4342244800.0,3645.336,3790.756,118802.0,3647.818,2013-11-27,3498.855,3646.203,,3641.743
2013-11-27 10:00:00,2232690.0,1887025460.0,3647.948,3790.814,51616.0,3648.974,2013-11-27,3498.932,3646.47,,3643.54
